id,1hr,3hr,5hr,6hr,6hr,7hr,8hr
S1_L_T13095,7.5761,6.3893,5.0372,4.6129,4.7068,4.0686,3.8317
S1_L_T13096,6.5237,5.0332,4.4092,3.2146,4.0288,3.5388,3.2146
S1_L_T13099,7.9691,6.0617,4.8566,3.8474,4.6137,4.1754,3.2475
S1_L_T13102,8.9489,8.2031,7.5497,7.1254,7.4073,6.7067,6.0181
S1_L_T13105,6.6935,5.1442,3.2717,3.6954,3.2146,3.2146,3.2146
S1_L_T13106,7.2236,5.9743,4.4092,3.2146,3.2918,3.3691,3.2146
S1_L_T13108,6.5941,5.2962,4.5347,3.6954,4.1663,3.2146,3.2146
S1_L_T13110,7.391,5.8812,4.6502,3.8474,4.2918,3.3691,3.4696
S1_L_T13111,7.3711,6.6747,6.0372,5.4797,5.6137,4.8269,4.6611
S1_L_T13112,7.3509,5.9129,5.7571,4.6129,4.5142,4.1754,3.662
S1_L_T13115,6.9019,5.6747,4.2717,3.9849,4.2918,3.5388,3.2475
S1_L_T13120,6.4498,5.5186,4.2717,3.9849,4.5142,4.4552,3.2146
S1_L_T13122,6.8454,5.9129,4.6502,4.2259,3.8768,4.1754,4.1209
S1_L_T13123,6.8163,6.1172,5.5936,4.4324,4.5142,4.2748,3.662
S1_L_T13125,7.4865,6.7644,6.0372,5.4324,5.5648,4.891,4.568
S1_L_T13128,8.1551,6.2962,5.1197,4.7734,4.7068,4.4552,3.662
S1_L_T13129,6.5593,5.0898,4.1197,3.8474,3.5142,3.2146,3.2146
S1_L_T13136,8.5844,7.1036,6.1592,5.5255,5.5648,5.2253,4.2463
S1_L_T13137,9.9852,8.4873,7.1786,6.3584,6.6841,6.3211,5.7899
S1_L_T1314,6.9294,5.9743,4.7571,3.8474,4.6137,3.2146,3.2146
S1_L_T13146,5.8465,5.5186,5.3421,4.3328,4.5142,3.6905,3.662
S1_L_T13150,7.2887,6.0332,5.1977,4.5255,4.8768,4.6156,3.4696
S1_L_T13154,6.7562,5.8487,5.1197,4.3328,4.0288,3.6905,3.662
S1_L_T13156,8.2121,6.9592,6.5645,5.4324,6.0644,5.2741,4.6611
S1_L_T13159,6.5237,5.1967,4.7571,3.5255,3.8768,3.6905,3.2146
S1_L_T13163,6.9828,6.272,5.5936,5.2259,5.0992,4.1754,3.9835
S1_L_T13164,6.7865,5.4768,4.6502,3.9849,4.1663,3.3691,3.2475
S1_L_T13165,8.1078,6.4117,5.6502,3.9849,4.9548,3.9532,3.9835
S1_L_T13171,7.2887,6.9892,6.5645,5.9849,6.2614,5.8589,5.5676
S1_L_T13172,7.6605,5.9743,5.1197,4.6954,4.4073,4.2748,3.662
S1_L_T13174,6.6611,4.7816,3.5347,3.2146,3.2146,3.2146,3.2146
S1_L_T1318,6.4873,5.0332,3.9498,3.2146,3.7068,3.2146,3.2146
S1_L_T13180,7.391,6.9129,6.5936,5.6954,5.9163,5.0678,4.1209
S1_L_T13181,6.3719,4.7112,4.7571,4.3328,4.7068,3.6905,3.662
S1_L_T13182,6.9563,6.1442,5.7571,4.9178,5.4617,4.5376,3.662
S1_L_T13185,6.6935,5.7469,5.4733,4.6129,4.7943,3.9532,4.2463
S1_L_T13186,6.4873,5.8812,5.1197,4.6129,4.5142,4.2748,3.9835
S1_L_T13188,6.5237,5.8812,4.8566,4.1104,4.7943,3.6905,3.2475
S1_L_T13191,6.7562,4.7816,4.1197,3.2146,3.2146,3.2146,3.2146
S1_L_T13193,7.6605,6.272,5.5347,5.1104,4.9548,4.6895,4.3617
S1_L_T13194,7.5586,6.004,4.7571,3.9849,4.6137,3.8279,3.2146
S1_L_T132,6.1564,5.6747,4.1197,3.6954,4.2918,3.6905,3.2146
S1_L_T13207,7.6768,5.5186,4.5347,3.5255,3.8768,3.9532,3.2146
S1_L_T1321,7.1082,5.2473,4.4092,3.3328,3.2146,3.2146,3.2146
S1_L_T13211,6.2465,5.9129,5.2717,4.4324,5.0288,3.8279,3.8317
S1_L_T13214,8.7476,6.8971,5.4733,4.6954,4.9548,4.891,4.4686
S1_L_T13216,7.0088,6.272,5.1977,4.9178,4.8768,3.9532,4.1209
S1_L_T13217,6.2022,5.7816,5.0372,4.3328,4.5142,3.6905,3.2146
S1_L_T13223,8.8872,7.3666,6.2352,5.6954,5.7943,5.3214,4.4686
S1_L_T13228,6.4114,4.9743,3.7571,3.9849,3.2918,3.2146,3.2146
S1_L_T13229,6.8163,5.0898,4.1197,3.3328,4.1663,3.2146,3.2146
S1_L_T13230,8.5136,7.1707,6.5347,5.8109,5.9923,5.4546,5.4681
S1_L_T13231,7.6105,6.3201,5.5936,5.049,4.8768,4.4552,4.4686
S1_L_T13233,7.2457,5.7112,4.6502,3.9849,3.8768,3.5388,3.2146
S1_L_T13235,6.4114,4.6372,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T13236,7.2013,5.5186,3.7571,3.6954,3.7068,3.5388,3.2146
S1_L_T13237,6.3313,5.0898,4.8566,4.1104,4.2918,3.2146,3.662
S1_L_T13242,6.8163,4.5592,4.1197,3.3328,3.2918,3.2146,3.2146
S1_L_T13246,8.2008,7.4873,6.9498,6.4324,6.6137,6.5567,6.0868
S1_L_T13248,8.0957,6.6561,5.8077,5.1104,5.2918,5.0678,4.568
S1_L_T13252,7.8875,7.8072,6.8805,6.0801,6.5142,5.5371,5.1844
S1_L_T13253,8.4676,6.9743,6.1592,5.4797,5.4617,5.4116,4.7485
S1_L_T13255,7.8303,6.0617,4.7571,4.1104,3.8768,3.6905,3.2146
S1_L_T13256,7.7088,6.0617,5.3421,4.2259,4.5142,3.9532,3.4696
S1_L_T13258,6.9828,5.5988,5.1197,4.1104,4.1663,4.1754,3.2475
S1_L_T13259,8.2232,7.2597,5.9498,5.2803,5.4617,5.0112,4.568
S1_L_T1326,6.6611,5.5186,4.6502,3.6954,4.1663,3.6905,3.2146
S1_L_T13264,6.7865,5.8812,4.9498,3.5255,4.0288,3.5388,3.2146
S1_L_T13265,8.5136,7.0617,5.5347,4.8474,4.9548,3.8279,4.4686
S1_L_T13270,6.3719,4.2962,3.5347,3.2146,3.2146,3.2146,3.2146
S1_L_T13271,7.1082,5.6747,4.1197,3.3328,4.1663,4.0686,3.2146
S1_L_T13273,8.5671,7.1172,5.904,5.1693,5.2918,4.7599,4.2463
S1_L_T13278,7.8875,5.8487,4.5347,4.2259,4.2918,3.2146,3.662
S1_L_T13283,7.2887,6.3201,5.4733,4.8474,4.7943,4.0686,3.9835
S1_L_T13284,6.4873,5.1967,4.7571,3.6954,3.7068,4.2748,4.2463
S1_L_T13285,9.4294,8.1172,6.9941,6.1693,6.3793,5.8906,5.4681
S1_L_T13288,7.0594,5.1967,4.5347,3.6954,3.8768,3.6905,3.2146
S1_L_T1329,7.2673,5.6747,4.9498,4.7734,4.2918,4.1754,3.2146
S1_L_T13290,8.2669,7.3666,5.7571,4.7734,4.7943,4.1754,3.8317
S1_L_T13294,6.6611,5.2473,4.1197,3.6954,4.1663,3.2146,3.2146
S1_L_T13295,6.6611,5.1442,3.7571,3.2146,3.2146,3.3691,3.2146
S1_L_T13296,7.0343,5.3893,4.1197,3.2146,3.7068,3.2146,3.2146
S1_L_T13298,7.3711,5.3893,3.9498,3.9849,3.2146,3.2146,3.2146
S1_L_T13312,6.2465,5.5592,5.5347,5.049,5.3507,3.9532,3.9835
S1_L_T13321,8.1781,6.5391,5.4733,4.5255,4.7068,4.5376,4.2463
S1_L_T13322,6.5593,4.2962,3.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T13324,6.4498,5.0332,4.1197,3.6954,3.5142,3.5388,3.2146
S1_L_T13333,7.541,5.7112,4.8566,3.5255,4.2918,3.6905,3.2146
S1_L_T13335,6.7252,6.5988,6.079,5.3328,5.9163,4.6156,4.568
S1_L_T13337,7.9289,6.4978,5.6502,4.8474,4.9548,4.4552,3.662
S1_L_T13340,6.628,5.0332,4.1197,3.6954,3.8768,3.2146,3.2146
S1_L_T13342,6.7252,6.1967,5.5936,4.9178,5.5142,4.5376,4.1209
S1_L_T13343,6.6611,5.0898,3.7571,3.2146,3.2146,3.2146,3.2146
S1_L_T13345,6.5941,5.2962,4.4092,3.9849,4.4073,3.5388,3.2146
S1_L_T13351,7.391,6.3201,6.0372,5.4324,5.7512,4.891,4.6611
S1_L_T13354,7.786,6.0898,4.7571,3.9849,4.0288,4.0686,3.4696
S1_L_T13355,6.628,5.8487,4.7571,3.6954,4.5142,3.9532,3.8317
S1_L_T13356,8.2452,7.0898,6.3421,5.6129,5.8361,5.1747,4.9089
S1_L_T1336,6.5941,4.9129,4.2717,3.3328,3.2146,3.2146,3.2146
S1_L_T13367,7.1321,5.5988,4.9498,3.5255,4.2918,3.3691,3.2146
S1_L_T1337,7.6605,6.5186,6.4092,5.1693,5.7512,5.2741,4.9089
S1_L_T13370,7.8009,5.8156,4.2717,3.3328,3.8768,3.2146,3.2146
S1_L_T13372,6.3719,5.0332,4.7571,3.9849,4.2918,3.5388,3.2146
S1_L_T13377,8.6354,6.7644,5.5936,4.7734,4.7068,4.1754,4.1209
S1_L_T13378,8.0589,7.2473,6.7571,6.3068,6.6376,5.7246,5.1203
S1_L_T13379,7.391,6.1707,5.3421,4.8474,4.8768,4.2748,3.9835
S1_L_T1338,6.6611,5.7112,4.8566,3.6954,4.6137,4.4552,3.4696
S1_L_T13383,6.4498,5.5186,4.5347,4.4324,4.4073,3.6905,3.662
S1_L_T13384,7.7402,6.1707,5.0372,4.4324,4.4073,4.4552,3.662
S1_L_T1339,6.4498,4.7816,3.9498,3.5255,3.2918,3.2146,3.2146
S1_L_T13390,6.4114,5.0332,4.1197,3.2146,4.0288,3.2146,3.2475
S1_L_T13392,6.8454,4.9743,3.2717,3.2146,3.2918,3.2146,3.2146
S1_L_T13395,7.084,6.0332,5.1977,4.2259,4.7068,4.1754,4.1209
S1_L_T13399,8.0957,7.004,6.5645,5.883,6.1331,5.1222,4.8309
S1_L_T134,6.8739,5.0332,4.2717,3.3328,4.2918,3.3691,3.2475
S1_L_T1340,7.5586,6.0332,5.4733,4.8474,4.6137,4.4552,3.9835
S1_L_T13400,6.9294,4.8487,3.9498,3.2146,3.7068,3.2146,3.2146
S1_L_T13403,6.3313,5.7469,4.1197,3.6954,3.8768,3.5388,3.2146
S1_L_T13406,6.628,5.2962,4.8566,4.5255,4.4073,3.2146,3.662
S1_L_T13411,7.0088,5.7469,5.1977,3.9849,4.2918,4.0686,3.2475
S1_L_T13414,6.7562,5.9439,5.1197,4.4324,4.5142,3.9532,3.4696
S1_L_T13418,7.9289,6.4768,5.3421,4.6129,4.7943,4.6895,4.2463
S1_L_T13420,6.2895,5.5186,4.4092,4.1104,4.2918,3.3691,3.2146
S1_L_T13421,8.5227,6.1442,5.0372,4.7734,4.5142,4.2748,3.662
S1_L_T13424,8.0835,5.8487,4.4092,4.2259,3.7068,4.0686,3.2146
S1_L_T13426,6.3313,4.3893,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T13428,8.5844,6.7816,4.8566,4.3328,4.1663,4.5376,4.2463
S1_L_T13431,7.084,5.7112,5.5936,4.8474,4.2918,4.3678,3.662
S1_L_T13433,7.0594,6.0332,4.8566,4.3328,3.8768,4.3678,3.662
S1_L_T13435,6.3313,5.1967,3.5347,3.3328,3.2918,3.5388,3.2146
S1_L_T13438,6.5593,5.5988,4.8566,4.5255,4.8768,4.6156,3.9835
S1_L_T13440,8.1197,7.1967,6.5936,5.7349,5.9548,5.689,5.2458
S1_L_T13441,6.3719,5.0898,3.9498,3.6954,3.7068,3.2146,3.4696
S1_L_T13443,6.3719,5.0332,3.7571,3.2146,3.2146,3.2146,3.2146
S1_L_T13449,8.3906,6.7987,6.0372,5.4324,5.4073,4.9524,5.0532
S1_L_T13451,7.2236,5.4337,4.4092,3.5255,3.2918,3.3691,3.4696
S1_L_T13452,8.2883,7.2222,6.2352,5.3834,5.9923,5.7246,4.8309
S1_L_T13453,6.6611,5.3435,4.5347,3.9849,4.1663,3.3691,3.2475
S1_L_T13456,6.9563,6.4768,6.2717,5.5255,6.0992,4.2748,4.3617
S1_L_T13457,7.1082,5.4337,4.4092,3.8474,3.7068,3.9532,3.2146
S1_L_T13458,6.3719,5.9743,5.1977,4.7734,4.7068,4.1754,3.8317
S1_L_T13459,6.5941,4.9743,4.4092,3.3328,3.5142,3.2146,3.2146
S1_L_T13465,8.808,7.378,6.2352,5.5255,5.6137,5.0112,4.9089
S1_L_T13467,7.8303,5.5592,5.1197,3.8474,4.4073,4.2748,3.2146
S1_L_T13469,9.0272,7.272,6.2352,5.6129,5.5142,5.3672,4.8309
S1_L_T13473,6.5237,4.7816,3.7571,3.6954,3.2918,3.3691,3.2146
S1_L_T13474,6.9563,5.4337,4.8566,3.8474,4.2918,3.8279,3.662
S1_L_T13475,7.0088,5.3435,4.1197,3.8474,3.7068,3.5388,3.2146
S1_L_T13479,8.0713,6.8651,5.8077,4.6129,4.4073,4.2748,4.2463
S1_L_T13480,10.7083,9.4527,8.4496,7.6547,7.9453,7.1741,6.6147
S1_L_T13482,6.6935,5.1967,3.7571,3.8474,3.2918,3.3691,3.2146
S1_L_T13483,7.2887,5.5988,4.2717,3.6954,3.8768,3.2146,3.2146
S1_L_T13485,8.9149,7.2597,5.6502,4.9178,5.1663,5.3672,5.1203
S1_L_T13486,8.2121,6.4768,5.2717,4.3328,4.0288,4.1754,3.8317
S1_L_T13488,7.8592,6.1172,4.8566,4.5255,4.4073,4.3678,4.1209
S1_L_T13498,7.1786,5.5988,4.6502,3.9849,4.4073,3.6905,3.2146
S1_L_T135,6.5941,5.2962,4.1197,3.2146,3.5142,3.2146,3.2146
S1_L_T13501,7.1082,5.7112,5.1977,3.9849,4.5142,4.1754,3.2475
S1_L_T13510,6.5593,5.1442,4.7571,3.8474,4.2918,3.3691,3.2146
S1_L_T13512,7.4491,5.9129,5.1197,4.4324,4.4073,3.6905,3.4696
S1_L_T13515,6.3719,4.7112,3.9498,3.2146,3.7068,3.2146,3.2146
S1_L_T13516,8.2343,6.8323,5.8566,5.1104,5.4617,4.891,4.4686
S1_L_T13519,6.4498,4.5592,3.2717,3.2146,3.2918,3.2146,3.2146
S1_L_T13527,8.1781,6.7292,5.6502,4.6954,4.7068,4.7599,4.1209
S1_L_T13529,6.8739,5.0332,3.9498,3.2146,3.7068,3.2146,3.2146
S1_L_T13537,7.3509,5.4768,4.8566,3.5255,4.1663,3.6905,3.2146
S1_L_T13538,6.8454,5.2962,4.5347,3.2146,3.5142,3.5388,3.2146
S1_L_T13548,8.0713,7.4005,6.3421,5.8474,6.0644,5.0678,4.7485
S1_L_T13551,7.2887,5.4768,4.2717,3.9849,4.6137,3.6905,3.4696
S1_L_T13552,6.8454,4.3893,3.7571,3.2146,3.5142,3.2146,3.2146
S1_L_T13553,6.4114,4.3893,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T13555,8.7857,7.0617,6.0372,5.4797,5.5648,5.7246,4.568
S1_L_T13556,7.0594,5.1442,4.2717,4.1104,3.2146,3.3691,3.2146
S1_L_T13557,8.2343,6.9129,5.904,4.9849,5.0288,4.5376,3.8317
S1_L_T13561,7.3509,5.3435,4.5347,3.3328,3.2146,3.2146,3.2146
S1_L_T13564,6.4114,4.4768,3.5347,3.2146,3.2146,3.2146,3.2146
S1_L_T13566,7.644,6.1442,4.4092,3.9849,3.8768,3.9532,3.2475
S1_L_T13568,8.7321,7.2841,6.1977,5.7734,5.5142,4.6156,4.2463
S1_L_T1357,7.7246,6.7469,5.8077,4.7734,5.2918,4.4552,4.2463
S1_L_T13570,7.0343,5.4337,3.2717,3.2146,3.7068,3.2146,3.2475
S1_L_T13572,7.1082,5.7112,4.6502,4.1104,4.4073,3.2146,3.2475
S1_L_T13575,6.4498,4.9743,3.5347,3.2146,3.2146,3.2146,3.2146
S1_L_T13576,6.5593,4.9129,3.9498,3.2146,3.2146,3.3691,3.2146
S1_L_T13578,7.43,5.7816,3.7571,3.5255,3.5142,3.3691,3.2146
S1_L_T13580,7.9152,6.6931,6.079,5.3834,5.5648,4.8269,4.4686
S1_L_T13581,6.5941,5.1967,4.5347,4.1104,3.8768,3.9532,3.2146
S1_L_T13582,6.5593,4.9129,4.4092,3.3328,4.0288,3.5388,3.2475
S1_L_T13584,7.523,6.3666,5.6502,4.9849,5.0992,4.4552,4.3617
S1_L_T13585,7.1082,4.7112,3.7571,3.2146,3.5142,3.2146,3.2146
S1_L_T13586,7.6273,5.7816,4.1197,3.6954,3.8768,3.2146,3.2146
S1_L_T13587,6.5593,6.272,6.1592,5.5255,5.9548,4.6156,5.1203
S1_L_T1359,6.9294,4.9743,3.7571,3.3328,3.2146,3.2146,3.2146
S1_L_T13590,6.3719,5.3893,4.8566,3.9849,4.2918,3.5388,3.2475
S1_L_T13591,6.4873,5.5592,4.5347,3.9849,4.1663,4.3678,3.4696
S1_L_T13593,7.1555,5.5988,4.9498,4.5255,4.7068,3.6905,3.2475
S1_L_T13595,6.3313,4.9129,3.7571,3.2146,3.2918,3.2146,3.2146
S1_L_T13597,8.3198,6.6747,5.2717,5.049,5.5142,4.6156,4.568
S1_L_T13598,7.5586,6.1707,5.4733,4.5255,5.0992,4.4552,3.9835
S1_L_T136,7.2013,5.5186,4.2717,3.5255,3.5142,3.2146,3.2146
S1_L_T13601,5.9574,6.004,4.8566,4.5255,4.2918,3.3691,3.2475
S1_L_T13604,6.9019,4.5592,3.9498,3.2146,3.2918,3.2146,3.2146
S1_L_T13613,6.9019,4.7112,3.9498,3.2146,3.2918,3.3691,3.2146
S1_L_T13615,6.8454,5.0332,3.7571,3.6954,3.7068,3.3691,3.2146
S1_L_T13617,7.1321,5.4337,3.9498,3.5255,4.0288,3.6905,3.2475
S1_L_T13618,7.7088,6.2222,4.6502,4.3328,4.5142,4.0686,3.662
S1_L_T13619,7.3711,5.2473,3.7571,3.2146,3.8768,3.2146,3.2146
S1_L_T13620,6.7562,4.5592,3.2717,3.5255,3.2146,3.2146,3.2146
S1_L_T13621,9.2774,7.7816,6.3421,5.8109,5.7512,5.689,5.1203
S1_L_T13623,6.8454,5.4337,4.4092,3.2146,3.7068,3.2146,3.2146
S1_L_T13628,7.3097,6.1707,4.7571,4.3328,4.4073,4.3678,3.9835
S1_L_T1363,6.2895,5.5988,5.1977,4.1104,4.4073,3.8279,3.4696
S1_L_T13630,7.4679,5.8812,4.2717,4.1104,4.0288,3.3691,3.2146
S1_L_T13633,7.644,5.9743,4.9498,4.4324,4.8768,4.6156,3.662
S1_L_T13636,6.5941,5.2962,4.8566,4.1104,4.0288,3.5388,3.9835
S1_L_T13639,6.1092,6.3201,6.1197,5.4797,5.7512,4.6895,4.8309
S1_L_T13640,7.8734,6.1442,5.2717,4.2259,4.5142,3.5388,3.662
S1_L_T13646,8.2232,6.9592,5.7571,4.9849,5.0288,4.891,4.9089
S1_L_T13648,6.5237,5.0332,3.9498,3.3328,3.2146,3.2146,3.2146
S1_L_T13652,7.3097,5.5988,3.5347,3.3328,3.2146,3.2146,3.2146
S1_L_T13659,9.008,8.1575,7.4416,6.883,6.9548,6.0108,6.1524
S1_L_T1366,9.071,7.2962,5.904,5.2803,5.3507,5.1747,3.8317
S1_L_T13660,6.8163,5.6747,4.4092,4.4324,4.4073,3.6905,3.8317
S1_L_T13661,7.2887,6.1172,5.0372,4.7734,4.1663,4.2748,3.2475
S1_L_T13663,6.3313,5.0332,4.5347,3.9849,3.7068,3.9532,3.4696
S1_L_T13665,8.0835,6.4117,5.4733,4.6954,4.2918,3.5388,3.9835
S1_L_T13668,7.4865,6.0898,4.7571,3.9849,4.5142,3.8279,3.2146
S1_L_T13670,7.2236,6.8812,7.0583,6.1693,6.5648,5.2253,5.2458
S1_L_T13673,6.8163,5.9439,5.6502,5.1104,5.2918,4.0686,3.4696
S1_L_T13675,7.43,6.2473,5.7046,4.9178,5.1663,3.8279,4.2463
S1_L_T1368,6.3719,5.6372,4.6502,4.1104,3.7068,3.2146,3.4696
S1_L_T13684,7.4106,6.1967,5.6502,4.9849,5.0288,4.5376,4.2463
S1_L_T13689,8.2008,6.7112,6.2352,5.3328,5.1663,4.891,4.568
S1_L_T13695,6.4498,5.1967,3.7571,3.2146,3.2146,3.2146,3.2146
S1_L_T13698,7.1555,5.8812,5.4092,4.8474,4.7943,4.1754,3.662
S1_L_T13700,6.8454,6.004,5.904,5.049,5.2304,4.2748,4.2463
S1_L_T13701,7.4491,6.2962,5.3421,4.4324,4.7943,4.0686,3.4696
S1_L_T13705,6.5941,5.0332,3.9498,3.2146,3.2146,3.2146,3.2146
S1_L_T13706,6.8454,5.0898,4.2717,3.2146,3.5142,3.3691,3.2146
S1_L_T13707,6.9828,5.4768,4.1197,3.3328,4.1663,3.3691,3.2475
S1_L_T1371,6.5593,5.8156,4.9498,4.2259,4.7943,3.9532,4.1209
S1_L_T13710,8.2776,6.8651,5.7046,5.2803,4.9548,4.0686,3.9835
S1_L_T13712,7.9424,7.0898,6.2352,5.5255,5.7068,4.6895,4.4686
S1_L_T13716,7.541,5.7816,4.1197,3.6954,3.8768,3.3691,3.2146
S1_L_T13722,8.0083,6.1967,5.1197,4.4324,4.5142,4.0686,4.2463
S1_L_T13723,9.4814,8.0259,6.7311,6.3328,6.6137,6.2496,5.7899
S1_L_T13725,6.8454,4.9129,3.2717,3.2146,3.2146,3.3691,3.2146
S1_L_T13728,7.3097,5.4337,4.4092,3.9849,3.2918,3.3691,3.2146
S1_L_T13729,7.8448,6.9439,6.4733,5.6954,5.5648,5.3672,4.7485
S1_L_T1373,7.391,5.6372,5.2717,4.3328,4.1663,3.8279,3.2475
S1_L_T13730,6.5237,4.9743,4.2717,3.3328,3.5142,3.2146,3.2146
S1_L_T13732,6.3719,4.7816,3.9498,3.2146,3.2918,3.2146,3.2146
S1_L_T13733,7.1082,5.9129,4.8566,4.6129,4.1663,3.3691,3.662
S1_L_T13734,6.4114,5.3893,3.9498,3.3328,3.5142,3.5388,3.2146
S1_L_T13735,8.0835,7.6467,7.1786,6.2259,6.3793,5.4546,4.9829
S1_L_T1374,7.1786,5.2962,4.4092,3.3328,4.0288,3.9532,3.2146
S1_L_T13740,7.3509,5.7469,5.1197,4.5255,4.2918,4.2748,3.8317
S1_L_T13742,8.6765,7.1308,5.9941,5.5255,5.661,5.1222,4.568
S1_L_T13743,6.8163,5.3893,3.7571,3.8474,3.7068,3.6905,3.2146
S1_L_T13744,6.3719,4.9743,3.2146,3.2146,3.5142,3.2146,3.2146
S1_L_T13748,7.2673,5.3893,4.6502,3.6954,3.5142,3.6905,3.2146
S1_L_T1375,6.4873,5.0898,4.8566,3.3328,3.8768,3.2146,3.2146
S1_L_T13751,6.5941,5.1967,4.6502,3.3328,3.2146,3.2146,3.2475
S1_L_T13752,7.541,6.1442,5.4733,5.1693,5.1663,5.2741,5.3612
S1_L_T13753,7.5761,5.1967,3.7571,3.2146,3.5142,3.2146,3.2146
S1_L_T13754,6.6935,5.3435,4.1197,3.6954,3.5142,3.3691,3.2475
S1_L_T13755,8.7321,7.5692,6.5936,6.1104,5.7512,5.2253,4.7485
S1_L_T13757,8.2232,6.8487,5.8077,4.9178,5.0992,4.6156,4.3617
S1_L_T13760,8.9489,7.9207,6.5043,5.5699,5.7068,5.2741,4.9829
S1_L_T13761,6.4498,4.9743,4.1197,4.4324,3.2918,3.2146,3.2146
S1_L_T13768,6.4498,5.5186,4.5347,4.1104,4.2918,4.1754,3.9835
S1_L_T13769,6.6611,5.8156,4.9498,4.2259,4.1663,3.8279,3.662
S1_L_T13770,6.2895,5.8156,4.6502,3.8474,4.7068,3.5388,3.2146
S1_L_T13772,7.4865,6.004,4.9498,4.1104,3.8768,3.9532,3.9835
S1_L_T13775,7.3509,5.6372,4.9498,3.6954,3.7068,3.6905,3.2146
S1_L_T13781,7.1555,5.5988,4.5347,3.8474,4.0288,3.9532,3.2146
S1_L_T13783,8.5136,7.2597,5.5936,5.1104,5.1663,4.9524,4.7485
S1_L_T13788,6.628,4.3893,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T1379,8.5317,6.9592,6.0372,5.049,5.661,4.6156,4.2463
S1_L_T13790,7.1082,5.8487,5.1977,3.9849,4.4073,3.6905,3.8317
S1_L_T13796,8.7321,6.9592,6.1592,5.3328,5.9548,5.0678,4.3617
S1_L_T13798,6.7865,5.8487,5.4092,4.3328,4.4073,3.8279,3.2146
S1_L_T138,7.1321,5.5592,3.9498,4.1104,4.2918,3.9532,3.662
S1_L_T13801,6.3313,4.8487,4.5347,3.5255,3.5142,3.2146,3.2475
S1_L_T13806,6.3719,5.4337,3.7571,3.6954,3.2146,3.2146,3.2146
S1_L_T13808,6.4873,4.7816,4.4092,3.5255,3.2918,3.2146,3.2146
S1_L_T13812,9.1015,8.0114,6.6222,6.0173,6.0644,6.0394,5.6149
S1_L_T13813,6.8454,5.2473,4.1197,3.8474,3.7068,3.2146,3.2146
S1_L_T13816,7.1082,5.5592,4.6502,3.6954,3.8768,3.2146,3.2475
S1_L_T13818,8.2343,6.8156,6.1197,5.6954,5.661,5.0678,5.1844
S1_L_T13820,7.084,5.7112,3.2146,3.6954,3.2146,3.5388,3.2146
S1_L_T13826,8.6765,6.9892,5.4092,4.7734,4.9548,4.4552,4.4686
S1_L_T13828,6.4873,5.5186,5.5936,5.1693,5.2918,4.0686,3.9835
S1_L_T13830,7.43,5.9129,5.2717,4.5255,5.0288,4.5376,3.2475
S1_L_T13831,6.6611,5.2962,4.1197,3.3328,4.0288,3.2146,3.2475
S1_L_T13842,6.5941,5.6747,4.5347,3.5255,3.7068,3.2146,3.2475
S1_L_T1385,6.9563,4.5592,3.5347,3.2146,3.2918,3.2146,3.2146
S1_L_T13851,6.628,4.7112,3.9498,3.2146,3.5142,3.2146,3.2146
S1_L_T13852,8.9149,7.4005,6.2352,5.3834,5.5142,4.8269,4.9089
S1_L_T13853,9.0208,6.8487,5.4092,4.3328,4.7943,4.4552,3.4696
S1_L_T13854,6.5593,5.0332,3.9498,4.1104,3.7068,3.2146,3.4696
S1_L_T13857,6.4114,5.2962,3.9498,4.1104,3.5142,3.6905,3.2146
S1_L_T13860,6.4873,4.7112,3.7571,3.2146,3.7068,3.2146,3.2475
S1_L_T13862,6.6611,4.7816,4.4092,3.2146,3.2918,3.2146,3.2146
S1_L_T13863,6.4114,4.8487,3.5347,3.9849,3.7068,3.2146,3.2146
S1_L_T13866,7.0088,5.5592,4.6502,3.9849,4.6137,4.0686,3.2146
S1_L_T13867,7.6929,6.1442,4.9498,4.4324,4.1663,4.3678,3.4696
S1_L_T13868,8.0957,5.8156,4.4092,3.6954,4.0288,3.8279,3.2146
S1_L_T13871,7.5049,6.5592,5.904,4.8474,5.2304,4.4552,3.9835
S1_L_T13872,8.4954,6.7644,5.4733,4.2259,4.4073,4.1754,3.2475
S1_L_T13873,8.42,6.8812,5.9941,5.049,5.2304,4.9524,4.2463
S1_L_T13883,6.4498,5.0332,3.7571,3.3328,3.2918,3.2146,3.2146
S1_L_T13884,8.2561,7.0898,6.5043,5.3328,5.661,4.6156,4.2463
S1_L_T13886,6.4498,5.3435,4.5347,4.3328,4.2918,3.3691,3.2475
S1_L_T13894,7.2013,5.7469,5.5936,4.6129,4.4073,4.1754,3.662
S1_L_T13896,6.8454,5.2962,3.9498,3.9849,3.7068,3.5388,3.662
S1_L_T13897,8.5406,7.0187,6.0372,5.2259,5.3507,4.9524,4.6611
S1_L_T13899,8.2008,7.0758,6.5645,5.7349,5.9548,5.5371,4.9829
S1_L_T1390,6.7562,5.0332,4.4092,3.3328,3.8768,3.3691,3.2475
S1_L_T13900,7.9289,5.9439,4.2717,3.6954,3.7068,3.3691,3.2146
