id,1hr,3hr,5hr,6hr,6hr,7hr,8hr
S1_L_T7689,6.628,5.5988,5.0372,4.2259,4.6137,3.6905,4.1209
S1_L_T7690,6.7562,4.7816,3.9498,3.6954,3.2146,3.2146,3.2146
S1_L_T7696,6.3719,4.6372,3.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T7698,6.6611,5.0898,4.1197,3.5255,3.5142,3.2146,3.2146
S1_L_T7703,7.5934,5.8487,4.4092,3.6954,3.7068,3.2146,3.4696
S1_L_T7705,7.3711,5.8812,4.1197,3.2146,3.5142,3.3691,3.2146
S1_L_T7708,6.4114,5.5592,4.2717,3.6954,4.5142,3.6905,3.2475
S1_L_T7712,7.6768,5.7469,4.6502,4.1104,4.7068,4.0686,3.2146
S1_L_T7714,8.7932,7.8812,7.1786,6.8653,6.7943,6.1743,6.0868
S1_L_T7715,7.2673,6.5186,6.5043,5.6954,5.9163,4.891,4.6611
S1_L_T7719,7.9014,7.1442,6.9498,6.0173,6.3216,5.2741,5.1844
S1_L_T772,6.9019,4.6372,3.5347,3.2146,3.2918,3.2146,3.2146
S1_L_T7723,6.5237,5.0898,3.5347,3.3328,3.2146,3.2146,3.2146
S1_L_T7725,6.3719,4.3893,3.5347,3.2146,3.2146,3.2146,3.2146
S1_L_T7729,8.8589,7.1575,6.1592,5.6954,5.9548,5.2253,4.9089
S1_L_T7730,8.1434,6.5791,5.1197,3.9849,4.1663,3.5388,3.8317
S1_L_T7732,7.9953,6.3435,5.5936,4.6129,5.0288,4.3678,4.3617
S1_L_T7733,7.5761,6.3893,5.5936,4.6954,4.8768,4.3678,4.2463
S1_L_T7737,6.7562,4.7816,3.9498,3.6954,3.2146,3.2146,3.2146
S1_L_T7738,7.2673,5.9129,4.9498,3.9849,4.5142,3.3691,3.662
S1_L_T7741,7.9014,6.4554,5.1197,4.5255,4.9548,4.891,3.9835
S1_L_T7747,6.4114,4.0898,3.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T7748,7.3305,5.7469,4.2717,4.1104,3.7068,3.3691,3.2475
S1_L_T7754,9.6014,8.2159,7.0583,6.2259,6.6841,5.7246,5.3047
S1_L_T7756,6.9563,5.8487,5.0372,3.9849,4.1663,3.5388,3.2475
S1_L_T776,6.5237,5.6747,4.5347,3.9849,4.4073,3.5388,3.662
S1_L_T7760,6.8163,4.7816,4.2717,3.2146,3.2918,3.2146,3.2146
S1_L_T7762,6.5941,5.0898,3.7571,3.2146,3.2146,3.2146,3.2146
S1_L_T7763,6.8739,5.0332,3.7571,3.8474,3.5142,3.2146,3.2146
S1_L_T7764,7.1786,5.7469,4.2717,3.5255,4.1663,3.2146,3.2146
S1_L_T7765,7.8734,6.9439,6.5043,5.7734,5.9163,5.2741,4.4686
S1_L_T7766,7.7246,7.5592,7.2352,6.7543,6.9736,5.7933,5.7899
S1_L_T7769,6.9828,5.3435,3.7571,3.2146,3.2918,3.2146,3.2146
S1_L_T7770,6.4498,5.3893,4.2717,3.3328,3.8768,3.2146,3.2146
S1_L_T7771,7.4491,6.1172,5.5936,4.7734,4.9548,3.8279,3.8317
S1_L_T7773,6.4498,4.4768,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T7780,6.2465,5.5592,5.2717,4.5255,4.6137,3.6905,3.4696
S1_L_T7781,7.9014,6.3893,5.1197,4.3328,4.5142,4.2748,3.4696
S1_L_T7784,7.8734,6.5988,5.8077,5.2259,5.1663,4.6895,3.9835
S1_L_T7785,7.391,5.6747,4.1197,4.1104,4.0288,3.3691,3.2146
S1_L_T7788,7.9152,5.8487,4.8566,4.5255,4.2918,3.8279,3.2475
S1_L_T779,7.7556,7.4446,6.7571,6.2259,6.1987,5.4546,4.7485
S1_L_T7790,6.6611,4.9743,4.4092,3.2146,3.2146,3.8279,3.2146
S1_L_T7791,7.1321,5.5186,4.2717,3.3328,3.2918,3.2146,3.2146
S1_L_T7792,6.1092,5.5186,4.7571,4.4324,3.8768,3.2146,3.9835
S1_L_T7796,6.5593,6.1172,5.3421,4.6129,4.9548,4.0686,3.9835
S1_L_T7797,8.7321,7.8239,7.5043,6.9005,7.246,6.1483,6.0181
S1_L_T7799,6.3719,4.4768,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T78,10.0014,8.4172,7.6777,7.1104,7.1663,6.1998,6.2752
S1_L_T7802,6.9294,5.4768,3.9498,3.2146,3.2146,3.2146,3.2146
S1_L_T7806,6.9828,5.3893,3.9498,3.3328,3.8768,3.5388,3.2146
S1_L_T781,7.7088,6.5592,5.7046,5.4324,5.5142,5.0112,4.1209
S1_L_T7810,8.0713,6.272,5.4092,4.5255,4.8768,4.6156,3.8317
S1_L_T7812,7.5049,5.7469,4.6502,3.3328,4.0288,3.2146,3.2146
S1_L_T7813,6.3313,5.4768,4.9498,4.1104,4.0288,3.6905,3.4696
S1_L_T7815,6.4114,4.7112,3.7571,3.5255,3.2146,3.2146,3.2146
S1_L_T7819,7.7556,6.2473,3.7571,3.5255,3.2146,3.9532,3.2475
S1_L_T782,6.5941,6.2962,5.9498,4.6954,5.2304,4.8269,3.9835
S1_L_T7825,7.7709,6.0617,5.4733,4.8474,4.8768,4.6156,4.9089
S1_L_T7827,6.6935,5.4768,4.2717,3.2146,3.8768,3.2146,3.2146
S1_L_T7834,7.6605,6.272,5.8077,4.9178,4.6137,4.4552,4.2463
S1_L_T7835,6.5941,6.272,6.1592,5.6129,5.9163,4.7599,4.9089
S1_L_T7837,7.0343,5.7816,4.1197,4.1104,3.8768,3.5388,3.2146
S1_L_T784,7.2236,5.9743,5.5347,4.9178,4.7068,3.8279,3.662
S1_L_T7840,8.0338,5.9743,4.9498,4.1104,4.1663,3.8279,3.2146
S1_L_T7844,7.3711,6.4768,5.904,5.3328,5.4073,4.6895,4.4686
S1_L_T7847,6.3313,4.5592,3.5347,3.2146,3.2146,3.2146,3.2146
S1_L_T7848,8.1197,6.5186,5.3421,4.9178,4.2918,4.0686,3.8317
S1_L_T7849,8.8802,7.3318,6.1592,5.1104,5.5648,5.1222,4.2463
S1_L_T7850,7.1321,5.2962,4.4092,3.5255,3.2918,3.3691,3.2146
S1_L_T7854,6.1092,5.7816,6.079,4.9849,5.4617,4.1754,3.4696
S1_L_T7855,7.1082,5.0898,4.6502,3.8474,3.7068,3.6905,3.2146
S1_L_T7858,6.4498,4.7816,4.2717,3.2146,3.5142,3.2146,3.2146
S1_L_T7859,6.7562,4.9743,3.9498,3.6954,3.2918,4.0686,3.2146
S1_L_T7861,7.391,5.8487,4.5347,3.9849,4.0288,3.5388,3.2146
S1_L_T7862,7.4865,5.8812,5.1977,4.5255,4.7943,3.9532,3.8317
S1_L_T7863,9.7474,8.4117,7.3591,6.7153,6.9357,6.433,5.7899
S1_L_T7864,6.7252,5.2962,4.2717,3.6954,3.8768,3.6905,3.2146
S1_L_T7865,7.7556,6.0898,5.1197,4.2259,4.2918,4.6156,3.4696
S1_L_T787,6.4498,4.7112,4.4092,3.2146,3.2146,3.2146,3.2146
S1_L_T7870,7.0088,5.3435,4.4092,3.5255,3.8768,3.2146,3.2146
S1_L_T7873,7.0594,5.0898,3.7571,3.5255,3.5142,3.2146,3.2146
S1_L_T7874,7.1321,5.5186,4.1197,4.1104,3.8768,3.8279,3.2146
S1_L_T7876,6.4498,4.9129,3.9498,3.3328,3.2146,3.2146,3.2146
S1_L_T7878,5.4513,5.5186,4.5347,3.9849,4.0288,3.6905,3.2146
S1_L_T788,6.6935,4.9743,3.7571,3.3328,3.2146,3.2146,3.2146
S1_L_T7884,6.5941,6.3201,6.1592,5.1693,5.4073,4.0686,3.662
S1_L_T7890,6.3719,4.1967,3.7571,3.2146,3.8768,3.2146,3.2146
S1_L_T7892,9.0833,7.3551,5.5347,4.5255,4.8768,4.3678,4.1209
S1_L_T7895,7.2236,5.9743,3.9498,3.5255,3.5142,3.5388,3.2146
S1_L_T7897,7.0088,5.7112,5.1197,3.9849,4.4073,3.9532,3.2146
S1_L_T7899,7.644,6.272,5.1197,4.7734,4.7068,3.9532,3.9835
S1_L_T7901,9.759,8.4117,7.6502,7.1254,7.0288,6.7067,6.4419
S1_L_T7907,7.2457,5.8156,5.1197,4.2259,4.1663,3.3691,3.2146
S1_L_T791,9.2881,7.6372,6.4733,5.9849,5.7512,5.3672,4.8309
S1_L_T7916,6.9019,4.6372,3.5347,3.3328,3.5142,3.3691,3.2146
S1_L_T7920,6.8454,5.2962,3.5347,3.8474,3.8768,3.6905,3.2146
S1_L_T7927,7.6929,6.6181,5.9498,5.2259,5.5648,5.0678,4.2463
S1_L_T7929,8.1434,6.5791,5.8566,5.2259,5.2304,4.5376,4.568
S1_L_T793,8.4487,6.4554,5.1977,4.6129,4.4073,4.0686,3.8317
S1_L_T7931,6.3313,4.6372,4.1197,3.2146,3.2146,3.2146,3.2146
S1_L_T7933,7.1786,5.9743,3.9498,3.5255,3.2918,3.5388,3.2475
S1_L_T7937,7.0343,6.0617,5.5347,4.6954,4.9548,4.2748,3.4696
S1_L_T7938,9.0399,7.4978,6.3073,5.883,5.5648,5.1747,4.6611
S1_L_T7939,6.7562,5.0898,3.9498,3.2146,3.5142,3.5388,3.662
S1_L_T794,6.6611,5.0332,3.7571,3.2146,4.1663,3.3691,3.2146
S1_L_T7947,7.0343,6.0332,5.0372,4.1104,4.7068,3.6905,3.4696
S1_L_T795,8.7164,7.3551,6.5043,5.4324,5.7068,5.1222,4.568
S1_L_T7952,8.3906,7.2473,6.0372,5.9849,5.0992,5.0112,4.568
S1_L_T7953,7.8448,6.4337,5.3421,4.5255,4.1663,4.6895,4.3617
S1_L_T7955,6.6935,6.2962,5.9498,5.3328,5.4073,4.5376,3.8317
S1_L_T7956,7.0594,5.9129,5.5347,4.8474,4.1663,3.8279,3.662
S1_L_T7959,6.8163,4.9129,3.9498,3.9849,4.0288,3.2146,3.2475
S1_L_T7961,7.5934,6.4978,5.6502,5.6547,5.5648,4.891,4.7485
S1_L_T7963,7.0343,5.1442,3.7571,3.5255,3.2918,3.2146,3.2146
S1_L_T7966,8.6926,6.9285,5.8077,4.7734,5.3507,5.1747,4.6611
S1_L_T7971,7.7556,6.0898,4.6502,3.9849,4.5142,4.0686,3.2475
S1_L_T7977,8.7006,7.6747,6.5645,6.049,5.8768,5.3214,5.3612
S1_L_T7982,6.7252,5.4337,5.1197,3.9849,4.2918,3.2146,3.2475
S1_L_T7983,7.9823,6.3201,4.9498,4.9178,4.7068,4.4552,3.4696
S1_L_T7989,6.7252,5.3893,4.2717,3.2146,4.1663,3.2146,3.2146
S1_L_T799,6.7865,5.4337,3.9498,3.2146,3.8768,3.2146,3.2146
S1_L_T7996,6.4498,5.2962,3.5347,3.2146,3.2146,3.3691,3.2146
S1_L_T7997,7.2887,6.1442,5.2717,4.7734,5.2304,3.9532,3.9835
S1_L_T8000,6.4873,4.9129,3.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T8002,6.4498,5.2473,4.5347,4.1104,4.0288,3.2146,3.2475
S1_L_T8007,6.8739,4.9129,4.4092,3.8474,4.2918,3.3691,3.2146
S1_L_T8008,7.7402,7.6654,7.6502,7.1104,7.3507,6.6888,6.0181
S1_L_T8012,7.5049,5.8812,4.9498,4.2259,4.2918,4.0686,3.4696
S1_L_T8014,7.1786,5.1442,3.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T8016,6.3719,5.9743,5.7571,4.8474,5.0288,4.0686,4.1209
S1_L_T8019,6.3719,4.1967,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T8021,6.4498,4.7112,3.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T8022,8.5671,7.2597,6.6222,6.1402,6.1663,5.689,5.1203
S1_L_T8028,7.0088,5.9129,4.4092,3.2146,3.2146,3.5388,3.2146
S1_L_T8029,6.5941,5.5186,4.4092,3.9849,4.4073,4.5376,3.2475
S1_L_T803,7.0343,5.5592,4.4092,3.3328,4.4073,3.3691,3.4696
S1_L_T8033,7.7556,6.5391,5.9498,4.7734,4.7068,4.8269,4.2463
S1_L_T8036,6.2465,5.9129,5.7571,4.7734,4.8768,4.0686,4.4686
S1_L_T8037,6.2022,5.5988,4.7571,4.3328,4.0288,3.6905,3.4696
S1_L_T8044,6.6611,5.6747,5.1197,4.6129,4.7068,4.3678,3.8317
S1_L_T8045,7.6273,6.6561,5.8077,5.1693,5.0992,4.4552,4.4686
S1_L_T8046,7.3509,5.5186,4.1197,4.1104,3.8768,3.2146,3.2146
S1_L_T8047,7.2013,6.0617,4.4092,4.2259,4.5142,3.8279,3.662
S1_L_T8050,7.2887,5.8812,4.9498,4.1104,4.2918,3.8279,3.2475
S1_L_T8051,7.5049,6.5391,6.1592,5.5699,5.7943,5.0112,4.7485
S1_L_T8055,6.8163,4.9743,3.5347,3.2146,3.2146,3.2146,3.2146
S1_L_T8057,6.8454,5.4768,4.5347,4.2259,4.2918,4.0686,3.2475
S1_L_T806,7.7088,6.5391,5.4733,4.5255,4.8768,4.891,4.1209
S1_L_T8063,7.541,5.0898,3.9498,3.2146,3.5142,3.2146,3.2146
S1_L_T8064,6.8454,6.4117,6.079,5.049,5.2304,5.0112,4.568
S1_L_T8071,7.2457,5.6747,5.1977,4.1104,4.0288,3.6905,3.2475
S1_L_T8073,7.4491,5.8487,5.1977,3.9849,4.7068,3.9532,3.8317
S1_L_T8075,7.6929,7.2222,6.5043,5.7734,6.1331,5.2741,4.8309
S1_L_T8076,7.7556,6.1442,4.7571,4.4324,4.2918,3.9532,3.662
S1_L_T8079,6.3313,5.2473,4.8566,3.8474,3.7068,3.5388,3.2146
S1_L_T8081,9.245,7.7202,6.4733,5.4797,6.0288,5.4546,5.2458
S1_L_T8083,6.9294,5.5186,3.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T8085,7.0594,5.0898,4.7571,4.1104,4.0288,3.5388,3.2146
S1_L_T8086,6.5237,5.0898,4.2717,3.3328,3.5142,3.2146,3.2146
S1_L_T8088,6.628,5.8487,4.7571,4.5255,4.2918,4.2748,3.662
S1_L_T809,7.1321,5.3435,4.1197,3.5255,3.2918,3.5388,3.8317
S1_L_T8090,6.3719,4.9743,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T8091,6.8739,4.8487,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T81,6.7252,5.8812,5.3421,4.5255,4.9548,4.4552,3.8317
S1_L_T810,7.4106,5.8812,5.1197,4.6129,4.0288,3.8279,3.2475
S1_L_T8102,6.9828,5.3435,3.9498,3.5255,3.2918,3.3691,3.2475
S1_L_T8105,7.2236,5.3435,3.9498,3.8474,3.2918,4.0686,3.4696
S1_L_T8107,6.5237,4.8487,3.9498,3.3328,3.2146,3.2146,3.2146
S1_L_T8108,6.0098,6.004,5.5347,5.1104,5.1663,3.6905,4.568
S1_L_T8109,7.1082,6.1967,5.1197,4.2259,4.7068,3.6905,3.8317
S1_L_T8110,6.9828,5.2962,4.4092,3.8474,4.1663,3.8279,3.2146
S1_L_T8111,6.628,5.7469,4.7571,4.3328,4.6137,3.5388,3.662
S1_L_T8112,6.8454,4.8487,4.4092,3.2146,3.8768,3.2146,3.4696
S1_L_T8119,7.3305,6.0898,4.2717,3.8474,4.0288,3.9532,3.4696
S1_L_T8121,7.2673,5.6372,4.5347,3.9849,4.0288,3.2146,3.2475
S1_L_T8122,6.5941,4.3893,3.2146,3.3328,3.2146,3.2146,3.2146
S1_L_T8124,6.4114,4.9129,3.7571,3.2146,3.2918,3.2146,3.2146
S1_L_T8126,7.5761,5.9743,5.1197,4.3328,4.6137,3.8279,3.2146
S1_L_T8128,6.4498,5.5592,3.7571,3.2146,3.2918,3.2146,3.2146
S1_L_T8130,8.2561,6.3435,5.6502,4.9849,4.8768,4.6156,4.3617
S1_L_T8132,7.6273,5.9129,5.4733,4.6129,4.6137,4.4552,3.662
S1_L_T8136,7.9558,6.2222,4.6502,4.2259,4.6137,3.9532,3.662
S1_L_T8137,7.2457,5.0332,3.9498,3.5255,3.8768,3.2146,3.2146
S1_L_T814,7.2457,5.6747,4.6502,3.9849,4.5142,3.9532,3.4696
S1_L_T8140,7.084,5.6747,4.4092,3.8474,4.1663,3.5388,3.2146
S1_L_T8142,9.472,8.9892,8.7179,8.0093,8.1247,7.3554,6.9458
S1_L_T8143,7.1082,5.3893,3.7571,3.5255,3.5142,3.3691,3.2146
S1_L_T8148,6.628,5.2962,4.5347,3.2146,3.5142,3.5388,3.2475
S1_L_T8149,6.4873,4.1967,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T8150,6.8739,5.9439,5.3421,4.2259,4.7068,3.8279,3.8317
S1_L_T8153,6.3313,4.7112,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T8155,7.644,5.8156,4.8566,3.2146,4.1663,3.2146,3.2146
S1_L_T8156,6.6611,5.1967,3.5347,3.2146,3.8768,3.2146,3.2146
S1_L_T8157,7.7709,7.0332,6.6502,5.9178,6.2304,4.8269,5.0532
S1_L_T8159,6.9019,5.6747,4.1197,4.2259,3.2146,3.3691,3.2146
S1_L_T816,6.8739,5.7112,5.1197,4.6129,4.4073,3.9532,3.9835
S1_L_T8160,7.2887,5.2473,3.7571,3.2146,3.7068,3.6905,3.4696
S1_L_T8161,8.4862,7.8156,7.1396,6.3584,6.8154,6.0108,5.7481
S1_L_T8162,7.6105,6.3435,5.5347,4.6129,5.0288,4.2748,3.9835
S1_L_T8163,6.8739,5.2962,4.1197,3.6954,3.5142,3.5388,3.2146
S1_L_T8164,7.1082,5.9743,4.7571,4.4324,4.4073,4.6156,3.2475
S1_L_T8165,6.4114,4.3893,3.7571,3.2146,3.2918,3.2146,3.2146
S1_L_T8168,7.391,5.6747,4.1197,3.3328,3.5142,3.6905,3.2146
S1_L_T817,7.0343,5.8156,5.0372,4.2259,4.5142,4.0686,3.662
S1_L_T8171,7.7088,6.0332,5.0372,4.1104,4.0288,4.1754,3.2146
S1_L_T8172,6.5237,5.2962,4.4092,3.3328,3.8768,3.2146,3.2475
S1_L_T8176,7.4679,5.8487,4.8566,4.5255,4.2918,4.3678,3.9835
S1_L_T8179,6.7562,5.8812,5.5936,4.6954,5.0288,3.6905,3.4696
S1_L_T8180,6.4873,5.6372,4.4092,4.6129,4.0288,3.8279,3.2146
S1_L_T8184,6.628,4.6372,3.7571,3.2146,4.0288,3.2146,3.2146
S1_L_T8185,6.6611,5.2962,3.9498,3.2146,3.7068,3.2146,3.2146
S1_L_T8187,7.1321,6.1442,4.7571,4.4324,3.2918,3.9532,3.4696
S1_L_T8188,6.7562,5.3893,3.7571,4.1104,3.8768,3.5388,3.2475
S1_L_T8192,6.7252,5.2473,3.5347,3.6954,3.2146,3.2146,3.2146
S1_L_T8193,7.2457,5.3435,4.2717,3.3328,3.5142,3.5388,3.2146
S1_L_T8198,6.628,5.5988,4.4092,3.2146,3.2146,3.8279,3.2475
S1_L_T82,9.2828,7.9667,7.3591,6.634,6.8967,6.4543,6.2455
S1_L_T8207,7.7556,6.5791,5.3421,4.5255,4.5142,4.0686,3.9835
S1_L_T8209,6.4114,4.2962,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T821,6.6611,5.3893,4.8566,4.1104,4.4073,3.2146,3.2146
S1_L_T8210,7.0088,6.1442,5.3421,4.6129,4.8768,3.6905,3.2146
S1_L_T8215,7.0343,6.0898,5.0372,4.4324,4.2918,4.1754,3.8317
S1_L_T8220,6.3313,5.0332,4.5347,3.3328,3.2146,3.2146,3.2146
S1_L_T8227,6.4873,4.7112,3.9498,3.2146,3.2146,3.2146,3.2146
S1_L_T8233,6.8163,5.8812,5.5936,4.6129,4.7943,4.2748,3.8317
S1_L_T8235,7.2673,5.3893,3.9498,3.2146,3.2918,3.2146,3.2146
S1_L_T8236,6.3313,4.9743,5.0372,3.5255,3.5142,3.3691,3.2146
S1_L_T8238,6.7865,5.3435,5.1977,4.4324,4.1663,4.3678,3.2475
S1_L_T8241,7.5586,5.9743,4.6502,3.9849,4.7068,3.8279,3.8317
S1_L_T8243,6.5237,5.5592,5.0372,4.4324,4.4073,4.0686,3.2146
S1_L_T8246,8.1551,7.272,6.5347,6.0173,6.3507,5.7246,5.2458
S1_L_T8247,7.5761,6.4117,5.5347,4.9178,4.6137,4.5376,4.2463
S1_L_T8251,8.3505,6.3666,5.5347,4.9178,5.0992,3.8279,3.8317
S1_L_T8254,7.7246,6.2473,5.9498,5.049,5.2304,4.1754,3.8317
S1_L_T8257,6.3313,4.7112,3.5347,3.2146,3.2146,3.2146,3.2146
S1_L_T826,7.5586,6.1707,5.1977,4.1104,4.5142,3.8279,4.1209
S1_L_T8266,8.7553,7.3201,5.904,5.3328,5.2918,4.891,4.1209
S1_L_T8268,7.5761,6.4554,4.7571,4.2259,4.2918,3.3691,3.2475
S1_L_T8270,7.5934,6.2962,5.2717,4.3328,3.8768,3.8279,3.8317
S1_L_T8278,7.8448,6.0332,5.0372,4.4324,4.5142,3.9532,3.2475
S1_L_T8281,7.786,7.2348,6.8324,6.1402,6.4073,5.9216,5.3612
S1_L_T8282,6.5941,5.5592,5.2717,4.4324,4.6137,3.9532,4.1209
S1_L_T8288,7.8734,6.3893,5.1197,4.6129,4.6137,4.1754,3.9835
S1_L_T8292,6.628,5.5186,4.6502,3.8474,4.2918,3.3691,3.4696
S1_L_T8299,7.7402,5.9439,4.9498,4.6129,4.7068,3.9532,4.1209
S1_L_T8301,6.7252,5.8156,5.7571,4.4324,4.4073,3.9532,3.2146
S1_L_T8302,8.3505,6.7987,5.9941,5.2259,5.2304,5.1222,4.4686
S1_L_T8308,6.9019,5.5186,4.2717,3.2146,3.5142,3.2146,3.2146
S1_L_T8309,7.1082,6.0898,5.7046,4.6954,4.4073,3.6905,3.2146
S1_L_T831,6.5593,5.6372,5.1977,4.5255,4.6137,4.0686,3.2475
S1_L_T8310,6.7865,5.1442,4.1197,4.4324,4.1663,4.0686,3.2475
S1_L_T8313,8.0835,6.5988,5.1197,4.6129,4.8768,4.891,4.4686
S1_L_T8314,6.3313,4.7816,4.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T8315,7.2013,5.0332,3.9498,3.5255,3.5142,3.2146,3.2146
S1_L_T8317,9.1836,7.3201,6.1977,5.5699,5.3507,5.0678,4.6611
S1_L_T8318,7.0343,5.2962,3.5347,3.5255,3.2918,3.2146,3.2146
S1_L_T8323,9.0335,7.4768,5.8566,5.049,5.5648,4.9524,4.568
S1_L_T8327,6.5941,4.4768,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T8329,7.1082,5.1442,4.4092,3.5255,3.2146,3.2146,3.2146
S1_L_T8333,6.7562,4.9129,4.2717,3.5255,3.2146,3.2146,3.2146
S1_L_T8336,6.6611,5.2473,3.9498,3.9849,3.2146,3.5388,3.2475
S1_L_T8337,7.0594,5.5592,3.9498,3.8474,3.7068,3.2146,3.2146
S1_L_T8339,8.1666,6.3666,5.4092,4.2259,4.7068,4.5376,3.8317
S1_L_T834,7.523,6.4768,5.3421,5.049,5.2918,4.4552,4.4686
S1_L_T8343,6.7865,4.7816,3.2146,3.2146,3.2146,3.2146,3.2146
S1_L_T8344,7.4491,5.6372,4.5347,4.2259,4.5142,3.8279,3.2146
S1_L_T8346,8.9149,7.1308,6.3073,5.2259,5.4617,5.1747,5.1203
S1_L_T8347,6.8163,5.5988,3.7571,3.2146,3.7068,3.5388,3.2146
S1_L_T8348,8.4954,7.6839,7.0583,6.3068,6.7068,5.9817,5.2458
S1_L_T8350,6.2895,5.6747,4.9498,3.8474,4.2918,3.5388,3.2146
S1_L_T8351,6.3719,5.2962,3.7571,3.2146,3.2918,3.2146,3.2475
S1_L_T8356,6.3719,4.7112,4.6502,4.1104,4.4073,3.2146,3.4696
S1_L_T8357,8.6602,6.5791,5.1977,4.6954,5.2918,4.6895,4.2463
S1_L_T8359,7.9558,6.0332,4.8566,4.5255,4.0288,4.1754,3.8317
S1_L_T836,6.7865,5.2473,4.8566,3.9849,3.8768,3.6905,4.1209
S1_L_T8361,6.628,4.9743,4.4092,3.2146,3.2146,3.2146,3.2146
S1_L_T8362,6.8454,5.5592,4.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T8363,7.3097,5.7112,4.2717,3.8474,4.5142,3.2146,3.2475
S1_L_T8364,10.2906,8.6608,7.0372,6.5255,6.4348,6.1218,5.4156
S1_L_T8369,7.084,6.8156,6.6502,5.8474,6.2614,5.0112,4.4686
S1_L_T8372,6.6611,4.9129,3.9498,3.5255,3.5142,3.2146,3.4696
S1_L_T8376,7.523,5.6747,4.4092,3.5255,3.7068,3.2146,3.2146
S1_L_T8377,6.4114,5.1967,3.9498,3.2146,3.2146,3.2146,3.2146
S1_L_T8380,7.786,7.1967,6.927,5.8474,6.5397,5.4964,4.9829
S1_L_T8385,6.9563,4.2962,3.7571,3.2146,3.2146,3.3691,3.2146
S1_L_T8388,7.8592,6.2222,5.4733,4.7734,5.3507,4.6895,4.6611
S1_L_T8389,6.3313,4.6372,3.2717,3.2146,3.2146,3.2146,3.2146
S1_L_T839,7.5586,6.3201,5.904,5.3328,4.7068,4.7599,3.8317
S1_L_T8392,6.8739,5.9129,5.7571,5.049,4.9548,4.4552,3.9835
S1_L_T8393,8.3301,6.4117,5.2717,4.5255,5.1663,4.1754,3.9835
S1_L_T8395,7.1321,6.0617,5.1197,4.5255,4.7068,4.0686,3.8317
S1_L_T8403,7.2673,5.4768,4.5347,3.8474,3.8768,3.6905,3.2146
S1_L_T8406,6.6611,5.0898,4.2717,3.9849,4.0288,3.5388,3.2146
S1_L_T8407,7.3305,5.5592,4.5347,3.9849,3.7068,3.5388,3.4696
S1_L_T8415,7.644,6.5186,5.904,5.1104,5.2918,4.3678,4.568
S1_L_T8428,7.2457,5.1442,3.9498,3.6954,3.5142,3.2146,3.2146
S1_L_T8430,6.5941,5.7816,4.9498,3.6954,4.2918,3.3691,3.2475
S1_L_T8434,8.7321,6.8971,5.4092,4.7734,4.9548,4.2748,4.2463
S1_L_T8435,7.084,5.1967,4.6502,4.1104,4.1663,3.5388,3.2146
S1_L_T8440,6.9563,6.6931,6.8566,6.2259,6.6137,4.7599,5.3047
S1_L_T8442,7.0594,5.4768,4.4092,3.6954,4.0288,3.2146,3.2475
S1_L_T8446,6.9019,5.3893,4.4092,3.6954,3.2146,3.2146,3.2146
S1_L_T8449,7.1321,5.9129,5.8566,5.4324,5.3507,4.5376,4.7485
S1_L_T845,7.5934,6.272,5.1977,4.6954,4.9548,4.4552,3.9835
S1_L_T8452,6.7865,6.4337,5.6502,5.3328,5.4073,4.5376,3.662
S1_L_T8456,7.2013,5.7469,5.5936,4.6129,4.4073,4.1754,3.662
S1_L_T8457,7.786,5.9439,4.7571,3.5255,4.1663,3.9532,3.2146
S1_L_T8461,6.8454,5.5592,3.9498,3.2146,3.7068,3.2146,3.2146
S1_L_T8463,8.4954,6.1172,5.3421,4.8474,4.7068,4.4552,4.4686
S1_L_T8468,6.9828,5.9129,4.8566,4.6129,4.1663,4.0686,3.662
S1_L_T8469,7.3509,5.8156,4.7571,4.6129,5.0288,4.1754,3.9835
S1_L_T847,6.6611,5.0332,4.2717,3.2146,3.7068,3.3691,3.2146
S1_L_T8472,6.628,5.3893,4.2717,3.3328,3.7068,3.2146,3.4696
S1_L_T848,6.2465,5.7469,4.7571,4.1104,4.2918,3.9532,3.2475
S1_L_T8485,6.9828,4.8487,3.7571,3.2146,3.2918,3.2146,3.2146
S1_L_T8489,6.4498,5.0898,3.7571,3.2146,3.2146,3.2146,3.2146
S1_L_T849,6.4114,4.8487,4.1197,3.3328,3.2146,3.2146,3.2146
S1_L_T8491,7.8592,6.5391,5.5936,5.2803,5.4073,4.8269,3.8317
S1_L_T8492,7.2457,5.2473,3.7571,3.5255,4.0288,3.6905,3.2146
