id	 1hr	 2hr	 3hr	 4hr	 6hr	 7hr	 8hr	 9hr	10hr
S1_L_T28268	6.142	5.5564	4.9494	4.4694	3.5443	3.4483	3.2224	3.2224	3.2224
S1_L_T28270	7.1234	6.5723	6.4937	6.5718	6.0804	5.9505	4.3147	3.2224	3.2224
S1_L_T28273	6.4496	6.3389	6.6864	6.2149	5.746	5.1485	4.3147	3.2224	3.2224
S1_L_T28277	6.4217	6.0124	6.8563	6.7395	5.9773	4.9924	4.4953	3.2224	3.2224
S1_L_T2828	6.4217	5.8303	5.888	5.382	5.1293	4.8173	3.5778	3.2224	3.2224
S1_L_T28280	7.4896	6.9621	6.5932	6.2889	5.6818	5.4177	4.4078	3.2224	3.2224
S1_L_T28281	6.3343	5.9627	6.0649	5.9366	4.6818	4.2555	3.2224	3.2224	3.2224
S1_L_T28283	6.3931	5.9627	5.7567	5.7743	4.8074	4.4481	3.2224	3.2224	3.2224
S1_L_T28284	5.8378	4.9384	6.0923	5.7743	5.4703	4.77	3.7298	3.2224	3.2224
S1_L_T28285	6.142	5.4157	4.8239	4.2889	3.2224	3.5638	3.2224	3.2224	3.2224
S1_L_T28286	6.1759	5.5896	5.0649	5.1369	5.1293	4.7211	3.9928	3.2224	3.2224
S1_L_T28291	6.1073	5.8303	5.722	5.6299	4.6818	4.3226	3.8673	3.2224	3.2224
S1_L_T28292	8.377	7.7214	7.6124	6.8414	5.6147	5.3225	4.8002	3.2664	3.402
S1_L_T28294	5.8795	4.9384	5.4088	5.1369	4.6818	4.618	3.5778	3.2224	3.2224
S1_L_T28295	6.504	5.6536	5.2224	4.7743	4.3923	4.1851	3.4078	3.2224	3.2224
S1_L_T283	5.3953	4.886	5.6124	5.382	4.6818	3.8633	3.2224	3.2224	3.2224
S1_L_T28302	10.2411	9.7155	10.0838	9.8062	9.7499	9.5892	8.9196	6.0725	6.9616
S1_L_T28305	7.1746	6.5388	6.1193	5.2889	4.6818	4.8173	3.9928	3.2224	3.2224
S1_L_T28309	5.9595	5.2598	4.7567	4.382	4.0298	3.7702	3.2224	3.2224	3.2224
S1_L_T28313	5.8795	4.7752	4.888	4.0824	3.5443	4.1112	3.2224	3.2224	3.2224
S1_L_T28315	6.8779	6.2994	5.9494	5.5113	5.2224	5.0726	3.4078	3.2224	3.2224
S1_L_T28318	6.142	5.4157	5.3186	4.9669	4.2224	3.9507	3.2224	3.2224	3.2224
S1_L_T28319	8.3175	7.6912	7.7307	7.5914	6.8663	6.721	5.8002	3.55	4.2081
S1_L_T28320	6.0718	5.3783	4.6864	4.1893	3.2224	3.4483	3.2224	3.2224	3.2224
S1_L_T28322	5.7048	4.6551	5.4937	5.2889	4.9229	4.9075	3.7298	3.2224	3.2224
S1_L_T28325	6.5304	5.8578	6.0923	5.4264	5.1293	4.618	4.2152	3.2224	3.2224
S1_L_T28327	7.1234	6.4148	6.1973	5.9366	5.0298	4.6705	3.7298	3.2224	3.2224
S1_L_T28329	7.8032	6.9621	6.9494	6.8249	6.2668	5.618	4.7298	3.2224	3.5716
S1_L_T28330	5.7048	5.3004	4.8239	4.7743	4.3923	3.4483	3.2224	3.2224	3.2224
S1_L_T28331	6.8779	6.2994	6.3868	5.9669	5.3923	4.9924	4.3147	3.2224	3.2224
S1_L_T28334	6.304	5.1307	4.888	4.4694	3.5443	3.2224	3.2224	3.2224	3.2224
S1_L_T28338	6.304	5.5896	5.5739	5.1369	4.3923	4.1851	3.7298	3.2224	3.2224
S1_L_T2834	6.8148	6.1296	6.7043	6.4694	6.1766	5.721	4.5778	3.2224	3.2224
S1_L_T28342	6.4771	5.715	5.888	5.9967	5.6147	4.7211	4.4078	3.2224	3.2224
S1_L_T28345	6.5819	6.1957	5.7907	5.3362	4.8074	4.3226	3.2224	3.2224	3.2224
S1_L_T28351	5.2754	4.1329	5.4519	5.5519	5.5443	4.5636	3.8673	3.2224	3.2224
S1_L_T28355	6.142	5.5564	5.0649	4.9669	4.3923	3.9507	3.2224	3.2224	3.2224
S1_L_T28356	6.4771	5.8303	5.6124	4.6299	3.5443	3.3229	3.2224	3.2224	3.2224
S1_L_T2836	5.9201	5.1751	4.2713	4.1893	4.0298	3.4483	3.2224	3.2224	3.2224
S1_L_T28363	5.8378	5.2598	4.5344	4.4694	3.8074	3.3229	3.2224	3.2224	3.2224
S1_L_T28364	7.7923	7.2059	6.7395	6.1633	6.1293	5.721	4.6558	3.6494	3.2224
S1_L_T28367	5.7048	4.886	5.6124	5.24	5.2224	4.618	3.4078	3.2224	3.2224
S1_L_T28369	6.273	5.4878	4.8239	4.6299	4.2224	3.5638	3.4078	3.2224	3.2224
S1_L_T28377	7.3332	6.744	7.1718	7.0113	6.8074	5.6444	4.8673	3.2224	3.2224
S1_L_T28381	7.0883	6.3962	6.5142	5.7395	4.5443	4.1851	3.9928	3.2224	3.2224
S1_L_T28382	6.5304	6.0124	6.0083	5.8083	4.6818	4.507	3.7298	3.2224	3.2224
S1_L_T28383	7.0522	6.2994	6.0923	5.6299	5.2224	4.9924	3.7298	3.2224	3.2224
S1_L_T28385	6.7261	6.2381	6.2713	5.6299	5.2224	4.8173	3.8673	3.2224	3.2224
S1_L_T28387	7.0883	6.5044	6.1458	5.8414	5.8663	5.5355	4.5778	3.2224	3.2224
S1_L_T28389	5.3953	4.5912	5.919	5.9055	5.9229	4.5636	4.1083	3.2224	3.2224
S1_L_T2839	6.4771	5.9627	5.4088	4.6299	4.5443	4.0332	3.2224	3.2224	3.2224
S1_L_T28399	6.209	5.2181	5.6864	5.1893	5.1293	4.3867	4.1083	3.2224	3.2224
S1_L_T2840	7.3629	6.7586	6.6312	6.382	5.6818	5.4177	4.6558	3.2224	3.4893
S1_L_T28400	6.5819	6.3193	5.6864	5.4264	5.0298	4.77	3.8673	3.2224	3.2224
S1_L_T28403	8.1486	7.7063	6.9494	6.0824	4.9229	4.6705	4.2152	3.4431	3.4893
S1_L_T28405	7.7592	7.1844	6.7567	6.3593	6.0298	5.6959	4.4078	3.2224	3.2224
S1_L_T28406	6.8984	6.2381	5.7907	5.382	4.6818	4.618	3.2224	3.2224	3.2224
S1_L_T28407	7.7366	6.9746	6.9036	6.9055	6.58	5.9923	4.9928	3.2224	3.402
S1_L_T28408	9.0738	8.3382	8.2286	7.7998	7.2885	7.0725	6.1083	4.7863	4.7578
S1_L_T2841	8.3915	7.949	7.7991	7.4264	6.8948	6.9819	5.8002	4.4969	4.4006
S1_L_T28417	7.3332	6.3962	6.3417	6.0258	5.3923	5.2206	4.4078	3.2224	3.2224
S1_L_T28418	8.7754	8.2425	7.8239	7.5113	6.746	6.6704	5.4078	4.234	3.986
S1_L_T28424	5.1446	4.7164	5.7907	5.4264	5.2224	3.9507	3.5778	3.2224	3.2224
S1_L_T28425	7.0704	6.3962	6.7043	6.1633	5.1293	5.185	4.4078	3.2224	3.2224
S1_L_T28426	5.9201	4.9889	5.1718	4.9669	3.8074	3.8633	3.2224	3.2224	3.2224
S1_L_T28428	6.304	5.9112	5.6864	5.3362	4.9229	4.4481	4.1083	3.2224	3.2224
S1_L_T28429	5.5584	5.085	5.6864	5.5519	5.0298	3.8633	3.2224	3.2224	3.2224
S1_L_T28430	7.5935	7.024	6.7567	6.1633	5.746	5.5635	4.6558	3.4431	3.2224
S1_L_T28432	5.8378	5.5564	4.3644	3.9669	3.8074	3.2224	3.2224	3.2224	3.2224
S1_L_T28433	6.6316	5.8578	5.6864	5.2889	4.5443	4.4481	3.2224	3.2224	3.2224
S1_L_T28437	7.5935	7.0949	6.8402	6.1099	5.1293	5.3549	4.2152	3.3866	3.2224
S1_L_T28439	6.8572	6.1957	6.2713	5.7743	4.8074	4.9924	4.6558	3.2224	3.2224
S1_L_T28440	7.9862	7.2583	7.3644	6.9967	6.58	5.863	5.2152	3.2224	3.3091
S1_L_T28443	5.9979	5.3004	5.0083	4.6299	3.8074	4.0332	3.2224	3.2224	3.2224
S1_L_T28453	7.7592	7.0833	7.1326	6.9366	6.4319	5.9291	5.3147	3.4431	3.9247
S1_L_T28457	5.5584	5.3399	4.888	4.1893	3.5443	3.3229	3.2224	3.2224	3.2224
S1_L_T28459	5.7048	5.2598	4.8239	4.1893	3.8074	3.2224	3.2224	3.2224	3.2224
S1_L_T28460	6.364	5.6846	5.1718	4.4694	4.0298	3.8633	3.2224	3.2224	3.2224
S1_L_T28466	6.8779	6.1957	6.1973	5.4694	4.3923	4.77	3.7298	3.2224	3.2224
S1_L_T28473	6.0353	5.4157	5.1718	4.7039	4.2224	4.1112	3.2224	3.2224	3.2224
S1_L_T28476	7.8353	7.3287	7.3186	7.1099	6.8948	6.3225	5.4522	3.8716	3.6495
S1_L_T28478	7.9862	7.4953	7.8239	7.48	7.1766	6.4629	5.5371	3.3866	4.1013
S1_L_T28484	7.8874	7.3189	7.7653	7.3245	6.58	5.6444	5.4522	3.2224	3.8607
S1_L_T28485	8.0787	7.2376	6.6682	5.9366	4.6818	5.1485	3.5778	3.2664	3.2224
S1_L_T28488	6.504	5.7447	6.2713	5.9967	5.4703	4.9075	4.2152	3.2224	3.2224
S1_L_T28489	6.504	5.9112	5.3644	5.0258	3.8074	4.1851	3.4078	3.2224	3.2224
S1_L_T28491	5.7948	5.3004	4.6124	4.5519	3.2224	3.4483	3.2224	3.2224	3.2224
S1_L_T28504	6.8779	6.2588	6.2713	6.1633	4.5443	4.8173	4.4078	3.2224	3.2224
S1_L_T28511	6.3931	6.1069	5.4937	5.0258	4.6818	4.618	3.5778	3.2224	3.2224
S1_L_T28512	5.9979	5.6846	5.7567	5.382	5.1293	4.7211	3.8673	3.2224	3.2224
S1_L_T28513	7.1578	6.2793	6.0083	5.7743	5.1293	4.618	3.9928	3.2224	3.2224
S1_L_T28515	7.4896	6.7731	6.7738	6.4905	6.0298	5.721	4.9928	3.2224	3.6495
S1_L_T28516	7.9377	7.024	7.2471	6.7218	6.4319	5.9716	4.8673	3.2224	3.3091
S1_L_T28519	6.5304	6.1957	5.7567	5.5113	5.0298	4.8631	3.4078	3.2224	3.2224
S1_L_T28521	5.7948	5.3399	5.5344	4.8414	4.8074	3.8633	3.5778	3.2224	3.2224
S1_L_T28522	6.2414	5.4522	5.1718	4.382	4.5443	3.8633	3.2224	3.2224	3.2224
S1_L_T28524	7.224	6.3774	5.888	5.5914	4.8074	4.7211	3.2224	3.2224	3.2224
S1_L_T28525	7.3181	6.8157	6.6682	6.0824	6.0298	5.8172	5.3147	3.2224	3.6495
S1_L_T28526	9.2272	8.428	7.9865	7.2646	6.1293	5.9505	5.1083	3.7868	4.1557
S1_L_T28528	6.0718	5.3399	5.2224	4.5519	4.0298	4.0332	3.2224	3.2224	3.2224
S1_L_T2853	6.0718	5.5225	5.7567	5.7039	5.0298	4.618	3.4078	3.2224	3.2224
S1_L_T28532	6.1759	5.085	5.3186	4.7039	3.5443	3.9507	3.2224	3.2224	3.2224
S1_L_T28534	6.504	5.8303	6.0083	5.9055	5.5443	4.8631	4.4078	3.2224	3.2224
S1_L_T28536	6.6558	6.0604	5.7907	5.3362	4.9229	4.7211	3.5778	3.2224	3.2224
S1_L_T28540	8.2946	7.6681	7.3868	6.8414	6.6147	6.2381	5.362	4.0642	3.986
S1_L_T28543	6.3931	5.8578	5.2713	4.8414	4.3923	3.9507	3.2224	3.2224	3.2224
S1_L_T28545	6.4496	5.8303	6.1193	5.8083	5.2224	4.9506	4.4953	3.2224	3.2224
S1_L_T28551	6.4771	5.8847	5.6124	5.1893	5.0298	4.7211	3.5778	3.2224	3.2224
S1_L_T28553	6.4771	5.9112	6.6312	6.1633	5.6818	4.9506	3.8673	3.2224	3.2224
S1_L_T28554	6.364	5.8023	5.1718	5.2889	4.8074	4.7211	3.8673	3.2224	3.2224
S1_L_T28555	7.3332	6.7292	6.4729	5.9366	5.3099	5.2206	4.4953	3.2664	3.2224
S1_L_T28559	6.1759	5.715	5.2224	4.8414	4.8074	4.2555	3.2224	3.2224	3.2224
S1_L_T28560	7.2401	6.5723	6.3644	6.24	5.746	5.185	4.2152	3.2224	3.2224
S1_L_T28563	5.9979	5.7738	4.9494	4.7039	4.2224	3.3229	3.2224	3.2224	3.2224
S1_L_T28564	5.9595	5.8578	6.4088	5.9366	5.6147	4.77	3.8673	3.2224	3.2224
S1_L_T28570	6.6558	5.9372	6.0369	5.6299	5.2224	4.507	3.7298	3.2224	3.2224
S1_L_T28577	5.7948	5.2598	4.6864	4.1893	4.2224	4.1851	3.5778	3.2224	3.2224
S1_L_T28579	6.4771	5.5896	6.4729	6.24	6.1766	5.591	4.8002	3.2224	3.2224
S1_L_T28580	6.7488	5.9627	6.1458	5.9366	5.3923	5.033	3.8673	3.2224	3.2224
S1_L_T28582	6.958	5.5896	7.0509	7.0402	6.7143	5.8854	5.2152	3.2224	3.2224
S1_L_T28588	6.364	5.622	6.0923	5.9967	5.2224	4.1112	3.5778	3.2224	3.2224
S1_L_T28589	6.4771	5.6846	5.4937	5.1893	4.5443	3.5638	3.2224	3.2224	3.2224
S1_L_T2859	8.2712	7.299	7.2952	6.9518	6.2668	6.0919	4.9314	3.2224	3.2224
S1_L_T28593	6.364	5.6846	5.1718	4.7039	5.0298	3.8633	3.2224	3.2224	3.2224
S1_L_T28595	5.7948	5.1751	5.6124	5.6674	4.6818	3.8633	3.2224	3.2224	3.2224
S1_L_T28600	6.6558	5.9627	5.9494	5.7039	5.3099	4.8631	3.8673	3.2224	3.2224
S1_L_T28604	6.209	5.4878	4.5344	4.1893	3.5443	3.3229	3.2224	3.2224	3.2224
S1_L_T28605	6.2414	5.622	5.3644	5.24	4.6818	4.6705	3.4078	3.2224	3.2224
S1_L_T28608	7.1578	6.8157	6.3868	5.9055	6.1293	5.7938	5.3147	3.7868	3.4893
S1_L_T28612	7.8771	7.1952	6.919	6.4264	5.746	4.9506	4.1083	3.2224	3.2224
S1_L_T28615	7.3775	6.9871	6.5932	6.1633	5.0298	4.8173	4.2152	3.2224	3.2224
S1_L_T28618	8.5158	7.6681	7.888	7.3593	6.9773	6.721	5.7654	4.0998	4.5297
S1_L_T28619	6.5564	5.9627	5.6498	5.24	5.2224	4.1112	3.4078	3.2224	3.2224
S1_L_T28629	6.3931	5.6846	5.6498	5.1369	4.8074	4.3867	3.4078	3.2224	3.2224
S1_L_T28631	6.3343	5.3783	4.7567	4.1893	4.2224	3.9507	3.2224	3.2224	3.2224
S1_L_T28636	7.1578	6.3389	5.8563	5.8083	5.3099	5.3225	4.7298	3.2224	3.2224
S1_L_T2864	7.5809	6.7586	7.1718	7.0685	6.4703	6.111	5.0517	3.2224	3.402
S1_L_T28644	7.3332	6.7142	6.0369	5.5519	5.2224	4.9075	4.1083	3.2664	3.2224
S1_L_T28645	7.5682	6.7142	7.2592	7.0402	6.6147	6.0529	5.3147	3.2224	3.9247
S1_L_T28647	5.9595	5.3783	5.4088	5.0258	4.5443	4.1112	3.7298	3.2224	3.2224
S1_L_T28649	7.1578	6.8297	6.5344	5.8738	5.5443	5.7938	4.5778	3.4431	3.2224
S1_L_T28650	6.209	5.4157	5.5739	5.3362	4.3923	3.5638	3.5778	3.2224	3.2224
S1_L_T28654	6.6316	5.8847	6.0649	5.8738	5.1293	4.8631	3.8673	3.2224	3.2224
S1_L_T28655	6.1759	5.8578	5.4519	5.0258	4.6818	4.618	3.2224	3.2224	3.2224
S1_L_T28658	6.5819	6.0366	6.3417	6.3593	5.9229	5.5069	4.4953	3.2224	3.2224
S1_L_T28660	7.3332	6.7142	6.1193	5.7039	4.9229	4.8173	4.3147	3.2224	3.2224
S1_L_T28662	7.7366	6.744	6.7395	6.2889	6.1293	5.6444	5.1083	3.2224	3.2224
S1_L_T28666	7.9377	7.4419	7.0226	6.9669	6.5443	6.448	5.362	4.1685	3.4893
S1_L_T28667	7.0153	6.5556	6.2471	5.7039	5.3923	5.4177	4.5778	3.2224	3.2224
S1_L_T28668	6.1073	5.2598	5.2224	4.7039	4.3923	4.2555	3.5778	3.2224	3.2224
S1_L_T28670	7.9573	6.9871	6.8722	6.7218	5.9773	5.6704	4.9928	3.2224	3.7234
S1_L_T28671	6.3343	5.8303	6.3868	6.2889	6.2668	5.4778	4.6558	3.2224	3.2224
S1_L_T28674	6.8148	6.3583	5.9791	5.5914	4.8074	5.3225	4.2152	3.2224	3.2224
S1_L_T28680	5.9201	5.2598	5.4519	4.7743	4.5443	3.8633	3.5778	3.2224	3.2224
S1_L_T28682	6.504	5.3399	5.6124	5.5113	4.8074	4.2555	3.7298	3.2224	3.2224
S1_L_T28683	6.9384	6.2381	6.4729	6.0258	5.9229	5.4177	4.3147	3.2224	3.2224
S1_L_T28685	5.9979	5.4878	5.1718	4.8414	3.8074	4.0332	3.2224	3.2224	3.2224
S1_L_T2869	9.6839	8.8969	8.8361	8.6534	8.3309	7.9767	6.8673	4.8294	4.7578
S1_L_T28690	6.364	5.4157	4.9494	4.382	3.8074	3.2224	3.2224	3.2224	3.2224
S1_L_T28697	5.9201	5.2598	4.6124	3.7039	3.2224	3.5638	3.2224	3.2224	3.2224
S1_L_T287	5.7948	5.3004	5.4088	5.3362	5.1293	4.507	3.5778	3.2224	3.2224
S1_L_T2870	6.7488	6.1957	6.0369	5.6674	5.2224	5.0726	3.9928	3.2224	3.2224
S1_L_T28700	7.814	7.4328	7.0923	6.6674	6.5443	5.9505	5.1627	3.7868	3.402
S1_L_T28701	7.6905	6.5388	7.0649	7.0685	6.58	5.721	4.8673	3.2224	3.2224
S1_L_T2871	6.5304	6.0839	5.6498	5.24	4.8074	4.3867	3.7298	3.2224	3.2224
S1_L_T28711	6.7488	6.2381	6.1973	5.6674	4.3923	4.3867	3.2224	3.2224	3.2224
S1_L_T28718	6.4496	5.9627	5.4937	5.1369	4.0298	4.507	3.5778	3.2224	3.2224
S1_L_T28723	7.2561	6.5388	6.2224	5.7039	5.1293	5.4177	4.3147	3.2224	3.2224
S1_L_T28725	6.2414	5.4522	5.4519	5.3362	4.5443	4.2555	3.2224	3.2224	3.2224
S1_L_T28726	6.0353	5.1307	5.6498	4.8414	4.5443	4.3867	3.2224	3.2224	3.2224
S1_L_T28729	7.967	7.2376	7.4937	7.0544	6.6818	6.5635	5.4953	3.7425	4.1557
S1_L_T28732	8.14	7.4419	7.9791	7.6299	7.1051	6.4777	5.8341	3.2224	4.3076
S1_L_T28733	6.1073	5.8578	5.9494	5.1369	4.3923	4.3226	3.4078	3.2224	3.2224
S1_L_T28735	5.9201	5.1307	5.3644	4.7743	4.5443	4.1112	3.4078	3.2224	3.2224
S1_L_T28736	6.3343	5.9627	6.3417	6.4044	5.746	4.9924	3.7298	3.2224	3.2224
S1_L_T28737	7.3481	6.7586	6.722	6.2646	5.9229	5.4177	4.8002	3.2224	3.2224
S1_L_T28739	7.6428	6.9871	7.1458	6.9211	6.3517	5.6444	4.5778	3.2224	3.2224
S1_L_T28740	6.8362	6.1069	5.7567	5.24	4.6818	4.4481	3.5778	3.2224	3.2224
S1_L_T28744	6.304	5.6846	5.6498	5.2889	4.9229	4.6705	3.4078	3.2224	3.2224
S1_L_T28747	8.5355	7.8636	7.7738	7.3245	6.8948	6.6045	5.5778	4.1685	4.0448
S1_L_T28751	5.8795	5.1751	5.4937	5.2889	4.8074	4.3226	3.2224	3.2224	3.2224
S1_L_T28752	7.0339	6.4332	6.8722	6.7395	6.0298	5.4177	4.7298	3.2224	3.3091
S1_L_T28758	6.6558	6.217	6.0649	5.9055	5.4703	4.6705	3.9928	3.2224	3.2224
S1_L_T28761	5.5584	5.3399	5.7907	5.4694	4.6818	3.7702	3.2224	3.2224	3.2224
S1_L_T28763	7.4896	7.0118	6.2713	6.1369	5.3923	5.3549	3.4078	3.2224	3.2224
S1_L_T28764	5.9595	5.7447	4.3644	4.382	4.0298	3.7702	3.2224	3.2224	3.2224
S1_L_T28765	6.1073	5.5564	5.8239	5.382	5.2224	4.8631	3.5778	3.2224	3.2224
S1_L_T28766	6.0353	5.5564	5.5344	5.0258	5.2224	4.8631	3.7298	3.2224	3.2224
S1_L_T28771	8.1656	7.4051	7.7991	7.5914	7.3722	6.9291	5.9928	3.2224	3.8607
S1_L_T28774	6.7711	5.8578	6.722	6.4694	6.4319	6.0725	5.1627	3.2224	3.2224
S1_L_T28776	6.0353	5.5225	5.1718	4.8414	4.5443	4.1851	3.8673	3.2224	3.2224
S1_L_T28777	7.7137	7.0716	6.8402	6.4481	6.1766	5.5069	4.8673	3.6494	3.4893
S1_L_T28778	9.7557	8.8222	8.6171	8.3008	7.9503	7.6895	6.7477	4.6246	5.2328
S1_L_T28781	6.2414	5.4522	5.888	5.6674	5.2224	5.2206	4.1083	3.2224	3.2224
S1_L_T28786	5.9979	5.4878	5.5739	5.1893	5.0298	4.5636	3.2224	3.2224	3.2224
S1_L_T28787	7.3181	6.7586	6.7395	6.6488	6.2224	5.618	5.0517	3.2224	3.2224
S1_L_T2880	7.7479	7.036	6.9343	6.6488	5.9229	5.2206	4.2152	3.2224	3.2224
S1_L_T28800	6.3931	5.3399	5.3644	5.0824	4.6818	4.3867	3.2224	3.2224	3.2224
S1_L_T28801	6.304	5.7738	5.1193	4.7039	4.5443	4.7211	3.5778	3.2224	3.2224
S1_L_T28804	6.9774	6.7292	5.888	5.4264	5.3099	5.4177	4.4953	3.2224	3.2224
S1_L_T28805	7.0339	6.0604	6.0083	5.7743	5.0298	4.6705	3.2224	3.2224	3.2224
S1_L_T28806	8.8349	7.8971	7.7395	7.0962	6.2224	5.5069	4.9314	3.4975	3.6495
S1_L_T28811	6.5304	5.8847	5.6864	5.2889	5.2224	4.1851	3.2224	3.2224	3.2224
S1_L_T28816	6.1759	5.4522	5.888	5.7039	5.3099	4.6705	3.4078	3.2224	3.2224
S1_L_T2882	6.9384	6.0366	6.3644	5.8414	5.2224	4.6705	3.9928	3.2224	3.2224
S1_L_T28822	6.142	5.1751	4.3644	4.1893	4.5443	3.3229	3.2224	3.2224	3.2224
S1_L_T28823	6.7488	5.8847	5.7907	5.382	4.8074	4.6705	3.2224	3.2224	3.2224
S1_L_T28824	6.1073	5.5225	4.5344	4.1893	4.0298	3.8633	3.2224	3.2224	3.2224
S1_L_T28826	6.1073	5.3783	5.0083	4.2889	4.0298	3.6707	3.2224	3.2224	3.2224
S1_L_T28827	5.8378	5.1751	5.4937	5.0258	4.8074	4.3867	3.4078	3.2224	3.2224
S1_L_T28829	6.6558	6.152	6.4519	5.9967	5.4703	5.0726	4.1083	3.2224	3.2224
S1_L_T2883	7.7022	6.9493	6.8722	6.1099	5.8074	5.3866	4.5778	3.2224	3.2224
S1_L_T28830	5.7948	5.2181	5.4088	5.4694	5.6818	5.033	4.1083	3.2224	3.2224
S1_L_T28834	6.142	5.7738	5.8239	5.4264	5.1293	5.1485	3.8673	3.2224	3.2224
S1_L_T28838	7.1913	6.6685	6.6124	6.3362	5.6818	5.5069	4.7298	3.2224	3.3091
S1_L_T28842	8.5741	7.9681	7.722	7.4905	7.0553	6.6312	5.5778	3.8299	3.2224
S1_L_T28844	8.1571	7.4865	7.504	7.1369	6.3923	6.1484	5.0517	3.2224	3.4893
S1_L_T28849	7.224	6.4332	5.722	5.3362	4.5443	4.8173	3.7298	3.2224	3.2224
S1_L_T2885	6.9774	6.2994	6.1973	6.0824	5.4703	4.8631	3.9928	3.2224	3.2224
S1_L_T28853	6.504	5.5896	6.1458	5.6674	5.2224	4.6705	4.3147	3.2224	3.2224
S1_L_T28859	7.0339	6.6839	5.7907	5.2889	5.1293	4.77	3.7298	3.2224	3.2224
S1_L_T2886	6.8779	6.487	5.4088	5.4264	4.2224	4.8173	3.8673	3.2224	3.2224
S1_L_T28861	8.0239	7.3482	6.888	6.1633	5.6818	5.448	4.8002	3.6494	3.2224
S1_L_T28868	6.6316	5.4522	5.3644	5.4694	4.2224	4.0332	3.7298	3.2224	3.2224
S1_L_T2887	7.7366	6.9621	6.919	6.5519	5.5443	5.4177	4.4953	3.2224	3.2224
S1_L_T28870	7.814	6.7875	6.7567	6.0544	5.3099	5.3225	3.9928	3.2224	3.2224
S1_L_T28871	6.9774	6.0604	6.7043	6.8083	6.777	5.8854	4.5778	3.2224	3.2224
S1_L_T28874	8.2234	7.5213	7.2833	6.7218	6.2224	5.9291	4.8673	3.9902	3.7234
S1_L_T28886	5.3366	4.0401	5.9494	5.8414	5.8074	5.2554	4.5778	3.2224	3.2224
S1_L_T28888	6.6316	6.2588	5.7907	5.2889	4.6818	4.2555	3.5778	3.2224	3.2224
S1_L_T28892	6.8984	6.174	5.888	5.6674	5.1293	5.0726	3.9928	3.2224	3.2224
S1_L_T28893	7.5425	6.9105	6.6312	6.5317	6.2668	5.5635	4.6558	3.2664	3.2224
S1_L_T28894	7.1407	6.7142	6.1973	5.9055	5.3923	4.9075	4.3147	3.2224	3.2224
S1_L_T28895	6.1759	5.4157	5.2713	4.9669	3.8074	3.8633	3.2224	3.2224	3.2224
S1_L_T2890	6.2414	5.8578	5.888	5.5519	4.3923	4.1112	3.4078	3.2224	3.2224
S1_L_T28900	6.304	5.5896	5.722	5.0258	4.6818	4.3867	3.8673	3.2224	3.2224
S1_L_T28902	5.7048	5.3783	5.6498	4.9669	3.8074	3.6707	3.2224	3.2224	3.2224
S1_L_T28908	5.9201	4.9889	5.1193	5.1369	4.2224	4.1112	3.2224	3.2224	3.2224
S1_L_T28915	5.9201	5.4157	4.6864	4.382	3.8074	3.4483	3.2224	3.2224	3.2224
S1_L_T28920	6.7931	6.0366	6.1973	5.9366	5.4703	4.618	3.7298	3.2224	3.2224
S1_L_T28922	6.958	6.5217	6.5344	6.24	5.5443	5.0726	4.3147	3.2224	3.2224
S1_L_T28923	7.4064	6.9365	6.4729	6.0824	5.4703	5.5069	4.5778	3.2224	3.2224
S1_L_T28925	7.1407	6.0839	6.4519	6.1893	5.8663	5.4778	4.2152	3.2224	3.3091
S1_L_T28927	7.5163	6.9621	7.0787	6.5317	6.1293	6.1298	5.3147	3.6005	3.402
S1_L_T28929	9.0693	8.2373	8.2099	7.6204	6.8371	6.4629	5.7654	4.0998	3.986
S1_L_T2893	8.7305	8.2785	7.5836	7.1633	6.777	6.8403	5.9314	4.7643	4.1013
S1_L_T28932	6.142	5.3004	4.9494	4.5519	3.2224	3.3229	3.2224	3.2224	3.2224
S1_L_T28934	6.958	6.2588	6.6682	6.3127	5.8074	5.5069	4.5778	3.2224	3.2224
S1_L_T28939	6.2414	5.4878	5.4519	4.4694	3.8074	3.9507	3.2224	3.2224	3.2224
S1_L_T28941	7.2078	6.5556	6.8722	6.6108	6.0298	5.618	4.9928	3.2224	3.402
S1_L_T28943	5.506	5.3399	4.4519	4.0824	3.2224	3.5638	3.2224	3.2224	3.2224
S1_L_T28944	6.3343	5.085	5.1718	4.7743	4.3923	3.4483	3.2224	3.2224	3.2224
S1_L_T28945	6.1073	5.8023	5.9791	5.5519	4.6818	4.1112	3.4078	3.2224	3.2224
S1_L_T2895	7.6428	7.048	6.3417	5.7743	5.5443	5.0726	3.5778	3.2224	3.2224
S1_L_T28952	6.3931	5.8303	5.4088	5.1369	5.1293	4.7211	3.4078	3.2224	3.2224
S1_L_T28954	6.0718	5.4157	5.6864	5.1369	4.2224	4.7211	3.4078	3.2224	3.2224
S1_L_T28957	9.8791	9.0653	8.4989	8.004	7.3923	6.8854	6.1083	5.2336	4.4006
S1_L_T28959	6.3931	5.4157	5.0649	4.7039	4.0298	3.8633	3.2224	3.2224	3.2224
S1_L_T28961	6.504	5.4878	6.1973	5.9967	5.8074	5.0726	4.6558	3.2224	3.2224
S1_L_T28962	6.0353	5.715	5.0649	4.4694	3.8074	3.5638	3.2224	3.2224	3.2224
S1_L_T28963	6.4771	5.7738	5.7567	5.9366	5.4703	5.3549	4.3147	3.2224	3.2224
