id	1hr	2hr	3hr	4hr	5hr	6hr	7hr	9hr
S1_H_T1886	5.8541	5.7235	6.0819	5.4851	5.56	4.2847	3.6712	2.5867
S1_H_T19	3.1325	2.6264	5.3286	5.1121	5.4415	5.2842	4.3377	2.8496
S1_H_T190	5.7617	5.3947	5.4576	5.5256	5.3566	5.3386	3.8314	3.224
S1_H_T1918	2.5867	3.4543	4.4195	5.1121	5.56	5.671	3.4909	2.5867
S1_H_T1923	5.7617	5.0744	4.4195	5.0016	4.2205	4.0439	2.5867	2.5867
S1_H_T1925	5.6284	5.3531	6.2095	5.7473	5.5975	5.628	4.7118	3.2646
S1_H_T1935	8.5828	8.6432	8.6471	8.4069	8.5256	8.091	7.5122	5.9833
S1_H_T1952	5.2287	5.3947	6.0276	5.9395	5.2665	5.2276	4.7118	3.1821
S1_H_T196	4.5319	4.7924	5.4576	5.2635	4.4831	4.0439	3.8314	2.5867
S1_H_T1962	6.4158	5.8486	5.4576	5.4005	4.3134	3.5849	3.1697	2.5867
S1_H_T1965	5.7932	6.1696	6.1849	5.6034	5.3997	4.8318	3.2849	2.5867
S1_H_T1973	5.5568	5.1248	4.9735	5.3563	5.3566	4.491	3.5839	2.5867
S1_H_T1991	6.6911	6.3067	6.371	5.7473	4.7722	3.5849	3.1697	2.5867
S1_H_T2002	8.3539	7.8966	7.9179	7.3967	7.2539	6.8871	6.0736	4.2031
S1_H_T2006	5.7295	5.8183	5.3729	5.1644	4.8976	4.584	3.4909	2.6183
S1_H_T2008	6.1255	6.1208	6.6301	6.7453	6.8193	6.5834	5.9037	5.2942
S1_H_T2025	5.318	4.6621	5.0842	5.7127	5.3566	5.391	3.9053	2.5867
S1_H_T2031	6.4358	6.6015	6.8959	6.3536	5.9557	4.3915	4.5826	2.5867
S1_H_T2055	4.3743	4.4416	5.5759	4.7513	3.7739	3.5849	2.5867	2.5867
S1_H_T2062	4.7401	5.5865	5.2358	5.6034	4.9564	5.1073	4.5826	2.9021
S1_H_T2089	5.8541	6.5286	6.414	6.462	6.5211	6.3114	5.2825	3.4166
S1_H_T2094	4.2885	4.7288	5.187	5.2148	4.7722	5.4416	4.3901	3.4166
S1_H_T2105	7.5009	7.369	7.2683	7.2104	6.8193	5.9758	6.0247	4.38
S1_H_T2120	5.274	5.2661	5.942	5.3563	4.7722	4.2847	3.4909	2.5867
S1_H_T2129	5.0316	4.8534	5.2358	5.6407	4.8976	4.2847	3.6712	2.5867
S1_H_T2147	4.922	5.3947	5.1365	4.8181	5.1198	3.9065	3.6712	2.5867
S1_H_T2153	5.593	5.0744	5.5375	5.1644	4.7722	3.9065	4.168	2.5867
S1_H_T2167	3.761	3.977	5.2829	5.6034	5.2665	5.4905	4.67	2.7386
S1_H_T2174	6.5508	6.4714	6.0276	5.8143	5.5216	5.0432	4.5826	2.5867
S1_H_T2177	7.472	6.9335	6.9699	6.8124	6.1191	5.671	3.9053	2.7386
S1_H_T2181	5.7932	5.9637	6.4763	6.2119	6.2425	5.671	4.4896	2.9527
S1_H_T221	5.7295	5.3531	4.8537	3.6897	3.4852	3.7547	2.5867	2.5867
S1_H_T222	5.6284	5.4745	5.6133	5.565	4.2205	4.3915	3.8314	2.5867
S1_H_T2233	6.0751	6.2848	6.281	5.6407	5.3123	4.9762	4.1066	2.5867
S1_H_T2235	5.0316	5.3531	5.9123	6.3536	5.8968	5.8689	5.1968	3.6492
S1_H_T2238	2.6725	3.7392	5.0299	5.2635	5.5975	5.671	3.6712	2.5867
S1_H_T224	8.7724	8.7752	8.5001	8.0661	7.5875	7.4162	6.4765	4.2645
S1_H_T2240	4.922	5.3531	5.6498	5.4851	5.5216	5.7129	4.4896	2.7386
S1_H_T2246	6.8935	6.6878	6.3927	6.331	5.4821	5.3386	4.2268	2.7952
S1_H_T2250	6.5691	5.9637	6.2575	6.1869	5.5216	5.4416	4.7118	2.7952
S1_H_T2253	5.4815	6.3067	7.1332	7.3181	7.2183	6.7331	5.7717	3.7385
S1_H_T2254	6.3747	6.432	6.6482	6.0267	6.3561	5.5378	3.9756	3.0016
S1_H_T2258	2.5867	2.5867	4.8537	5.565	5.1704	5.9055	3.4909	3.0489
S1_H_T2273	2.5867	4.1811	5.8194	5.4851	5.8665	5.9758	4.4896	3.1821
S1_H_T229	5.274	5.4352	6.5552	6.0821	5.8665	5.9411	4.6269	3.1821
S1_H_T2296	7.1338	7.0025	6.9554	6.62	6.1446	5.7535	4.6269	3.3426
S1_H_T2304	5.4423	5.0744	5.5375	4.5303	3.4852	3.9065	3.7535	2.5867
S1_H_T2323	4.8638	5.5502	5.7539	5.5256	5.3123	5.1073	4.2268	2.5867
S1_H_T2333	4.5319	4.9682	6.1343	5.6407	5.634	5.9055	4.6269	3.0489
S1_H_T2351	5.3606	5.0223	5.6133	5.1644	3.4852	3.9065	3.1697	2.5867
S1_H_T2362	7.7215	7.1063	6.8959	6.1354	5.7382	4.2847	3.4909	2.5867
S1_H_T2364	6.908	6.6015	6.1849	6.1354	5.7043	5.3386	5.226	3.3426
S1_H_T2377	6.4158	6.5098	7.0402	6.2845	6.1697	5.4905	4.7524	3.6182
S1_H_T2379	4.2885	5.1248	5.9123	5.4434	5.2665	6.0753	4.7919	3.9772
S1_H_T2381	5.1335	5.1734	5.9123	5.6407	5.4821	4.9058	3.1697	2.5867
S1_H_T2385	5.318	5.3947	6.7691	6.1869	6.1191	6.1381	4.67	3.2646
S1_H_T2390	5.5568	5.622	6.2575	5.9692	6.289	5.7535	5.1671	3.5209
S1_H_T2399	4.1	4.5189	5.0842	5.7812	5.1198	5.0432	3.9756	2.7386
S1_H_T24	5.824	5.2205	5.5759	5.2635	4.8363	3.7547	3.2849	2.5867
S1_H_T2404	4.8638	5.2661	5.7539	5.8143	4.7052	5.4905	4.6269	2.6183
S1_H_T2405	5.2287	5.3947	5.4576	4.7513	3.6367	3.7547	3.3916	2.5867
S1_H_T2408	5.2287	5.2205	6.0276	5.8782	6.0123	4.7539	4.3901	2.5867
S1_H_T242	4.1	3.977	4.9149	4.8181	5.7382	5.7535	4.2833	2.9527
S1_H_T2429	5.7617	5.0744	5.3729	5.3106	5.1704	4.6715	4.168	2.5867
S1_H_T2432	3.3171	2.882	5.5375	5.7473	5.6696	5.671	3.4909	2.5867
S1_H_T2445	6.8642	7.0682	7.2327	6.9074	7.0529	6.8313	6.1209	4.304
S1_H_T2449	5.274	5.2661	5.851	5.7127	5.7043	5.3386	4.7118	3.5209
S1_H_T2450	5.4021	5.7558	5.4159	5.3563	5.1704	4.9058	4.5368	2.7386
S1_H_T2452	2.5867	2.882	4.9149	4.5303	5.3997	6.0429	3.9756	3.1391
S1_H_T2495	2.5867	2.5867	3.7953	4.6078	4.9564	6.6919	3.7535	2.9021
S1_H_T2502	5.6629	5.3947	5.7539	5.9092	5.4821	5.2276	4.7524	3.6182
S1_H_T2513	4.5319	4.9682	5.5759	5.4005	5.4821	5.5378	4.2833	3.3426
S1_H_T2520	5.7932	5.6567	5.4576	5.1644	5.1198	3.7547	3.3916	2.5867
S1_H_T2529	5.8541	6.1454	5.6498	5.2148	5.013	4.3915	4.0426	2.5867
S1_H_T2539	3.3171	2.5867	5.187	5.6034	5.7714	6.6919	5.1058	4.2443
S1_H_T2543	5.6629	5.7874	6.0819	6.0821	6.1191	5.671	4.5368	3.1821
S1_H_T2552	3.1325	3.4543	5.5375	5.565	5.8665	6.2273	4.9399	3.0947
S1_H_T2560	5.274	5.4352	4.7898	3.9499	4.3134	3.7547	2.5867	2.5867
S1_H_T2561	5.3606	5.9358	6.8019	6.5031	5.9843	5.9411	5.5127	3.6796
S1_H_T2563	5.4423	5.0223	5.3729	5.4851	5.3123	4.9762	3.9756	2.5867
S1_H_T2569	4.2885	4.0827	4.7898	5.6407	4.9564	4.6715	3.6712	2.5867
S1_H_T2572	6.4557	5.8183	5.3729	5.3563	3.7739	2.9079	2.5867	2.5867
S1_H_T2589	6.5323	6.0444	6.5163	5.8143	5.4415	5.1687	3.8314	2.5867
S1_H_T2595	3.3171	4.4416	5.7539	6.109	5.56	5.7535	4.9746	3.5541
S1_H_T2598	2.5867	2.882	4.9735	4.8819	5.4415	5.1073	3.9053	2.5867
S1_H_T2613	4.9778	4.7288	5.9996	5.6034	5.9557	5.8689	4.4407	3.0947
S1_H_T2616	6.023	6.018	5.72	5.0579	4.3134	3.7547	3.3916	2.5867
S1_H_T2631	5.6629	4.7924	4.3324	4.8819	5.1704	3.7547	4.4407	3.6182
S1_H_T2642	2.5867	3.2876	5.7539	5.6771	5.3566	5.9055	4.4896	3.3426
S1_H_T2646	7.2854	6.9889	6.818	6.6012	6.4614	5.4416	4.7919	3.1391
S1_H_T265	5.4815	6.3067	7.1332	7.3181	7.2183	6.7331	5.7717	3.7385
S1_H_T2665	5.318	4.9682	5.9123	5.6407	5.7714	5.2842	4.0426	2.5867
S1_H_T2668	3.6276	4.9119	5.3286	5.1644	5.2665	5.391	4.5368	3.4522
S1_H_T2686	4.2885	4.4416	5.187	5.4851	5.1704	4.6715	4.0426	2.5867
S1_H_T2693	2.5867	3.2876	4.7898	5.4851	5.5216	5.671	3.8314	2.8496
S1_H_T2694	5.2287	5.0223	5.882	5.6771	5.7043	5.391	4.67	3.0489
S1_H_T2703	5.4815	4.5189	4.9735	4.1703	4.2205	3.3925	3.6712	2.5867
S1_H_T2721	3.8831	4.9119	5.4576	5.5256	5.634	5.0432	4.6269	3.0947
S1_H_T2726	3.8831	4.9682	7.2683	7.2593	7.5967	8.0831	6.6369	5.8019
S1_H_T2746	4.2885	5.6567	6.7013	6.4827	6.9114	6.1381	5.0417	3.2646
S1_H_T2758	6.8935	6.6878	6.2095	6.1869	5.7714	5.671	5.1968	3.1391
S1_H_T276	2.9208	4.4416	5.72	5.5256	5.5216	5.5836	3.9756	2.5867
S1_H_T2764	2.5867	2.5867	4.3324	4.6813	5.1198	5.7535	4.168	2.9527
S1_H_T2772	5.593	5.0223	4.7229	4.5303	3.6367	2.5867	2.5867	2.5867
S1_H_T2777	6.7242	5.8783	5.787	5.4434	4.9564	4.1693	4.3377	2.6797
S1_H_T278	5.274	5.2205	5.5375	5.1644	4.4831	4.1693	2.9073	2.5867
S1_H_T2789	2.9208	4.0827	5.9711	5.6407	6.0931	6.1684	5.2545	4.0946
S1_H_T2805	3.3171	5.3102	5.882	5.7127	5.2192	4.8318	3.9756	2.5867
S1_H_T2806	3.1325	5.0744	6.304	5.9692	6.3561	6.5141	5.226	4.2239
S1_H_T2822	5.3606	5.4745	5.4159	4.8181	4.2205	4.6715	4.1066	2.8496
S1_H_T2838	3.4807	4.0827	5.187	5.4851	4.9564	5.1073	4.8303	2.8496
S1_H_T2839	4.3743	5.3102	6.4964	5.9092	6.2659	6.0753	4.8303	2.5867
S1_H_T284	4.2885	4.4416	5.851	5.9692	6.2186	6.0098	5.226	3.8495
S1_H_T2843	2.5867	2.6264	4.7898	4.8819	5.4415	5.4905	3.6712	3.0016
S1_H_T2852	2.5867	4.0827	5.4576	5.4005	5.4415	5.793	4.2833	3.3801
S1_H_T2853	6.7242	6.5836	6.818	6.5233	6.597	6.4661	5.6904	4.304
S1_H_T2878	5.9126	5.6905	5.187	4.8181	4.8976	4.1693	3.4909	2.5867
S1_H_T2885	4.8638	5.4352	5.2358	4.7513	4.9564	4.1693	4.2833	2.5867
S1_H_T289	4.6047	4.7288	5.6133	5.2148	5.013	5.1687	4.5368	3.224
S1_H_T2906	7.109	6.9335	6.911	6.7792	6.3561	6.0098	5.5819	4.0719
S1_H_T2911	5.2287	5.6567	6.2337	5.9092	5.2192	5.793	4.8678	3.0947
S1_H_T2944	5.5197	5.4745	6.414	6.462	6.0931	6.3114	4.9746	3.0489
S1_H_T2948	6.2667	5.9358	5.4576	5.4434	5.3123	4.9058	4.1066	3.0947
S1_H_T2950	7.0053	6.7209	6.5743	6.0267	5.7714	5.2276	4.0426	2.9527
S1_H_T2957	2.5867	2.5867	3.3401	4.3615	5.2192	6.1982	3.7535	3.6492
S1_H_T299	5.1819	4.7924	5.4159	5.5256	5.3997	4.9762	3.7535	2.6183
S1_H_T2996	6.1741	5.8183	5.4576	5.3563	4.4831	4.584	3.6712	2.5867
S1_H_T3021	5.8541	5.1734	4.4195	4.943	4.0144	3.3925	3.1697	2.5867
S1_H_T3023	6.9364	7.0553	7.0402	7.1075	6.5014	6.7127	5.5592	3.5209
S1_H_T303	5.593	5.9358	6.4558	5.9092	5.5975	5.2842	4.4896	3.1821
S1_H_T3033	5.0835	5.1734	5.5759	4.6078	5.1704	4.7539	3.3916	2.5867
S1_H_T3062	2.5867	2.6264	4.7229	5.3106	5.9266	6.6278	5.0741	4.4696
S1_H_T3071	4.6047	4.5189	5.4576	5.0579	4.8363	4.2847	3.4909	2.5867
S1_H_T3079	4.2885	5.3102	6.5359	6.2607	6.1446	6.3648	5.6263	4.2031
S1_H_T309	5.6966	5.6567	5.1365	5.565	5.1198	4.1693	3.6712	2.6797
S1_H_T3097	4.922	4.6621	5.6133	4.6078	3.6367	4.3915	3.7535	2.5867
S1_H_T3104	2.5867	3.7392	4.5792	5.6771	5.1704	5.2842	3.5839	2.5867
S1_H_T3125	5.7617	4.8534	5.2829	4.8819	5.1198	4.491	2.9073	2.5867
S1_H_T317	6.605	6.7209	7.1962	7.0251	6.8965	6.6919	6.0575	4.7528
S1_H_T3170	6.1255	5.1734	4.9149	4.943	3.8992	4.1693	2.5867	2.5867
S1_H_T3171	4.4552	4.7924	6.6661	6.398	6.4202	6.5141	4.8303	3.3801
S1_H_T3179	3.761	5.2661	6.1598	5.9092	5.7382	5.671	4.8678	3.8225
S1_H_T3187	3.761	4.9682	6.281	5.8782	6.1446	6.1982	5.1368	3.487
S1_H_T3198	5.4021	4.9682	4.8537	4.6078	4.7052	3.3925	4.0426	2.5867
S1_H_T3203	2.6725	3.7392	5.1365	4.8819	5.3997	6.1982	4.5368	3.4522
S1_H_T3209	6.3747	6.4518	6.055	6.5233	5.7714	5.2842	3.9756	2.5867
S1_H_T3210	5.6284	4.9119	5.1365	4.2691	3.7739	2.5867	3.0445	2.5867
S1_H_T3215	6.4158	6.5655	7.28	6.8447	6.8965	6.3908	5.9912	4.0488
S1_H_T3237	3.6276	4.7288	6.7356	6.8124	6.7873	7.0911	6.1667	4.2031
S1_H_T3242	7.045	6.2848	6.3927	6.1354	5.7043	5.5836	4.8303	3.3041
S1_H_T3243	6.2667	6.7044	7.4446	7.3747	7.3338	7.4035	6.5241	4.9649
S1_H_T3247	3.761	3.7392	5.787	5.7812	5.7382	5.7129	4.4407	2.7386
S1_H_T3248	6.4752	6.7044	7.3591	7.4815	7.2887	6.8688	5.44	3.487
S1_H_T325	2.5867	2.5867	4.5015	5.1121	4.8976	5.7535	3.6712	2.5867
S1_H_T3261	7.3397	6.9335	6.6838	6.0547	5.4415	5.9758	5.0417	3.4522
S1_H_T3282	2.5867	2.5867	4.4195	4.2691	5.1198	5.9758	3.6712	2.5867
S1_H_T3288	4.8033	4.9682	5.6853	5.2148	4.8976	4.7539	3.3916	2.5867
S1_H_T3295	6.1741	5.6567	5.4981	5.3563	5.0674	4.9058	4.5368	2.7952
S1_H_T3309	3.1325	3.2876	5.3729	5.6034	5.3997	5.7535	4.6269	2.8496
S1_H_T3311	4.8638	5.6905	5.72	5.0016	4.7052	4.1693	3.8314	2.5867
S1_H_T3318	5.4423	5.5502	5.3286	4.6078	5.013	4.491	4.1066	2.5867
S1_H_T3325	5.4815	5.7874	5.6853	5.8143	5.6696	4.6715	4.7118	2.5867
S1_H_T3331	6.908	6.6539	6.5359	6.5627	6.5211	5.9055	5.5592	3.6796
S1_H_T3336	6.8642	6.3914	6.1598	5.8466	4.1211	3.9065	2.5867	2.5867
S1_H_T3337	6.15	5.6905	5.0299	5.0016	4.1211	2.9079	2.5867	2.5867
S1_H_T3339	4.8033	5.4352	5.6853	5.3563	4.4008	4.8318	3.8314	2.5867
S1_H_T3343	4.2885	5.6567	6.7013	6.4827	6.9114	6.1381	5.0417	3.2646
S1_H_T3347	3.1325	3.099	5.1365	5.1644	5.7714	5.5836	4.4896	3.0489
S1_H_T3362	5.6284	5.3102	5.3286	5.3563	4.8363	4.2847	3.3916	2.5867
S1_H_T3368	3.4807	4.7924	5.2829	5.6407	5.1704	5.5378	4.8303	2.6797
S1_H_T3374	5.593	5.7235	5.9123	5.7473	5.2192	4.6715	3.3916	2.5867
S1_H_T3379	5.274	4.6621	5.7539	5.1644	5.7043	5.3386	3.9053	2.9021
S1_H_T3386	7.9895	8.0281	8.2201	7.9518	7.511	7.5606	6.9652	5.2744
S1_H_T339	4.9778	5.3102	5.787	5.4005	5.3997	5.1687	4.3901	3.224
S1_H_T3393	3.8831	4.1811	5.882	5.4851	5.0674	5.671	4.168	2.5867
S1_H_T3394	2.9208	4.3599	5.6133	4.8819	4.8363	4.7539	3.7535	2.5867
S1_H_T3401	5.6966	5.9073	6.1084	6.3079	5.5975	5.2276	4.4407	2.9021
S1_H_T3409	2.5867	2.5867	5.8194	5.8466	6.2186	7.1225	5.3894	4.5703
S1_H_T3434	5.9962	6.1208	6.1598	5.8466	5.3997	5.1687	4.4407	2.9527
S1_H_T3440	5.6629	5.3531	5.851	5.9092	5.6696	5.628	5.0085	2.8496
S1_H_T345	5.274	5.7558	6.1343	6.4827	6.289	6.2273	5.31	3.6182
S1_H_T3456	4.2885	4.7288	5.7539	5.1121	5.1704	5.1073	3.9053	2.8496
S1_H_T3457	5.6966	5.3102	5.0842	4.8181	5.013	3.5849	2.7558	2.5867
S1_H_T3466	3.8831	4.5923	5.0299	5.4851	5.2665	5.0432	4.168	2.8496
S1_H_T3492	6.1255	6.0958	6.1084	5.6034	5.2665	4.9058	4.7118	2.9021
S1_H_T3494	4.4552	4.8534	5.8194	5.9692	5.634	5.4416	5.1058	2.9527
S1_H_T3504	6.3109	5.7558	5.9996	5.6034	5.3123	4.8318	4.4896	2.8496
S1_H_T3505	5.318	5.2661	5.882	5.6407	4.9564	5.0432	4.7118	2.5867
S1_H_T3509	6.023	5.5865	5.4981	5.1644	5.1704	4.6715	3.9756	2.5867
S1_H_T3510	5.824	5.9637	5.882	5.8782	5.9266	5.1073	4.5368	3.3426
S1_H_T3519	6.1978	5.5865	5.9996	5.2148	5.013	5.0432	4.168	3.2646
S1_H_T3522	5.5197	5.8486	5.5759	4.7513	3.6367	3.3925	2.5867	2.5867
S1_H_T3525	5.9126	5.1248	5.9996	5.7812	5.6696	4.9058	4.3377	3.0489
S1_H_T3530	6.2441	6.7209	7.2327	7.0392	6.6335	6.4903	5.648	4.0253
S1_H_T3569	3.9956	4.4416	5.5375	5.2148	5.2665	4.9762	3.7535	2.5867
S1_H_T3572	5.7295	5.8183	6.055	5.7473	5.0674	4.491	3.9053	2.6797
S1_H_T360	3.8831	4.5923	5.4981	5.8782	5.7382	5.0432	3.8314	2.5867
S1_H_T3609	4.1973	5.0223	5.4159	5.4005	5.56	4.8318	3.9756	2.7952
S1_H_T3618	5.3606	5.2205	5.787	5.8143	5.1704	5.8689	4.5826	3.0016
S1_H_T3624	5.274	5.3531	5.5375	5.3563	4.3134	4.9058	3.9756	2.5867
S1_H_T3647	5.8541	5.8183	6.6838	6.675	6.5014	6.3908	5.7518	4.2443
S1_H_T3649	5.3606	6.018	6.7856	6.7624	6.6866	6.4661	5.7112	3.8225
S1_H_T3705	4.1	5.1248	5.4159	5.8466	5.5216	4.0439	4.1066	2.5867
S1_H_T372	2.5867	2.5867	4.7898	5.5256	5.8665	6.7928	3.8314	3.1821
S1_H_T3720	5.4021	4.7288	4.9149	5.4851	4.8363	4.2847	3.3916	2.5867
S1_H_T3725	6.1978	6.2398	6.8497	6.398	5.8665	5.9411	5.31	4.0253
S1_H_T3729	6.7077	6.7372	7.0402	6.441	6.4409	5.7129	5.2825	4.0946
S1_H_T3731	4.3743	4.7288	5.4981	5.2635	4.561	4.1693	3.8314	2.6183
S1_H_T3742	4.1973	4.9119	5.942	5.9092	5.5216	5.7129	4.3377	3.0016
S1_H_T3755	4.3743	5.2205	6.6118	6.2365	6.4409	6.3114	5.0085	3.5209
S1_H_T3762	3.761	4.4416	5.942	6.2119	6.1191	6.5141	5.44	3.7951
S1_H_T3768	6.3747	6.4518	6.7356	6.6012	6.1944	5.2842	4.2268	2.8496
S1_H_T3783	4.8033	4.9682	5.2829	5.1644	5.8665	5.7535	4.9043	3.0489
S1_H_T379	6.5135	6.4118	6.055	6.109	5.7382	4.9058	4.7524	3.3801
S1_H_T3790	5.6966	5.2661	5.2829	5.1644	4.4008	4.9058	3.4909	2.5867
S1_H_T3802	4.8638	5.0744	5.5375	5.6407	4.8363	5.2842	4.0426	2.5867
S1_H_T3810	6.6227	6.5098	6.8339	6.398	6.3991	5.7535	5.1368	3.7385
S1_H_T3813	5.7932	5.9911	6.7356	7.2351	6.6154	6.7533	4.9043	3.2646
S1_H_T3824	5.9126	5.8783	6.3267	6.398	5.7043	5.4905	4.67	2.9527
S1_H_T3829	5.318	5.5865	6.1849	5.7473	5.4415	5.5378	3.9756	2.5867
S1_H_T3840	5.6284	5.5865	4.9149	4.8819	4.2205	4.8318	3.7535	2.5867
S1_H_T3841	5.0316	5.2661	6.5359	6.0267	6.0397	6.0753	4.7524	2.7952
S1_H_T3849	4.6047	5.2661	6.2337	4.943	5.1704	4.3915	2.7558	2.5867
S1_H_T3850	7.0837	6.9193	6.8339	6.2845	5.5216	4.0439	3.2849	2.5867
S1_H_T3862	4.6047	5.4352	5.187	5.0579	5.1198	4.3915	3.6712	2.5867
S1_H_T3864	4.7401	4.2733	5.0842	5.6407	5.013	5.1687	3.3916	2.5867
S1_H_T3873	5.824	5.7558	5.9996	5.9982	5.8665	5.671	4.9043	2.8496
S1_H_T3879	3.1325	4.5189	5.5375	5.1644	5.3566	4.491	4.1066	2.5867
S1_H_T389	6.3109	6.2398	6.9984	6.8286	6.5404	6.2839	5.9568	4.117
S1_H_T3896	6.6911	6.4907	6.7691	6.376	5.4415	4.2847	3.4909	2.5867
S1_H_T3899	5.6629	5.7558	5.9711	5.5256	5.3566	5.2276	4.67	3.0489
S1_H_T3903	9.1552	9.0699	9.053	8.4602	7.8112	7.2976	6.6369	4.8627
S1_H_T3923	5.7932	5.3531	5.2358	5.5256	4.8363	4.9762	3.9053	2.9021
S1_H_T393	4.8033	5.1248	5.8194	5.9692	5.5975	5.7129	4.7524	3.6182
S1_H_T3937	5.1819	5.4745	6.0819	6.1354	6.0397	5.9055	5.0417	3.5541
S1_H_T3950	4.922	5.3102	5.72	5.6034	5.3123	5.3386	4.3901	2.5867
S1_H_T3961	5.274	5.4352	5.187	5.2635	4.561	3.5849	3.4909	2.5867
S1_H_T3971	5.6966	5.2205	4.9149	4.2691	4.0144	2.9079	2.5867	2.5867
S1_H_T3979	5.5568	5.6567	6.055	5.8466	5.7043	5.7535	4.4896	3.0016
S1_H_T398	5.3606	5.5865	6.1598	6.331	5.634	5.5378	4.67	2.6797
S1_H_T3980	3.3171	3.2876	5.6853	5.565	5.013	4.8318	3.2849	2.5867
S1_H_T3981	5.318	5.4745	5.72	5.4851	4.8976	5.391	4.7524	3.4166
S1_H_T3986	5.941	5.9637	6.1343	6.4827	5.8038	5.2842	4.4407	2.5867
S1_H_T3987	4.922	5.7235	5.3729	5.4434	4.7052	4.2847	3.9756	2.5867
S1_H_T3997	2.5867	2.5867	4.0346	3.9499	5.3123	6.0429	4.168	3.7951
S1_H_T4009	7.329	7.2606	7.0125	6.462	6.6514	5.7129	5.7518	3.8225
S1_H_T4019	2.5867	2.5867	4.5792	4.1703	5.56	5.793	3.4909	2.5867
S1_H_T4030	5.6629	5.0223	5.882	5.565	5.634	5.5836	4.7118	3.2646
S1_H_T4036	5.5568	5.0744	5.9123	5.1121	5.2665	5.2842	4.5368	3.0489
S1_H_T4040	7.8393	7.5364	7.3144	6.9527	6.5014	6.4163	5.1058	3.876
S1_H_T4046	3.761	4.7924	5.6853	5.0579	5.4821	5.5378	4.2833	3.0489
S1_H_T4050	2.6725	4.2733	5.3286	5.6771	5.5975	5.391	3.8314	3.3041
S1_H_T4062	2.5867	2.882	4.1409	4.7513	5.2665	5.5378	3.3916	3.224
S1_H_T4063	2.6725	3.099	6.1343	5.6034	5.8355	6.7331	5.0085	3.0489
S1_H_T4078	2.5867	3.099	5.4576	5.7473	5.9843	6.5834	4.3377	2.9021
S1_H_T4082	6.4557	6.432	6.7525	6.62	6.3778	6.1381	5.648	3.9772
S1_H_T4084	5.824	5.7874	5.9123	5.3563	5.4415	4.8318	4.3901	2.5867
S1_H_T4087	3.3171	4.0827	5.0842	5.8143	5.7043	5.793	4.5826	3.0947
S1_H_T4096	6.5323	6.6539	6.7013	6.398	5.2192	5.3386	4.67	2.9527
S1_H_T4098	5.1335	5.4745	6.0276	6.5031	6.7039	6.6278	5.6043	4.2443
S1_H_T4106	8.2271	7.9604	8.0049	7.6559	7.7707	7.2976	6.8104	5.4521
S1_H_T4113	5.593	5.3947	5.942	5.7127	5.0674	4.7539	3.1697	2.5867
S1_H_T4127	2.5867	2.5867	2.5867	2.5867	2.6405	5.793	2.5867	2.5867
S1_H_T4140	5.318	5.3531	6.2095	5.9395	5.2665	5.5836	4.8303	3.3041
S1_H_T4143	3.3171	4.2733	5.2358	5.3106	5.4415	5.391	4.168	2.8496
S1_H_T4145	2.9208	2.882	5.4576	5.1644	5.56	5.671	4.9399	3.9526
S1_H_T4147	6.4557	6.3497	6.7186	6.6386	6.5211	6.2839	5.2825	3.6796
S1_H_T4157	5.4815	5.1734	5.187	4.8181	4.2205	4.0439	2.5867	2.5867
S1_H_T4161	5.274	5.0744	5.5375	4.7513	4.8976	4.2847	3.5839	2.5867
S1_H_T4162	5.0835	5.1248	6.5163	6.2119	6.1446	6.4414	5.226	4.0253
S1_H_T417	5.593	6.0958	6.2575	5.3106	5.2192	4.8318	4.5826	2.5867
S1_H_T4184	6.9364	6.7372	6.6118	6.3536	6.3117	6.3114	5.4889	4.3234
S1_H_T4191	5.1335	6.0703	6.4351	5.9092	5.5975	5.1687	4.4896	2.5867
S1_H_T4192	5.274	5.6905	5.851	5.2148	5.4415	5.3386	3.4909	2.7386
S1_H_T4200	2.6725	3.6038	5.4576	5.5256	5.3566	5.5378	4.4407	2.9021
S1_H_T4217	5.6284	5.2205	5.72	5.0579	5.2192	4.8318	3.5839	2.5867
S1_H_T422	8.4209	8.0736	7.8953	7.4184	6.9262	6.8871	6.2256	5.2645
S1_H_T4225	4.922	4.9682	5.5375	5.1121	4.9564	4.6715	2.9073	2.5867
S1_H_T4236	5.1819	5.3102	5.8194	6.0267	5.3123	5.0432	3.9756	2.5867
S1_H_T4238	3.8831	4.1811	5.5759	5.4005	4.4831	4.9058	3.4909	2.5867
S1_H_T4255	7.058	7.0423	6.9842	6.62	6.3778	6.1381	5.1058	3.4522
S1_H_T4264	5.9689	5.3102	4.5015	5.2635	4.4008	4.2847	3.7535	2.5867
S1_H_T4266	5.593	5.5865	5.72	4.8819	5.013	4.1693	3.5839	2.5867
S1_H_T427	2.5867	2.5867	3.7953	3.6897	5.0674	5.9411	3.6712	2.5867
S1_H_T43	5.5197	4.8534	5.2829	4.8181	4.4831	4.3915	3.6712	2.5867
S1_H_T4301	7.3713	7.2606	6.9554	6.892	6.9553	6.1684	5.7112	3.6492
S1_H_T4302	6.1741	6.1696	6.3267	6.376	6.0667	5.5836	5.0085	3.3801
S1_H_T432	5.593	5.4352	4.3324	4.4483	3.7739	3.1705	2.5867	2.5867
S1_H_T4321	3.4807	2.882	5.6133	5.6407	5.1704	4.8318	4.0426	2.5867
S1_H_T4327	5.9689	5.9637	6.281	6.3079	5.7714	5.628	5.226	3.6182
