id,dg
S0_M_T658,0.358
S0_M_T659,0.35942
S0_M_T660,0.28944
S0_M_T662,0.46081
S0_M_T665,0.37791
S0_M_T667,0.30404
S0_M_T668,0.48995
S0_M_T67,0.38826
S0_M_T670,0.33821
S0_M_T671,0.25907
S0_M_T672,0.46388
S0_M_T676,0.4639
S0_M_T677,0.51658
S0_M_T681,0.44681
S0_M_T682,0.32524
S0_M_T683,0.38585
S0_M_T686,0.45094
S0_M_T687,0.39802
S0_M_T688,0.31193
S0_M_T696,0.30463
S0_M_T697,0.37322
S0_M_T698,0.28472
S0_M_T70,0.38826
S0_M_T704,0.3335
S0_M_T708,0.4524
S0_M_T709,0.38158
S0_M_T711,0.35778
S0_M_T713,0.51513
S0_M_T715,0.32988
S0_M_T718,0.38604
S0_M_T72,0.43878
S0_M_T720,0.32627
S0_M_T722,0.42808
S0_M_T724,0.29228
S0_M_T725,0.25085
S0_M_T729,0.35904
S0_M_T730,0.38025
S0_M_T733,0.33132
S0_M_T734,0.4796
S0_M_T736,0.40737
S0_M_T738,0.34718
S0_M_T74,0.38282
S0_M_T742,0.34325
S0_M_T744,0.25875
S0_M_T746,0.37061
S0_M_T747,0.37281
S0_M_T753,0.26637
S0_M_T754,0.37927
S0_M_T760,0.30701
S0_M_T763,0.36478
S0_M_T765,0.50741
S0_M_T769,0.29947
S0_M_T770,0.50276
S0_M_T772,0.30938
S0_M_T773,0.38745
S0_M_T775,0.37012
S0_M_T776,0.29896
S0_M_T779,0.38273
S0_M_T785,0.13091
S0_M_T791,0.50684
S0_M_T792,0.44106
S0_M_T799,0.50948
S0_M_T8,0.31552
S0_M_T802,0.52418
S0_M_T805,0.22327
S0_M_T807,0.30296
S0_M_T809,0.39166
S0_M_T81,0.42582
S0_M_T814,0.38997
S0_M_T825,0.48398
S0_M_T828,0.42656
S0_M_T829,0.32394
S0_M_T831,0.28336
S0_M_T833,0.37757
S0_M_T834,0.40632
S0_M_T838,0.36288
S0_M_T840,0.47519
S0_M_T844,0.43819
S0_M_T845,0.45312
S0_M_T847,0.5308
S0_M_T848,0.277
S0_M_T849,0.29121
S0_M_T857,0.31161
S0_M_T859,0.42147
S0_M_T861,0.4221
S0_M_T865,0.48616
S0_M_T867,0.47369
S0_M_T868,0.37989
S0_M_T874,0.36015
S0_M_T877,0.44117
S0_M_T879,0.337
S0_M_T882,0.35111
S0_M_T887,0.39596
S0_M_T891,0.32272
S0_M_T894,0.45413
S0_M_T895,0.40609
S0_M_T896,0.31753
S0_M_T9,0.38812
S0_M_T901,0.27516
S0_M_T902,0.46383
S0_M_T903,0.31726
S0_M_T906,0.33827
S0_M_T909,0.28526
S0_M_T911,0.35759
S0_M_T912,0.35833
S0_M_T920,0.39208
S0_M_T922,0.33495
S0_M_T925,0.3823
S0_M_T926,0.30797
S0_M_T931,0.42181
S0_M_T940,0.35328
S0_M_T946,0.2846
S0_M_T948,0.33957
S0_M_T952,0.38234
S0_M_T953,0.30364
S0_M_T954,0.53747
S0_M_T955,0.37407
S0_M_T956,0.49969
S0_M_T961,0.33755
S0_M_T964,0.46573
S0_M_T965,0.41903
S0_M_T966,0.43759
S0_M_T967,0.39186
S0_M_T970,0.43169
S0_M_T976,0.45119
S0_M_T980,0.29997
S0_M_T983,0.41234
S0_M_T985,0.42
S0_M_T986,0.32851
S0_M_T987,0.45659
S0_M_T994,0.40904
S0_M_T998,0.44184
S1_H_T10,0.28853
S1_H_T100,0.35585
S1_H_T1003,0.52871
S1_H_T1011,0.3703
S1_H_T1017,0.28775
S1_H_T1018,0.40753
S1_H_T1023,0.4095
S1_H_T1025,0.36482
S1_H_T1027,0.36571
S1_H_T1028,0.30892
S1_H_T1030,0.50283
S1_H_T1031,0.4625
S1_H_T1039,0.55548
S1_H_T104,0.48353
S1_H_T1048,0.32266
S1_H_T1051,0.45574
S1_H_T1062,0.36772
S1_H_T1070,0.29994
S1_H_T1071,0.3548
S1_H_T1072,0.38779
S1_H_T1073,0.38449
S1_H_T1074,0.34489
S1_H_T1075,0.49308
S1_H_T1079,0.30672
S1_H_T108,0.38893
S1_H_T1084,0.30274
S1_H_T1086,0.47565
S1_H_T1092,0.30124
S1_H_T1094,0.45534
S1_H_T1095,0.45128
S1_H_T1102,0.43308
S1_H_T111,0.52316
S1_H_T1112,0.38115
S1_H_T1115,0.39472
S1_H_T1118,0.40443
S1_H_T1120,0.23779
S1_H_T1122,0.46691
S1_H_T1125,0.47233
S1_H_T1126,0.36377
S1_H_T1141,0.33476
S1_H_T1145,0.32165
S1_H_T1146,0.32532
S1_H_T1150,0.2952
S1_H_T1152,0.36233
S1_H_T1153,0.23986
S1_H_T1158,0.48268
S1_H_T1159,0.36152
S1_H_T1161,0.3843
S1_H_T1164,0.29706
S1_H_T1166,0.39232
S1_H_T1167,0.51097
S1_H_T117,0.40187
S1_H_T1171,0.2809
S1_H_T1174,0.29665
S1_H_T1175,0.35703
S1_H_T118,0.30154
S1_H_T119,0.32406
S1_H_T1191,0.30826
S1_H_T1193,0.37203
S1_H_T1195,0.38332
S1_H_T1198,0.43345
S1_H_T12,0.36225
S1_H_T1201,0.37739
S1_H_T1202,0.33512
S1_H_T1209,0.29563
S1_H_T1211,0.34862
S1_H_T1217,0.33885
S1_H_T1218,0.27075
S1_H_T1222,0.42306
S1_H_T1228,0.48997
S1_H_T1230,0.33468
S1_H_T1234,0.41858
S1_H_T1235,0.2958
S1_H_T1236,0.29538
S1_H_T1238,0.41109
S1_H_T1243,0.4165
S1_H_T1245,0.40108
S1_H_T1247,0.3803
S1_H_T1248,0.39108
S1_H_T1249,0.34841
S1_H_T1251,0.34684
S1_H_T1261,0.33884
S1_H_T1262,0.4313
S1_H_T1264,0.41349
S1_H_T1265,0.28339
S1_H_T1276,0.28925
S1_H_T1282,0.37487
S1_H_T1283,0.43641
S1_H_T1284,0.29883
S1_H_T1285,0.4265
S1_H_T1287,0.41831
S1_H_T129,0.33321
S1_H_T1293,0.43178
S1_H_T1296,0.48141
S1_H_T1297,0.43279
S1_H_T130,0.31396
S1_H_T1300,0.37879
S1_H_T1305,0.4681
S1_H_T1306,0.38864
S1_H_T1309,0.28549
S1_H_T1311,0.42147
S1_H_T1312,0.3418
S1_H_T1318,0.34527
S1_H_T132,0.46537
S1_H_T1323,0.42636
S1_H_T1324,0.40971
S1_H_T1325,0.47057
S1_H_T1326,0.3255
S1_H_T1328,0.26943
S1_H_T1331,0.46034
S1_H_T1334,0.39955
S1_H_T1336,0.37224
S1_H_T1338,0.4209
S1_H_T1344,0.40608
S1_H_T1350,0.47657
S1_H_T1351,0.38695
S1_H_T1353,0.31014
S1_H_T1364,0.40045
S1_H_T1365,0.28894
S1_H_T1371,0.38691
S1_H_T1372,0.43959
S1_H_T1375,0.32065
S1_H_T1381,0.29978
S1_H_T1383,0.2878
S1_H_T1389,0.37347
S1_H_T1393,0.41101
S1_H_T1395,0.3582
S1_H_T1396,0.40525
S1_H_T1400,0.35555
S1_H_T1401,0.34167
S1_H_T1408,0.39808
S1_H_T141,0.44595
S1_H_T1410,0.41044
S1_H_T1411,0.29747
S1_H_T1412,0.42572
S1_H_T142,0.29485
S1_H_T1420,0.39431
S1_H_T1429,0.34052
S1_H_T1430,0.4239
S1_H_T1437,0.43771
S1_H_T1439,0.38338
S1_H_T144,0.42217
S1_H_T1441,0.28174
S1_H_T1445,0.40724
S1_H_T1454,0.23017
S1_H_T1456,0.29605
S1_H_T1464,0.37721
S1_H_T1473,0.42207
S1_H_T148,0.39256
S1_H_T1485,0.46154
S1_H_T149,0.30863
S1_H_T1490,0.47605
S1_H_T1496,0.33168
S1_H_T15,0.2985
S1_H_T150,0.38316
S1_H_T1500,0.43683
S1_H_T1507,0.43996
S1_H_T1508,0.34954
S1_H_T1515,0.35946
S1_H_T1521,0.34801
S1_H_T1524,0.35705
S1_H_T1525,0.3359
S1_H_T1527,0.45349
S1_H_T153,0.52282
S1_H_T1531,0.49696
S1_H_T1532,0.36729
S1_H_T1533,0.46709
S1_H_T1534,0.36205
S1_H_T1538,0.33929
S1_H_T1540,0.35317
S1_H_T1541,0.29866
S1_H_T1548,0.27671
S1_H_T155,0.39918
S1_H_T1552,0.31105
S1_H_T1557,0.33029
S1_H_T156,0.42453
S1_H_T1571,0.40782
S1_H_T1576,0.34094
S1_H_T1577,0.44748
S1_H_T158,0.30154
S1_H_T1582,0.32669
S1_H_T1586,0.47754
S1_H_T1587,0.2806
S1_H_T1595,0.51062
S1_H_T1597,0.28569
S1_H_T1599,0.3452
S1_H_T1600,0.30407
S1_H_T1601,0.294
S1_H_T1602,0.29865
S1_H_T161,0.42611
S1_H_T1610,0.4292
S1_H_T1613,0.3082
S1_H_T1614,0.46384
S1_H_T1615,0.4883
S1_H_T1620,0.34419
S1_H_T1626,0.35474
S1_H_T1627,0.35323
S1_H_T163,0.45048
S1_H_T1636,0.40136
S1_H_T1637,0.31546
S1_H_T1638,0.35566
S1_H_T164,0.32766
S1_H_T1645,0.31965
S1_H_T1653,0.32259
S1_H_T1659,0.50271
S1_H_T166,0.25341
S1_H_T1666,0.51498
S1_H_T1677,0.35689
S1_H_T168,0.34296
S1_H_T1682,0.37378
S1_H_T1686,0.30429
S1_H_T1690,0.35648
S1_H_T1691,0.38954
S1_H_T1692,0.36389
S1_H_T1694,0.34348
S1_H_T1697,0.34741
S1_H_T1701,0.36733
S1_H_T1704,0.48874
S1_H_T171,0.39251
S1_H_T172,0.33761
S1_H_T1724,0.33835
S1_H_T1725,0.4703
S1_H_T1734,0.30569
S1_H_T1735,0.32144
S1_H_T1736,0.43696
S1_H_T1737,0.52151
S1_H_T174,0.24605
S1_H_T1746,0.34262
S1_H_T175,0.35194
S1_H_T1753,0.38878
S1_H_T1756,0.46907
S1_H_T1758,0.38343
S1_H_T1759,0.32546
S1_H_T176,0.41126
S1_H_T1764,0.37296
S1_H_T1765,0.35729
S1_H_T1766,0.39775
S1_H_T1768,0.26939
S1_H_T177,0.48612
S1_H_T1770,0.3312
S1_H_T1771,0.317
S1_H_T1774,0.42485
S1_H_T1778,0.43482
S1_H_T1779,0.39392
S1_H_T1780,0.48833
S1_H_T1783,0.41332
S1_H_T179,0.50399
S1_H_T1794,0.37445
S1_H_T180,0.44081
S1_H_T1800,0.45304
S1_H_T1811,0.46255
S1_H_T1812,0.44596
S1_H_T1814,0.34292
S1_H_T1824,0.54276
S1_H_T1826,0.46216
S1_H_T1827,0.36585
S1_H_T1830,0.43865
S1_H_T1831,0.30222
S1_H_T1836,0.39671
S1_H_T1841,0.29875
S1_H_T1842,0.35447
S1_H_T1844,0.40336
S1_H_T1847,0.36955
S1_H_T185,0.34134
S1_H_T186,0.40419
S1_H_T1860,0.32847
S1_H_T1862,0.27637
S1_H_T1865,0.30999
S1_H_T1866,0.49949
S1_H_T187,0.5012
S1_H_T1870,0.39762
S1_H_T1874,0.46433
S1_H_T1876,0.46053
S1_H_T188,0.2962
S1_H_T1886,0.47807
S1_H_T1897,0.42286
S1_H_T1898,0.34821
S1_H_T19,0.38751
S1_H_T190,0.4839
S1_H_T1901,0.3214
S1_H_T1906,0.34331
S1_H_T192,0.37814
S1_H_T1921,0.39994
S1_H_T1922,0.33885
S1_H_T1923,0.33439
S1_H_T1924,0.41688
S1_H_T1925,0.46483
S1_H_T1926,0.35135
S1_H_T193,0.44836
S1_H_T1934,0.40575
S1_H_T1935,0.43908
S1_H_T1936,0.41382
S1_H_T195,0.34802
S1_H_T1952,0.38247
S1_H_T1953,0.43047
S1_H_T196,0.43987
S1_H_T1962,0.43267
S1_H_T1965,0.50009
S1_H_T197,0.3967
S1_H_T1970,0.45221
S1_H_T1975,0.33673
S1_H_T1982,0.40663
S1_H_T1985,0.32202
S1_H_T1987,0.28792
S1_H_T199,0.38081
S1_H_T1990,0.31344
S1_H_T1991,0.50435
S1_H_T1994,0.32789
S1_H_T2002,0.49572
S1_H_T2006,0.47104
S1_H_T2008,0.35543
S1_H_T201,0.39539
S1_H_T2012,0.31226
S1_H_T2013,0.45946
S1_H_T2015,0.32269
S1_H_T2017,0.28956
S1_H_T2019,0.36664
S1_H_T2020,0.32711
S1_H_T2025,0.3714
S1_H_T2027,0.25734
S1_H_T2031,0.27342
S1_H_T2032,0.31756
S1_H_T2036,0.34626
S1_H_T2050,0.41267
S1_H_T2055,0.38701
S1_H_T2062,0.39672
S1_H_T2064,0.31707
S1_H_T2066,0.33808
S1_H_T2070,0.34874
S1_H_T2071,0.3105
S1_H_T2075,0.32013
S1_H_T2077,0.30305
S1_H_T208,0.20624
S1_H_T2082,0.34227
S1_H_T2084,0.29223
S1_H_T2086,0.3845
S1_H_T2089,0.46384
S1_H_T2094,0.43068
S1_H_T2095,0.29688
S1_H_T2097,0.3832
S1_H_T2100,0.48326
S1_H_T2105,0.50398
S1_H_T211,0.45863
S1_H_T2113,0.31377
S1_H_T2117,0.37933
S1_H_T2127,0.47462
S1_H_T2129,0.37378
S1_H_T213,0.33809
S1_H_T2130,0.2644
S1_H_T2143,0.34754
S1_H_T2144,0.34323
S1_H_T2147,0.30833
S1_H_T2153,0.42032
S1_H_T2158,0.4818
S1_H_T216,0.30588
S1_H_T2160,0.36968
S1_H_T2163,0.46378
S1_H_T2164,0.47327
S1_H_T2166,0.30627
S1_H_T2167,0.49581
S1_H_T2168,0.33097
S1_H_T2174,0.41018
S1_H_T2181,0.51021
S1_H_T2187,0.42479
S1_H_T2194,0.34905
S1_H_T2195,0.31281
S1_H_T2197,0.34058
S1_H_T2198,0.31505
S1_H_T2200,0.33837
S1_H_T2205,0.38975
S1_H_T2208,0.30081
S1_H_T221,0.41243
S1_H_T2210,0.32542
S1_H_T222,0.4194
S1_H_T2233,0.49127
S1_H_T2234,0.31367
S1_H_T2235,0.46787
S1_H_T2239,0.36977
S1_H_T224,0.53082
S1_H_T2246,0.43919
S1_H_T2250,0.46859
S1_H_T2253,0.46772
S1_H_T2254,0.43937
S1_H_T2258,0.42628
S1_H_T226,0.40573
S1_H_T2261,0.41353
S1_H_T2264,0.34065
S1_H_T2269,0.37398
S1_H_T227,0.45368
S1_H_T2271,0.36174
S1_H_T2272,0.29357
S1_H_T2273,0.39414
S1_H_T228,0.40144
S1_H_T2282,0.29048
S1_H_T2284,0.38578
S1_H_T229,0.46472
S1_H_T2295,0.29124
S1_H_T2296,0.46043
S1_H_T2298,0.37524
S1_H_T2302,0.3134
S1_H_T2303,0.44237
S1_H_T2305,0.48123
S1_H_T2311,0.41743
S1_H_T2313,0.42296
S1_H_T2317,0.37788
S1_H_T2320,0.2966
S1_H_T2323,0.43981
S1_H_T2324,0.31962
S1_H_T2328,0.34615
S1_H_T2330,0.33025
S1_H_T2332,0.43274
S1_H_T2333,0.45019
S1_H_T2334,0.46911
S1_H_T2336,0.44093
S1_H_T2338,0.4281
S1_H_T2342,0.38653
S1_H_T2344,0.36387
S1_H_T2352,0.34297
S1_H_T2353,0.38256
S1_H_T2360,0.2782
S1_H_T2362,0.48531
S1_H_T2364,0.44779
S1_H_T2369,0.32572
S1_H_T2377,0.51178
S1_H_T238,0.38919
S1_H_T2385,0.53418
S1_H_T2387,0.44619
S1_H_T2390,0.50963
S1_H_T2391,0.37707
S1_H_T2393,0.35864
S1_H_T2396,0.42482
S1_H_T2397,0.33079
S1_H_T2398,0.30482
S1_H_T2399,0.38573
S1_H_T24,0.4746
S1_H_T2404,0.43556
S1_H_T2405,0.43914
S1_H_T2408,0.4582
S1_H_T242,0.4232
S1_H_T2420,0.37025
S1_H_T2421,0.3743
S1_H_T2422,0.36012
S1_H_T2427,0.3258
S1_H_T2429,0.40557
S1_H_T2431,0.45144
S1_H_T2432,0.40663
S1_H_T2436,0.41409
S1_H_T2445,0.45748
S1_H_T2446,0.37752
S1_H_T2447,0.28658
S1_H_T2449,0.40069
S1_H_T245,0.30842
S1_H_T2450,0.4386
S1_H_T2451,0.29701
S1_H_T2454,0.30917
S1_H_T2459,0.39401
S1_H_T2462,0.40098
S1_H_T2468,0.2836
S1_H_T2481,0.41308
S1_H_T2482,0.31067
S1_H_T2485,0.45152
S1_H_T2491,0.37167
S1_H_T2495,0.48284
S1_H_T2496,0.29919
S1_H_T2497,0.29856
S1_H_T25,0.28844
S1_H_T2502,0.48351
S1_H_T2507,0.24085
S1_H_T251,0.45056
S1_H_T2511,0.38381
S1_H_T2513,0.46088
S1_H_T2519,0.46014
S1_H_T2520,0.36253
S1_H_T2524,0.29923
S1_H_T2526,0.27143
S1_H_T2531,0.37049
S1_H_T2536,0.35572
S1_H_T2538,0.40353
S1_H_T2539,0.49266
S1_H_T254,0.30618
S1_H_T2543,0.49329
S1_H_T2544,0.41127
S1_H_T2546,0.30817
S1_H_T2547,0.42266
S1_H_T2552,0.46297
S1_H_T2555,0.36748
S1_H_T2559,0.33532
S1_H_T256,0.40058
S1_H_T2561,0.45026
S1_H_T2563,0.40097
S1_H_T2569,0.37483
S1_H_T2572,0.52225
S1_H_T2574,0.29298
S1_H_T2575,0.31108
S1_H_T2577,0.27967
S1_H_T2582,0.39474
S1_H_T2584,0.2576
S1_H_T2588,0.28716
S1_H_T2589,0.53591
S1_H_T2595,0.44584
S1_H_T2602,0.38546
S1_H_T2604,0.31579
S1_H_T261,0.35111
S1_H_T2612,0.33063
S1_H_T2613,0.40314
S1_H_T2616,0.40406
S1_H_T2622,0.33135
S1_H_T2625,0.29479
S1_H_T2629,0.33091
S1_H_T2642,0.36736
S1_H_T2646,0.60408
S1_H_T2649,0.25487
S1_H_T265,0.46772
S1_H_T2652,0.33725
S1_H_T2665,0.45877
S1_H_T2668,0.37288
S1_H_T2669,0.31997
S1_H_T2671,0.34725
S1_H_T2683,0.37953
S1_H_T2686,0.40996
S1_H_T2693,0.45079
S1_H_T2695,0.42794
S1_H_T2696,0.33382
S1_H_T27,0.29686
S1_H_T2721,0.3842
S1_H_T2722,0.40149
S1_H_T2726,0.44246
S1_H_T2730,0.32929
S1_H_T2734,0.39678
S1_H_T2743,0.35695
S1_H_T2745,0.29292
S1_H_T2746,0.49789
S1_H_T2751,0.32674
S1_H_T2752,0.28179
S1_H_T2758,0.3254
S1_H_T276,0.46548
S1_H_T2761,0.36802
S1_H_T2764,0.41689
S1_H_T2765,0.32055
S1_H_T2766,0.39506
S1_H_T2774,0.34614
S1_H_T2775,0.45317
S1_H_T2777,0.46216
S1_H_T278,0.40513
S1_H_T2785,0.27718
S1_H_T2787,0.43487
S1_H_T2788,0.32962
S1_H_T2789,0.40312
S1_H_T279,0.31046
S1_H_T2791,0.4117
S1_H_T2793,0.28315
S1_H_T2797,0.38095
S1_H_T28,0.32196
S1_H_T2805,0.48764
S1_H_T2806,0.44946
S1_H_T2809,0.26967
S1_H_T2812,0.36658
S1_H_T2822,0.37416
S1_H_T2833,0.37237
S1_H_T2835,0.37495
S1_H_T2838,0.43723
S1_H_T2839,0.49388
S1_H_T284,0.48864
S1_H_T2843,0.44188
S1_H_T2844,0.3469
S1_H_T2849,0.30359
S1_H_T2852,0.48125
S1_H_T2853,0.42321
S1_H_T2855,0.27653
S1_H_T2857,0.48568
S1_H_T2862,0.15551
S1_H_T2863,0.44052
S1_H_T2865,0.41561
S1_H_T2868,0.44227
S1_H_T2870,0.1313
S1_H_T2876,0.32497
S1_H_T2878,0.47672
S1_H_T288,0.34573
S1_H_T2881,0.34769
S1_H_T2884,0.31486
S1_H_T2885,0.43029
S1_H_T2889,0.33771
S1_H_T2895,0.28507
S1_H_T290,0.46814
S1_H_T2900,0.44136
S1_H_T2906,0.47568
S1_H_T291,0.38461
S1_H_T2911,0.43741
S1_H_T2918,0.31218
S1_H_T2920,0.30727
S1_H_T2923,0.27619
S1_H_T2924,0.2966
S1_H_T2943,0.37075
S1_H_T2944,0.37213
S1_H_T2948,0.33392
S1_H_T295,0.32675
S1_H_T2950,0.51263
S1_H_T2957,0.1989
S1_H_T2959,0.28621
S1_H_T2960,0.38504
S1_H_T2964,0.30634
S1_H_T2972,0.3942
S1_H_T2973,0.3035
S1_H_T2976,0.30342
S1_H_T2979,0.41977
S1_H_T2982,0.33589
S1_H_T2988,0.3945
S1_H_T2989,0.26396
S1_H_T2996,0.43773
S1_H_T2999,0.38132
S1_H_T30,0.31662
S1_H_T300,0.3814
S1_H_T3001,0.30016
S1_H_T3004,0.42127
S1_H_T3013,0.41451
S1_H_T3014,0.37505
S1_H_T3015,0.31623
S1_H_T3019,0.42942
S1_H_T3020,0.45423
S1_H_T3021,0.40798
S1_H_T3023,0.51674
S1_H_T3025,0.37135
S1_H_T3027,0.30011
S1_H_T303,0.48953
S1_H_T3030,0.28971
S1_H_T3033,0.43447
S1_H_T3034,0.30898
S1_H_T3044,0.36858
S1_H_T3046,0.45069
S1_H_T3049,0.4684
S1_H_T3053,0.27074
S1_H_T3059,0.20323
S1_H_T3062,0.44375
S1_H_T3063,0.47615
S1_H_T3065,0.34119
S1_H_T307,0.36472
S1_H_T3071,0.4264
