id,dg,x0,t0,mse,rsq
S0_M_T138,0.27855,5.3332,1,0.096302,0.88039
S0_M_T140,0.51154,9.0792,1,0.040114,0.9835
S0_M_T142,0.41507,8.8112,1,0.086511,0.9479
S0_M_T145,0.51154,9.0792,1,0.040114,0.9835
S0_M_T148,0.51154,9.0792,1,0.040114,0.9835
S0_M_T149,0.41507,8.8112,1,0.086511,0.9479
S0_M_T15,0.35704,5.9484,1,0.084246,0.93254
S0_M_T150,0.27855,5.3332,1,0.096302,0.88039
S0_M_T152,0.38345,6.9571,1,0.17776,0.88313
S0_M_T153,0.41507,8.8112,1,0.086511,0.9479
S0_M_T155,0.51154,9.0792,1,0.040114,0.9835
S0_M_T156,0.41507,8.8112,1,0.086511,0.9479
S0_M_T157,0.27855,5.3332,1,0.096302,0.88039
S0_M_T159,0.51154,9.0792,1,0.040114,0.9835
S0_M_T161,0.41507,8.8112,1,0.086511,0.9479
S0_M_T162,0.27855,5.3332,1,0.096302,0.88039
S0_M_T164,0.51154,9.0792,1,0.040114,0.9835
S0_M_T169,0.51154,9.0792,1,0.040114,0.9835
S0_M_T170,0.41507,8.8112,1,0.086511,0.9479
S0_M_T171,0.51154,9.0792,1,0.040114,0.9835
S0_M_T172,0.41507,8.8112,1,0.086511,0.9479
S0_M_T173,0.27855,5.3332,1,0.096302,0.88039
S0_M_T175,0.51154,9.0792,1,0.040114,0.9835
S0_M_T176,0.41507,8.8112,1,0.086511,0.9479
S0_M_T177,0.2961,5.4749,1,0.12731,0.86285
S0_M_T179,0.51154,9.0792,1,0.040114,0.9835
S0_M_T180,0.27855,5.3332,1,0.096302,0.88039
S0_M_T181,0.41507,8.8112,1,0.086511,0.9479
S0_M_T182,0.27855,5.3332,1,0.096302,0.88039
S0_M_T19,0.34229,6.2564,1,0.02665,0.97571
S0_M_T191,0.4425,7.5153,1,0.067409,0.96368
S0_M_T192,0.32674,6.4408,1,0.062945,0.93938
S0_M_T193,0.44991,6.7815,1,0.075178,0.96094
S0_M_T194,0.37462,7.6221,1,0.055055,0.95883
S0_M_T195,0.31339,5.6558,1,0.075924,0.92198
S0_M_T198,0.14812,5.577,1,0.26427,0.43131
S0_M_T207,0.43586,6.9632,1,0.057082,0.96816
S0_M_T221,0.14812,5.577,1,0.26427,0.43131
S0_M_T223,0.43586,6.9632,1,0.057082,0.96816
S0_M_T228,0.43586,6.9632,1,0.057082,0.96816
S0_M_T236,0.4425,7.5153,1,0.067409,0.96368
S0_M_T237,0.32553,5.9412,1,0.024119,0.97569
S0_M_T238,0.44991,6.7815,1,0.075178,0.96094
S0_M_T239,0.37462,7.6221,1,0.055055,0.95883
S0_M_T243,0.14812,5.577,1,0.26427,0.43131
S0_M_T244,0.28429,6.6685,1,0.31336,0.70205
S0_M_T245,0.29797,5.6561,1,0.065437,0.92535
S0_M_T252,0.43586,6.9632,1,0.057082,0.96816
S0_M_T259,0.3031,5.8205,1,0.058215,0.93514
S0_M_T26,0.32138,5.7875,1,0.029974,0.96921
S0_M_T261,0.32261,6.2187,1,0.079635,0.92272
S0_M_T263,0.3031,5.8205,1,0.058215,0.93514
S0_M_T265,0.42276,7.3116,1,0.19942,0.89116
S0_M_T266,0.33295,6.0297,1,0.073242,0.93256
S0_M_T268,0.42276,7.3116,1,0.19942,0.89116
S0_M_T270,0.42276,7.3116,1,0.19942,0.89116
S0_M_T271,0.33295,6.0297,1,0.073242,0.93256
S0_M_T289,0.42276,7.3116,1,0.19942,0.89116
S0_M_T29,0.31107,5.4958,1,0.14077,0.86263
S0_M_T291,0.42276,7.3116,1,0.19942,0.89116
S0_M_T292,0.33295,6.0297,1,0.073242,0.93256
S0_M_T296,0.41788,8.1519,1,0.19765,0.88976
S0_M_T298,0.41788,8.1519,1,0.19765,0.88976
S0_M_T299,0.33131,5.7816,1,0.080358,0.92581
S0_M_T31,0.34281,6.3593,1,0.070842,0.9381
S0_M_T32,0.38935,6.2023,1,0.095612,0.93542
S0_M_T321,0.29487,6.046,1,0.14421,0.84635
S0_M_T337,0.323,5.7462,1,0.052874,0.94744
S0_M_T341,0.43113,7.0845,1,0.072988,0.95879
S0_M_T348,0.34287,6.1708,1,0.02251,0.97947
S0_M_T35,0.33208,5.74,1,0.16158,0.86179
S0_M_T351,0.323,5.7462,1,0.052874,0.94744
S0_M_T353,0.31242,5.5909,1,0.11332,0.88724
S0_M_T355,0.46279,8.8443,1,0.36907,0.84131
S0_M_T357,0.31242,5.5909,1,0.11332,0.88724
S0_M_T359,0.46279,8.8443,1,0.36907,0.84131
S0_M_T369,0.3396,6.2128,1,0.13308,0.88786
S0_M_T370,0.3595,5.9695,1,0.074089,0.94096
S0_M_T383,0.36581,6.247,1,0.043524,0.96562
S0_M_T396,0.32195,5.8066,1,0.082981,0.91943
S0_M_T399,0.27892,5.2857,1,0.12,0.85556
S0_M_T400,0.30023,5.7307,1,0.03672,0.95731
S0_M_T403,0.43272,6.8906,1,0.066978,0.96232
S0_M_T407,0.30862,5.4761,1,0.13206,0.86824
S0_M_T42,0.33116,5.7505,1,0.096635,0.91203
S0_M_T427,0.28424,5.4058,1,0.098816,0.88193
S0_M_T428,0.34313,6.0898,1,0.057713,0.94908
S0_M_T431,0.36781,6.4029,1,0.027846,0.97797
S0_M_T432,0.47131,7.7952,1,0.10924,0.94892
S0_M_T459,0.2776,5.2264,1,0.14729,0.82698
S0_M_T46,0.25835,5.459,1,0.089846,0.87157
S0_M_T460,0.41608,8.0369,1,0.072666,0.95607
S0_M_T461,0.31211,6.0649,1,0.13088,0.87179
S0_M_T463,0.44499,7.2573,1,0.094299,0.95046
S0_M_T464,0.38451,6.6773,1,0.10075,0.93059
S0_M_T466,0.41608,8.0369,1,0.072666,0.95607
S0_M_T467,0.40402,6.8583,1,0.079976,0.9491
S0_M_T468,0.42966,7.6213,1,0.194,0.89684
S0_M_T469,0.30481,6.086,1,0.11169,0.88371
S0_M_T47,0.29252,5.6901,1,0.1197,0.86721
S0_M_T470,0.44556,7.6856,1,0.042056,0.97734
S0_M_T471,0.33272,6.4125,1,0.14219,0.87674
S0_M_T474,0.3283,6.2086,1,0.08893,0.91716
S0_M_T475,0.43652,6.4077,1,0.25693,0.87139
S0_M_T478,0.40297,7.1455,1,0.11419,0.92853
S0_M_T480,0.32522,5.8178,1,0.066702,0.93543
S0_M_T481,0.31591,5.7373,1,0.081725,0.91774
S0_M_T482,0.33029,5.9188,1,0.12251,0.89053
S0_M_T489,0.41818,7.3979,1,0.15672,0.91066
S0_M_T491,0.37517,6.5467,1,0.051832,0.96125
S0_M_T497,0.36372,6.5654,1,0.10767,0.9182
S0_M_T499,0.43752,9.253,1,0.19049,0.90177
S0_M_T500,0.29658,7.1378,1,0.17988,0.8171
S0_M_T501,0.3433,6.7484,1,0.15896,0.87135
S0_M_T505,0.37388,6.0133,1,0.12639,0.90994
S0_M_T512,0.27834,7.5226,1,0.20715,0.77359
S0_M_T513,0.48654,8.3288,1,0.30429,0.87665
S0_M_T518,0.25727,6.0464,1,0.14654,0.80494
S0_M_T52,0.29971,5.938,1,0.12501,0.86781
S0_M_T520,0.25727,6.0464,1,0.14654,0.80494
S0_M_T523,0.25727,6.0464,1,0.14654,0.80494
S0_M_T533,0.45359,7.4399,1,0.10037,0.94931
S0_M_T537,0.23044,6.6459,1,0.25708,0.65364
S0_M_T539,0.32463,5.9708,1,0.037575,0.96244
S0_M_T541,0.3015,5.6102,1,0.07266,0.91954
S0_M_T542,0.38361,7.3409,1,0.27748,0.82891
S0_M_T544,0.27123,5.2588,1,0.10605,0.86371
S0_M_T548,0.39282,6.9497,1,0.16294,0.89639
S0_M_T55,0.43878,7.6005,1,0.27328,0.86552
S0_M_T554,0.36309,6.6698,1,0.16283,0.8809
S0_M_T556,0.30636,5.5296,1,0.092403,0.90272
S0_M_T56,0.32149,5.8978,1,0.074257,0.92709
S0_M_T575,0.34727,6.0088,1,0.057401,0.95048
S0_M_T58,0.38826,7.0667,1,0.22768,0.85813
S0_M_T587,0.44327,7.3552,1,0.097473,0.9485
S0_M_T589,0.58194,8.4497,1,0.040893,0.98696
S0_M_T59,0.43878,7.6005,1,0.27328,0.86552
S0_M_T591,0.35118,6.0506,1,0.060059,0.94939
S0_M_T596,0.33562,5.8173,1,0.073359,0.93346
S0_M_T598,0.39855,6.936,1,0.092285,0.94021
S0_M_T601,0.27773,5.3762,1,0.088909,0.88796
S0_M_T614,0.47281,7.9628,1,0.37426,0.84513
S0_M_T618,0.24729,6.3218,1,0.28103,0.66532
S0_M_T620,0.31867,5.6123,1,0.12082,0.88478
S0_M_T624,0.24693,7.4006,1,0.29386,0.65466
S0_M_T63,0.43878,7.6005,1,0.27328,0.86552
S0_M_T630,0.35924,6.1313,1,0.04416,0.9639
S0_M_T633,0.2915,5.4704,1,0.056841,0.93178
S0_M_T635,0.44457,7.2776,1,0.062997,0.96629
S0_M_T638,0.38905,6.8265,1,0.10605,0.92877
S0_M_T64,0.29194,5.5601,1,0.078972,0.90792
S0_M_T640,0.35358,6.2447,1,0.044932,0.96215
S0_M_T642,0.3587,6.115,1,0.075703,0.93949
S0_M_T643,0.3839,6.4458,1,0.055518,0.9604
S0_M_T644,0.38889,6.4607,1,0.04844,0.96613
S0_M_T645,0.3462,6.1058,1,0.028557,0.97458
S0_M_T646,0.20334,7.4011,1,0.15906,0.70369
S0_M_T65,0.30206,5.7552,1,0.043708,0.95018
S0_M_T652,0.46513,8.5769,1,0.39043,0.83505
S0_M_T653,0.3727,6.137,1,0.089223,0.93431
S0_M_T654,0.37529,6.2105,1,0.047571,0.96435
S0_M_T655,0.31892,5.8195,1,0.065863,0.93381
S0_M_T656,0.43208,6.5415,1,0.12493,0.93175
S0_M_T657,0.37602,6.0972,1,0.11834,0.91607
S0_M_T658,0.358,6.1204,1,0.060316,0.95101
S0_M_T659,0.35942,6.177,1,0.049764,0.95954
S0_M_T660,0.28944,5.6434,1,0.064896,0.92183
S0_M_T662,0.46081,8.9627,1,0.14834,0.92896
S0_M_T665,0.37791,6.61,1,0.059748,0.95621
S0_M_T667,0.30404,5.5167,1,0.1527,0.84687
S0_M_T668,0.48995,8.9226,1,0.16087,0.93166
S0_M_T67,0.38826,7.0667,1,0.22768,0.85813
S0_M_T670,0.33821,6.1201,1,0.089697,0.92095
S0_M_T671,0.25907,5.5152,1,0.094063,0.867
S0_M_T672,0.46388,7.2074,1,0.03029,0.98483
S0_M_T676,0.4639,8.0676,1,0.092709,0.95497
S0_M_T677,0.51658,9.742,1,0.074486,0.97035
S0_M_T681,0.44681,7.2882,1,0.083638,0.95615
S0_M_T682,0.32524,5.8412,1,0.086174,0.91813
S0_M_T683,0.38585,7.0091,1,0.090949,0.93732
S0_M_T686,0.45094,8.1585,1,0.17781,0.91265
S0_M_T687,0.39802,6.5112,1,0.031719,0.97855
S0_M_T688,0.31193,6.0103,1,0.086972,0.91088
S0_M_T696,0.30463,5.646,1,0.054439,0.93966
S0_M_T697,0.37322,6.5259,1,0.053325,0.95978
S0_M_T698,0.28472,5.4239,1,0.057766,0.92765
S0_M_T70,0.38826,7.0667,1,0.22768,0.85813
S0_M_T704,0.3335,5.8481,1,0.056596,0.94724
S0_M_T708,0.4524,8.3135,1,0.14458,0.92823
S0_M_T709,0.38158,6.2593,1,0.089554,0.93692
S0_M_T711,0.35778,6.2161,1,0.054723,0.9553
S0_M_T713,0.51513,7.7998,1,0.058137,0.97658
S0_M_T715,0.32988,5.6696,1,0.10469,0.90473
S0_M_T718,0.38604,6.233,1,0.11682,0.92098
S0_M_T72,0.43878,7.6005,1,0.27328,0.86552
S0_M_T720,0.32627,5.9383,1,0.034108,0.96612
S0_M_T722,0.42808,6.784,1,0.086707,0.95076
S0_M_T724,0.29228,5.5645,1,0.067585,0.92031
S0_M_T725,0.25085,5.4906,1,0.053168,0.91535
S0_M_T729,0.35904,6.0168,1,0.10419,0.91872
S0_M_T730,0.38025,6.3895,1,0.069597,0.94995
S0_M_T733,0.33132,6.3658,1,0.10356,0.9064
S0_M_T734,0.4796,7.7163,1,0.055679,0.97419
S0_M_T736,0.40737,7.1233,1,0.18035,0.89369
S0_M_T738,0.34718,5.7435,1,0.2651,0.80597
S0_M_T74,0.38282,7.9137,1,0.28168,0.82618
S0_M_T742,0.34325,7.033,1,0.26657,0.8015
S0_M_T744,0.25875,5.2271,1,0.10003,0.85945
S0_M_T746,0.37061,7.5217,1,0.73346,0.6311
S0_M_T747,0.37281,6.4075,1,0.083527,0.93828
S0_M_T753,0.26637,5.6067,1,0.10719,0.8581
S0_M_T754,0.37927,6.7203,1,0.11933,0.91675
S0_M_T760,0.30701,5.5324,1,0.078992,0.91597
S0_M_T763,0.36478,6.9732,1,0.33841,0.78224
S0_M_T765,0.50741,8.0541,1,0.1265,0.94897
S0_M_T769,0.29947,6.014,1,0.12378,0.86874
S0_M_T770,0.50276,9.0047,1,0.24905,0.90265
S0_M_T772,0.30938,5.8167,1,0.02424,0.97303
S0_M_T773,0.38745,6.848,1,0.1895,0.8786
S0_M_T775,0.37012,6.8025,1,0.19827,0.86324
S0_M_T776,0.29896,6.4761,1,0.57958,0.58486
S0_M_T779,0.38273,6.6876,1,0.068858,0.95106
S0_M_T785,0.13091,5.074,1,1.1166,0.12297
S0_M_T791,0.50684,8.7209,1,0.35704,0.86795
S0_M_T792,0.44106,8.0252,1,0.1855,0.90549
S0_M_T799,0.50948,8.6509,1,0.083171,0.96611
S0_M_T8,0.31552,5.7168,1,0.078529,0.92052
S0_M_T802,0.52418,8.614,1,0.071509,0.9723
S0_M_T805,0.22327,5.6736,1,0.40987,0.52633
S0_M_T807,0.30296,5.9368,1,0.30325,0.73441
S0_M_T809,0.39166,7.1647,1,0.22884,0.85963
S0_M_T81,0.42582,6.6475,1,0.066229,0.96156
S0_M_T814,0.38997,6.6029,1,0.06138,0.95769
S0_M_T825,0.48398,7.3374,1,0.037574,0.98274
S0_M_T828,0.42656,6.8502,1,0.09133,0.94792
S0_M_T829,0.32394,5.7262,1,0.064325,0.93712
S0_M_T831,0.28336,5.6134,1,0.077791,0.90412
S0_M_T833,0.37757,6.3617,1,0.064936,0.95251
S0_M_T834,0.40632,6.3167,1,0.097746,0.93914
S0_M_T838,0.36288,5.8426,1,0.21119,0.85067
S0_M_T840,0.47519,7.2707,1,0.059774,0.97184
S0_M_T844,0.43819,7.4126,1,0.13111,0.93045
S0_M_T845,0.45312,7.3859,1,0.083343,0.95746
S0_M_T847,0.5308,8.2228,1,0.18388,0.93333
S0_M_T848,0.277,5.8256,1,0.13032,0.84323
S0_M_T849,0.29121,5.4008,1,0.086468,0.8996
S0_M_T857,0.31161,5.8875,1,0.071314,0.92559
S0_M_T859,0.42147,7.584,1,0.13496,0.92323
S0_M_T861,0.4221,6.9693,1,0.071175,0.9581
S0_M_T865,0.48616,9.1957,1,0.17385,0.92548
S0_M_T867,0.47369,8.2495,1,0.14855,0.93243
S0_M_T868,0.37989,6.7589,1,0.11016,0.92289
S0_M_T874,0.36015,6.59,1,0.097678,0.92385
S0_M_T877,0.44117,7.9198,1,0.22147,0.88924
S0_M_T879,0.337,6.1485,1,0.040993,0.96199
S0_M_T882,0.35111,5.9598,1,0.088785,0.92693
S0_M_T887,0.39596,6.7319,1,0.093094,0.93897
S0_M_T891,0.32272,6.1759,1,0.10396,0.9015
S0_M_T894,0.45413,7.2273,1,0.098892,0.95013
S0_M_T895,0.40609,7.5386,1,0.30082,0.83356
S0_M_T896,0.31753,5.9124,1,0.080271,0.91984
S0_M_T9,0.38812,6.7774,1,0.07097,0.95096
S0_M_T901,0.27516,5.5727,1,0.047771,0.9354
S0_M_T902,0.46383,7.6746,1,0.20118,0.90714
S0_M_T903,0.31726,5.9639,1,0.059315,0.93941
S0_M_T906,0.33827,6.1956,1,0.057375,0.94797
S0_M_T909,0.28526,5.6328,1,0.077086,0.90605
S0_M_T911,0.35759,6.5769,1,0.1832,0.86443
S0_M_T912,0.35833,6.7403,1,0.14353,0.89098
S0_M_T920,0.39208,6.6395,1,0.073081,0.95054
S0_M_T922,0.33495,6.277,1,0.059655,0.945
S0_M_T925,0.3823,7.085,1,0.41265,0.76392
S0_M_T926,0.30797,5.9959,1,0.15548,0.84786
S0_M_T931,0.42181,7.456,1,0.32301,0.83422
S0_M_T940,0.35328,6.2248,1,0.070247,0.94197
S0_M_T946,0.2846,5.5427,1,0.065556,0.91862
S0_M_T948,0.33957,6.0079,1,0.041243,0.96232
S0_M_T952,0.38234,6.2458,1,0.073085,0.94811
S0_M_T953,0.30364,6.3256,1,0.20945,0.80085
S0_M_T954,0.53747,8.0284,1,0.073044,0.97307
S0_M_T955,0.37407,6.1997,1,0.070089,0.94802
S0_M_T956,0.49969,7.862,1,0.050012,0.97855
S0_M_T961,0.33755,6.0814,1,0.01633,0.98455
S0_M_T964,0.46573,8.4514,1,0.47196,0.80764
S0_M_T965,0.41903,8.2547,1,0.15997,0.90932
S0_M_T966,0.43759,7.8107,1,0.39366,0.81631
S0_M_T967,0.39186,6.636,1,0.072965,0.95056
S0_M_T970,0.43169,6.488,1,0.12241,0.93292
S0_M_T976,0.45119,8.4616,1,0.068788,0.96433
S0_M_T980,0.29997,5.6667,1,0.071979,0.91949
S0_M_T983,0.41234,7.6065,1,0.59973,0.72145
S0_M_T985,0.42,8.2924,1,0.26746,0.85766
S0_M_T986,0.32851,5.9894,1,0.076594,0.92791
S0_M_T987,0.45659,7.7932,1,0.2118,0.89993
S0_M_T994,0.40904,6.9754,1,0.15327,0.90887
S0_M_T998,0.44184,7.7372,1,0.43532,0.8038
S1_H_T10,0.28853,6.4294,1,0.55191,0.57949
S1_H_T100,0.35585,6.2437,1,0.083102,0.93298
S1_H_T1003,0.52871,8.6641,1,0.2982,0.89544
S1_H_T1011,0.3703,6.597,1,0.14557,0.8959
S1_H_T1017,0.28775,5.9272,1,0.078602,0.90587
S1_H_T1018,0.40753,6.7586,1,0.043333,0.97223
S1_H_T1023,0.4095,6.5279,1,0.061388,0.96147
S1_H_T1025,0.36482,6.2005,1,0.081396,0.93726
S1_H_T1027,0.36571,6.1606,1,0.068216,0.94712
S1_H_T1028,0.30892,5.6341,1,0.065607,0.93002
S1_H_T1030,0.50283,7.8444,1,0.097303,0.95958
S1_H_T1031,0.4625,7.4837,1,0.12036,0.94198
S1_H_T1039,0.55548,9.0756,1,0.59921,0.8247
S1_H_T104,0.48353,8.5378,1,0.42294,0.83472
S1_H_T1048,0.32266,5.6498,1,0.15713,0.85821
S1_H_T1051,0.45574,7.906,1,0.2668,0.87672
S1_H_T1062,0.36772,6.4879,1,0.036687,0.97116
S1_H_T1070,0.29994,5.4548,1,0.091385,0.89994
S1_H_T1071,0.3548,5.9386,1,0.085445,0.93084
S1_H_T1072,0.38779,6.1389,1,0.18722,0.88007
S1_H_T1073,0.38449,6.8816,1,0.13022,0.91206
S1_H_T1074,0.34489,6.1158,1,0.036796,0.96725
S1_H_T1075,0.49308,7.8101,1,0.13181,0.94398
S1_H_T1079,0.30672,5.7933,1,0.05975,0.935
S1_H_T108,0.38893,6.9334,1,0.19776,0.87481
S1_H_T1084,0.30274,5.5612,1,0.076095,0.91669
S1_H_T1086,0.47565,7.3237,1,0.041114,0.9805
S1_H_T1092,0.30124,5.8308,1,0.12868,0.86564
S1_H_T1094,0.45534,7.5483,1,0.18413,0.9114
S1_H_T1095,0.45128,7.537,1,0.11191,0.94326
S1_H_T1102,0.43308,6.958,1,0.051937,0.97058
S1_H_T111,0.52316,8.2292,1,0.20047,0.92578
S1_H_T1112,0.38115,6.7896,1,0.12473,0.91409
S1_H_T1115,0.39472,6.8727,1,0.13224,0.91499
S1_H_T1118,0.40443,6.2938,1,0.10304,0.93549
S1_H_T1120,0.23779,5.9538,1,0.51584,0.50035
S1_H_T1122,0.46691,7.3186,1,0.12105,0.9427
S1_H_T1125,0.47233,7.3181,1,0.11107,0.94832
S1_H_T1126,0.36377,6.219,1,0.058757,0.95365
S1_H_T1141,0.33476,5.9851,1,0.040913,0.96157
S1_H_T1145,0.32165,6.2467,1,0.13232,0.8772
S1_H_T1146,0.32532,5.6839,1,0.10026,0.90604
S1_H_T1150,0.2952,5.5696,1,0.05906,0.93094
S1_H_T1152,0.36233,6.8222,1,0.17881,0.87026
S1_H_T1153,0.23986,5.6629,1,0.41287,0.56007
S1_H_T1158,0.48268,7.3273,1,0.019202,0.99106
S1_H_T1159,0.36152,6.7047,1,0.11149,0.9146
S1_H_T1161,0.3843,6.6038,1,0.033419,0.97583
S1_H_T1164,0.29706,5.5656,1,0.039737,0.95303
S1_H_T1166,0.39232,6.4248,1,0.054888,0.96243
S1_H_T1167,0.51097,7.6822,1,0.058933,0.97589
S1_H_T117,0.40187,7.1742,1,0.18482,0.88868
S1_H_T1171,0.2809,5.3748,1,0.093425,0.88527
S1_H_T1174,0.29665,5.6471,1,0.069618,0.92031
S1_H_T1175,0.35703,6.2856,1,0.053688,0.95593
S1_H_T118,0.30154,6.3247,1,0.22162,0.7894
S1_H_T119,0.32406,5.9633,1,0.071541,0.9306
S1_H_T1191,0.30826,5.8607,1,0.09851,0.89809
S1_H_T1193,0.37203,6.5712,1,0.048857,0.9628
S1_H_T1195,0.38332,7.2339,1,0.42108,0.76121
S1_H_T1198,0.43345,7.2549,1,0.1209,0.9342
S1_H_T12,0.36225,6.4597,1,0.13151,0.90115
S1_H_T1201,0.37739,6.463,1,0.068666,0.94987
S1_H_T1202,0.33512,5.9361,1,0.067991,0.93785
S1_H_T1209,0.29563,5.8453,1,0.14771,0.84388
S1_H_T1211,0.34862,6.427,1,0.17429,0.86433
S1_H_T1217,0.33885,5.9796,1,0.061803,0.94436
S1_H_T1218,0.27075,5.2213,1,0.12788,0.83966
S1_H_T1222,0.42306,6.9089,1,0.076593,0.95525
S1_H_T1228,0.48997,7.9306,1,0.21469,0.91084
S1_H_T1230,0.33468,5.7947,1,0.081758,0.92601
