id,dg,x0,t0
S1_L_T18668,0.60059,8.3956,1
S1_L_T18685,0.57636,8.0159,1
S1_L_T18693,0.69392,8.82,1
S1_L_T18694,0.46863,6.4901,1
S1_L_T18707,0.46701000000000004,9.0124,1
S1_L_T18713,0.58953,8.3054,1
S1_L_T18717,0.51527,7.502999999999999,1
S1_L_T18727,0.41156000000000004,8.4913,1
S1_L_T18730,0.50334,7.1954,1
S1_L_T18732,0.29486999999999997,6.4145,1
S1_L_T18742,0.55572,8.2555,1
S1_L_T18748,0.58105,7.1254,1
S1_L_T18752,0.4714,8.6557,1
S1_L_T18754,0.55224,7.0109,1
S1_L_T18757,0.45256,6.3149,1
S1_L_T18759,0.50552,6.7359,1
S1_L_T18774,0.32543,7.1185,1
S1_L_T18805,0.3967,7.187,1
S1_L_T18809,0.60134,7.4863,1
S1_L_T18810,0.63544,8.5014,1
S1_L_T18819,0.45421000000000006,8.0138,1
S1_L_T18820,0.44536000000000003,7.4571,1
S1_L_T18835,0.49841,7.2065,1
S1_L_T1884,0.6047,7.7793,1
S1_L_T1885,0.55814,8.7556,1
S1_L_T18851,0.6048899999999999,7.2169,1
S1_L_T18863,0.44488999999999995,8.4464,1
S1_L_T18868,0.45829,6.9043,1
S1_L_T18881,0.48682,6.4074,1
S1_L_T18882,0.45416999999999996,8.6254,1
S1_L_T18889,0.40603,7.4687,1
S1_L_T18916,0.48861000000000004,6.4091,1
S1_L_T18923,0.60724,8.5395,1
S1_L_T18926,0.39449,8.7048,1
S1_L_T18927,0.55728,7.5957,1
S1_L_T18935,0.5392,8.2199,1
S1_L_T18937,0.56247,7.0275,1
S1_L_T18956,0.49,6.5106,1
S1_L_T18957,0.57112,8.8837,1
S1_L_T18966,0.72909,7.8683,1
S1_L_T18967,0.6291,7.257999999999999,1
S1_L_T18972,0.49756999999999996,6.7398,1
S1_L_T18984,0.6116199999999999,8.6485,1
S1_L_T18991,0.43488999999999994,6.5954,1
S1_L_T18992,0.30362,6.6476,1
S1_L_T18998,0.54584,7.8088,1
S1_L_T19003,0.73455,8.4091,1
S1_L_T19014,0.45757,6.3420000000000005,1
S1_L_T19017,0.61242,7.6532,1
S1_L_T19028,0.56065,7.0729,1
S1_L_T19029,0.48995,6.6755,1
S1_L_T19053,0.34088,6.4865,1
S1_L_T19057,0.48826,6.819,1
S1_L_T19058,0.60087,7.2505,1
S1_L_T19062,0.46224,6.7482,1
S1_L_T19074,0.53873,7.0505,1
S1_L_T19083,0.47529,6.6986,1
S1_L_T19102,0.40221,8.7406,1
S1_L_T19119,0.49077,8.5252,1
S1_L_T19162,0.68802,8.6202,1
S1_L_T19164,0.40266,6.5193,1
S1_L_T19172,0.6503800000000001,7.605,1
S1_L_T19177,0.43711000000000005,6.2151,1
S1_L_T19183,0.35023000000000004,6.2004,1
S1_L_T19197,0.5061899999999999,7.4128,1
S1_L_T19206,0.4597,7.334,1
S1_L_T19224,0.5001,6.7977,1
S1_L_T19233,0.59459,8.7246,1
S1_L_T19237,0.5312,8.516,1
S1_L_T19238,0.47068000000000004,6.2723,1
S1_L_T19240,0.59816,8.0664,1
S1_L_T19246,0.50331,6.4615,1
S1_L_T19248,0.57863,7.1996,1
S1_L_T19256,0.44511000000000006,6.5434,1
S1_L_T19268,0.44482,6.2919,1
S1_L_T19281,0.60588,6.9978,1
S1_L_T19287,0.44485,8.8718,1
S1_L_T19290,0.5947399999999999,8.7412,1
S1_L_T19299,0.46674,6.6556,1
S1_L_T1931,0.38818,6.952999999999999,1
S1_L_T19335,0.45045,6.3064,1
S1_L_T1934,0.50432,8.493,1
S1_L_T19345,0.53809,8.515,1
S1_L_T19358,0.51117,6.869,1
S1_L_T19410,0.47239,6.2252,1
S1_L_T19411,0.49268,7.3031,1
S1_L_T19415,0.53387,6.9059,1
S1_L_T19416,0.48623999999999995,8.3775,1
S1_L_T19424,0.55618,7.5826,1
S1_L_T19431,0.5119199999999999,9.2937,1
S1_L_T1944,0.66052,8.0061,1
S1_L_T19443,0.46443,7.1178,1
S1_L_T19454,0.59248,9.1539,1
S1_L_T19462,0.49113,7.4537,1
S1_L_T19470,0.36178,8.1528,1
S1_L_T19474,0.54691,7.6182,1
S1_L_T19476,0.45118,7.3322,1
S1_L_T19479,0.71605,8.5494,1
S1_L_T19487,0.51855,7.974,1
S1_L_T19492,0.5655399999999999,7.5742,1
S1_L_T19498,0.6473800000000001,7.3169,1
S1_L_T19504,0.56019,8.7889,1
S1_L_T19515,0.42333000000000004,7.1199,1
S1_L_T1952,0.41886,8.3604,1
S1_L_T19540,0.43278,7.6584,1
S1_L_T19543,0.53147,7.9434,1
S1_L_T19544,0.569,11.1479,1
S1_L_T19548,0.55783,9.0884,1
S1_L_T1955,0.41325,8.6944,1
S1_L_T19564,0.3981,6.754,1
S1_L_T19576,0.3533,6.5473,1
S1_L_T19585,0.5585399999999999,8.5744,1
S1_L_T19608,0.33575,8.0244,1
S1_L_T19622,0.7109,9.5305,1
S1_L_T19624,0.38456999999999997,6.297999999999999,1
S1_L_T19627,0.39635,8.644,1
S1_L_T19641,0.5282100000000001,7.7671,1
S1_L_T19643,0.5787399999999999,7.9582,1
S1_L_T19657,0.6781,8.459,1
S1_L_T1966,0.33819,8.2207,1
S1_L_T19663,0.56662,7.8291,1
S1_L_T19669,0.47853,6.6905,1
S1_L_T19689,0.6523,8.488,1
S1_L_T19697,0.50173,9.2538,1
S1_L_T19701,0.5082,7.0454,1
S1_L_T19723,0.60442,9.5083,1
S1_L_T1973,0.46463000000000004,7.037999999999999,1
S1_L_T19731,0.59522,7.2725,1
S1_L_T19735,0.5453899999999999,7.327999999999999,1
S1_L_T1974,0.5014,7.1917,1
S1_L_T19741,0.5707,7.3508,1
S1_L_T19742,0.54878,8.3543,1
S1_L_T19768,0.6895100000000001,7.9161,1
S1_L_T19789,0.5313100000000001,7.374,1
S1_L_T19831,0.68418,7.7385,1
S1_L_T19833,0.61102,9.4061,1
S1_L_T19836,0.44081000000000004,6.3092,1
S1_L_T19838,0.55648,7.0962,1
S1_L_T19848,0.47928000000000004,8.5322,1
S1_L_T19876,0.42881,8.1928,1
S1_L_T19910,0.48652,9.0447,1
S1_L_T19911,0.48978,8.458,1
S1_L_T19913,0.53172,7.0421,1
S1_L_T19923,0.62648,7.8821,1
S1_L_T19931,0.39946,7.3262,1
S1_L_T1994,0.43621000000000004,8.2145,1
S1_L_T1995,0.5202399999999999,7.5731,1
S1_L_T19984,0.50942,6.5288,1
S1_L_T19990,0.56671,7.6885,1
S1_L_T19998,0.49903000000000003,8.0983,1
S1_L_T20027,0.38989,6.6582,1
S1_L_T20038,0.6858,7.8492,1
S1_L_T20041,0.40859,7.2627,1
S1_L_T20043,0.51151,7.1022,1
S1_L_T20048,0.58991,8.1991,1
S1_L_T20053,0.5121899999999999,6.8493,1
S1_L_T20058,0.44067,7.7525,1
S1_L_T2007,0.65595,8.5707,1
S1_L_T20073,0.45123,6.9631,1
S1_L_T20077,0.51828,8.2644,1
S1_L_T2008,0.58807,6.987,1
S1_L_T20086,0.47768999999999995,6.2899,1
S1_L_T20089,0.60685,8.6501,1
S1_L_T20093,0.43015,6.3249,1
S1_L_T20094,0.5414100000000001,7.5034,1
S1_L_T20099,0.55309,7.502999999999999,1
S1_L_T20107,0.50457,7.7801,1
S1_L_T20118,0.57489,8.32,1
S1_L_T2015,0.48431,8.8548,1
S1_L_T20174,0.37061,7.6339,1
S1_L_T20179,0.6289600000000001,8.3745,1
S1_L_T20211,0.46868999999999994,6.7764,1
S1_L_T20227,0.48886999999999997,6.4479999999999995,1
S1_L_T20268,0.52456,7.1034,1
S1_L_T20273,0.5020600000000001,7.7357,1
S1_L_T20282,0.5735100000000001,6.9683,1
S1_L_T20286,0.42645,6.521,1
S1_L_T20287,0.58363,7.5467,1
S1_L_T203,0.46597,7.0944,1
S1_L_T20305,0.49025,7.1988,1
S1_L_T2032,0.36674,7.3381,1
S1_L_T2034,0.4548,7.3194,1
S1_L_T20343,0.3046,6.3913,1
S1_L_T20350,0.35855,7.5536,1
S1_L_T20352,0.4787,7.4523,1
S1_L_T20371,0.48394,7.1425,1
S1_L_T20380,0.67035,8.3604,1
S1_L_T20382,0.52641,8.3546,1
S1_L_T20397,0.56616,8.2756,1
S1_L_T2040,0.50233,7.2971,1
S1_L_T20403,0.57609,7.9469,1
S1_L_T20405,0.53267,7.4883,1
S1_L_T2042,0.42700000000000005,6.8086,1
S1_L_T20423,0.5333600000000001,6.9369,1
S1_L_T20439,0.5846399999999999,7.2889,1
S1_L_T20441,0.37104000000000004,9.2485,1
S1_L_T20457,0.61763,7.4773,1
S1_L_T20464,0.6278699999999999,7.5404,1
S1_L_T20469,0.41146000000000005,7.4913,1
S1_L_T20478,0.54956,7.7604,1
S1_L_T2049,0.35967,6.5795,1
S1_L_T20490,0.62108,7.8751,1
S1_L_T20492,0.52957,6.8035,1
S1_L_T20500,0.36319,6.9416,1
S1_L_T20502,0.47834,6.5826,1
S1_L_T20503,0.44133999999999995,7.2431,1
S1_L_T20519,0.50265,7.7166,1
S1_L_T20522,0.58305,7.4296,1
S1_L_T20523,0.6584399999999999,8.381,1
S1_L_T20527,0.51045,6.6581,1
S1_L_T20535,0.57485,7.2071,1
S1_L_T20553,0.55204,9.3053,1
S1_L_T20562,0.4892,6.6212,1
S1_L_T20565,0.49925,6.8212,1
S1_L_T20569,0.49886,8.2549,1
S1_L_T20580,0.52437,7.0708,1
S1_L_T20588,0.50056,6.7114,1
S1_L_T2059,0.61427,7.2199,1
S1_L_T2061,0.45675,6.2648,1
S1_L_T20612,0.55367,7.4998,1
S1_L_T20618,0.5342100000000001,7.9622,1
S1_L_T20646,0.59824,8.1044,1
S1_L_T20663,0.61065,8.2331,1
S1_L_T20666,0.4614,7.7038,1
S1_L_T20671,0.48841,6.6442,1
S1_L_T20701,0.48323,7.7365,1
S1_L_T20707,0.58343,8.333,1
S1_L_T20731,0.45282,7.5668,1
S1_L_T20733,0.51218,7.9498,1
S1_L_T20738,0.4322,8.5067,1
S1_L_T20741,0.42868,8.2947,1
S1_L_T20756,0.44623,7.5893,1
S1_L_T20768,0.73648,9.4222,1
S1_L_T20791,0.43446,6.6193,1
S1_L_T20796,0.40321,8.269,1
S1_L_T20825,0.48886999999999997,7.7386,1
S1_L_T20828,0.49775,7.5718,1
S1_L_T20848,0.56948,7.2344,1
S1_L_T20852,0.37584,7.5019,1
S1_L_T20867,0.5703699999999999,7.4666,1
S1_L_T20897,0.46421999999999997,7.5953,1
S1_L_T20904,0.53564,7.8624,1
S1_L_T20917,0.5301899999999999,7.7333,1
S1_L_T20945,0.58244,9.0394,1
S1_L_T20949,0.64952,8.3467,1
S1_L_T20959,0.63345,7.8373,1
S1_L_T20973,0.51473,7.3358,1
S1_L_T20974,0.61014,7.274,1
S1_L_T2099,0.41305,6.2327,1
S1_L_T20994,0.55014,8.2569,1
S1_L_T20995,0.73683,9.5916,1
S1_L_T21010,0.5098199999999999,7.6441,1
S1_L_T21027,0.59829,8.8765,1
S1_L_T21032,0.64784,8.6004,1
S1_L_T21037,0.5271600000000001,7.1444,1
S1_L_T21041,0.59131,8.6706,1
S1_L_T21045,0.55519,8.3319,1
S1_L_T21046,0.59016,7.506,1
S1_L_T21049,0.45086000000000004,7.5415,1
S1_L_T21064,0.58937,7.5579,1
S1_L_T21073,0.61438,7.4273,1
S1_L_T21087,0.59122,7.255,1
S1_L_T21093,0.59459,8.7246,1
S1_L_T21100,0.65067,9.1073,1
S1_L_T2111,0.43678,7.5023,1
S1_L_T21125,0.37743000000000004,8.0388,1
S1_L_T21134,0.42716000000000004,7.3928,1
S1_L_T2114,0.27169,6.4136,1
S1_L_T21147,0.6161300000000001,7.6516,1
S1_L_T2115,0.6726800000000001,7.8925,1
S1_L_T21152,0.5756600000000001,7.0718,1
S1_L_T21156,0.58078,9.8851,1
S1_L_T21158,0.55724,7.3703,1
S1_L_T2116,0.50227,6.7584,1
S1_L_T2117,0.5,6.9099,1
S1_L_T21172,0.47555,9.2896,1
S1_L_T21186,0.35224,7.3229,1
S1_L_T2120,0.22027,6.2603,1
S1_L_T21204,0.51131,7.8328,1
S1_L_T21206,0.60988,8.3896,1
S1_L_T21218,0.5876600000000001,8.5089,1
S1_L_T21231,0.54815,8.1777,1
S1_L_T2126,0.58067,8.9561,1
S1_L_T21262,0.5079600000000001,6.9269,1
S1_L_T21265,0.55618,6.9271,1
S1_L_T21267,0.4332,6.3678,1
S1_L_T2127,0.59444,8.221,1
S1_L_T21270,0.58619,8.3626,1
S1_L_T21291,0.54493,7.8455,1
S1_L_T21293,0.51682,8.7944,1
S1_L_T21294,0.7343,9.1618,1
S1_L_T21297,0.39403,6.8819,1
S1_L_T21354,0.5175,6.9510000000000005,1
S1_L_T21358,0.42183999999999994,7.3941,1
S1_L_T21367,0.40223000000000003,7.6964,1
S1_L_T2137,0.45248,6.5491,1
S1_L_T21371,0.48893000000000003,8.3115,1
S1_L_T21372,0.4239,6.2271,1
S1_L_T21373,0.53905,9.4112,1
S1_L_T21388,0.31444,7.4192,1
S1_L_T21389,0.20096,6.2253,1
S1_L_T21400,0.42988000000000004,7.4267,1
S1_L_T21407,0.5555899999999999,7.5701,1
S1_L_T21408,0.47691000000000006,9.4689,1
S1_L_T21419,0.70273,8.3638,1
S1_L_T21424,0.54106,8.6043,1
S1_L_T21425,0.51377,7.5534,1
S1_L_T21430,0.6892,7.9922,1
S1_L_T21438,0.52013,6.9754,1
S1_L_T21456,0.55423,7.8121,1
S1_L_T21458,0.6322800000000001,9.5121,1
S1_L_T21461,0.43796,7.5945,1
S1_L_T21472,0.5743199999999999,7.0453,1
S1_L_T21474,0.69633,9.0101,1
S1_L_T21477,0.62851,9.2716,1
S1_L_T21479,0.51922,8.9765,1
S1_L_T21482,0.60248,9.6396,1
S1_L_T21488,0.43861000000000006,6.4043,1
S1_L_T21490,0.5512699999999999,7.5355,1
S1_L_T21494,0.5656899999999999,9.2043,1
S1_L_T21512,0.509,7.8765,1
S1_L_T21522,0.47485,6.2773,1
S1_L_T21525,0.45703999999999995,6.5102,1
S1_L_T21536,0.6293300000000001,8.7751,1
S1_L_T21537,0.46525,7.8669,1
S1_L_T21542,0.47636000000000006,7.6106,1
S1_L_T21549,0.48995,8.2564,1
S1_L_T2155,0.53515,8.5267,1
S1_L_T21554,0.49353,7.9413,1
S1_L_T21562,0.5972,8.2929,1
S1_L_T21564,0.59654,7.2742,1
S1_L_T21567,0.45008000000000004,6.5381,1
S1_L_T2157,0.50437,8.2534,1
S1_L_T21576,0.45929,7.6352,1
S1_L_T21579,0.59563,7.6493,1
S1_L_T2158,0.46674,8.297,1
S1_L_T2159,0.6097199999999999,9.9465,1
S1_L_T21597,0.44377,8.3112,1
S1_L_T21630,0.5998899999999999,8.2211,1
S1_L_T21646,0.41894,7.4429,1
S1_L_T21660,0.64235,8.9974,1
S1_L_T21675,0.64748,7.7329,1
S1_L_T21678,0.6723899999999999,8.5289,1
S1_L_T2169,0.51295,8.1326,1
S1_L_T21691,0.52305,6.8483,1
S1_L_T21692,0.5404100000000001,6.5725,1
S1_L_T21697,0.35893,6.3356,1
S1_L_T21700,0.61517,7.1801,1
S1_L_T21716,0.64582,9.4676,1
S1_L_T21719,0.6221,8.0,1
S1_L_T21721,0.71375,8.3446,1
S1_L_T21747,0.63407,8.1695,1
S1_L_T21758,0.63898,8.0746,1
S1_L_T2176,0.6119399999999999,7.7276,1
S1_L_T21769,0.45853,6.2243,1
S1_L_T2180,0.5483899999999999,9.6992,1
S1_L_T21811,0.3624,7.6253,1
S1_L_T21821,0.57867,7.1339999999999995,1
S1_L_T21831,0.54588,7.9628,1
S1_L_T2184,0.57948,7.8954,1
S1_L_T21846,0.47813,7.6444,1
S1_L_T21874,0.59335,7.1728,1
S1_L_T2188,0.50873,8.2829,1
S1_L_T21883,0.54113,7.8848,1
S1_L_T21888,0.5787,7.6074,1
S1_L_T21891,0.5291600000000001,8.9179,1
S1_L_T21905,0.62757,7.5142,1
S1_L_T21910,0.5214,8.9634,1
S1_L_T21914,0.53056,7.3403,1
S1_L_T21915,0.27848,6.7653,1
S1_L_T21920,0.45156999999999997,7.8668,1
S1_L_T21946,0.5969800000000001,7.7585,1
S1_L_T2195,0.45493,7.7028,1
S1_L_T21955,0.5303,7.5325,1
S1_L_T21956,0.41163999999999995,7.6224,1
S1_L_T21957,0.60165,7.0476,1
S1_L_T2196,0.50322,6.8485,1
S1_L_T21965,0.5673,7.381,1
S1_L_T21968,0.72132,8.765,1
S1_L_T21972,0.5539999999999999,8.5899,1
S1_L_T2199,0.5152,7.9479999999999995,1
S1_L_T21996,0.43375,7.096,1
S1_L_T22000,0.5865600000000001,8.3625,1
S1_L_T22020,0.70999,8.8113,1
S1_L_T22025,0.36432,6.9714,1
S1_L_T22038,0.57955,7.0372,1
S1_L_T22065,0.5625600000000001,6.7854,1
S1_L_T22074,0.46799999999999997,6.4969,1
S1_L_T22076,0.53832,8.1676,1
S1_L_T2208,0.54423,9.5725,1
S1_L_T22092,0.52028,7.4323,1
S1_L_T2210,0.59522,8.1465,1
S1_L_T22113,0.40597,7.9074,1
S1_L_T22116,0.65827,8.2906,1
S1_L_T22121,0.60419,7.6328,1
S1_L_T22143,0.55353,8.2744,1
S1_L_T22145,0.44587,7.9441,1
S1_L_T2215,0.5248,8.0156,1
S1_L_T22155,0.6539,7.9287,1
S1_L_T22176,0.67235,7.7913,1
S1_L_T2218,0.52352,9.1324,1
S1_L_T22199,0.42173,8.5743,1
S1_L_T222,0.59444,8.9995,1
S1_L_T22226,0.6049,7.3247,1
S1_L_T22249,0.66973,8.9134,1
S1_L_T22256,0.5423399999999999,7.3919,1
S1_L_T22257,0.44538,8.2567,1
S1_L_T22267,0.40528000000000003,7.9189,1
S1_L_T22268,0.6927,8.8778,1
S1_L_T22276,0.5801,8.1723,1
S1_L_T22305,0.56181,7.2227,1
S1_L_T22335,0.58555,8.3774,1
S1_L_T22336,0.47708,7.7245,1
S1_L_T22338,0.6070800000000001,7.4438,1
S1_L_T22342,0.49196000000000006,6.4238,1
S1_L_T22344,0.35894000000000004,6.8489,1
S1_L_T22345,0.56857,9.1822,1
S1_L_T22358,0.46708999999999995,8.1388,1
S1_L_T22370,0.34139,7.4905,1
S1_L_T22375,0.50295,7.0955,1
S1_L_T22380,0.5090600000000001,6.4513,1
S1_L_T22393,0.2949,7.16,1
S1_L_T22418,0.49405,8.1352,1
S1_L_T22443,0.45748999999999995,6.7931,1
S1_L_T22454,0.47488,6.3049,1
S1_L_T22467,0.57787,7.3179,1
S1_L_T22471,0.42058999999999996,7.7812,1
S1_L_T22472,0.5726899999999999,7.0854,1
S1_L_T22490,0.72105,8.0642,1
S1_L_T22492,0.62255,7.9719,1
S1_L_T22495,0.34167,6.6197,1
S1_L_T22507,0.55682,8.5979,1
S1_L_T22512,0.60352,9.6025,1
S1_L_T22515,0.49938,6.7424,1
S1_L_T22521,0.58672,7.527,1
S1_L_T22548,0.4848,8.3479,1
S1_L_T2255,0.5022800000000001,7.5459,1
S1_L_T22551,0.51622,7.6843,1
S1_L_T22566,0.50847,7.9115,1
S1_L_T22569,0.41401000000000004,6.5959,1
S1_L_T22581,0.6219399999999999,7.2846,1
S1_L_T22593,0.51536,6.8826,1
S1_L_T22605,0.36965,7.2925,1
S1_L_T22654,0.67724,8.7838,1
S1_L_T22665,0.59838,8.0614,1
S1_L_T22667,0.70162,8.2197,1
S1_L_T22668,0.6874600000000001,9.2095,1
S1_L_T22684,0.6673399999999999,9.0519,1
S1_L_T22688,0.5001899999999999,8.0356,1
S1_L_T22696,0.50547,7.4016,1
S1_L_T22698,0.54198,8.5078,1
S1_L_T22705,0.59078,7.0389,1
S1_L_T2271,0.6269,7.9683,1
S1_L_T22720,0.39271999999999996,8.3313,1
S1_L_T22726,0.532,7.019,1
S1_L_T22752,0.53992,6.6706,1
S1_L_T22758,0.35034,8.7409,1
S1_L_T22769,0.60854,7.393,1
S1_L_T22778,0.3909,8.4517,1
S1_L_T22780,0.42985,6.0347,1
S1_L_T22782,0.55993,8.3215,1
S1_L_T22796,0.47691000000000006,7.6793,1
S1_L_T22799,0.48972,6.8557,1
S1_L_T22801,0.43051999999999996,8.2038,1
S1_L_T22802,0.49396,8.8458,1
S1_L_T22805,0.5007199999999999,8.0296,1
S1_L_T22817,0.50332,7.8206,1
S1_L_T22839,0.47266,8.132,1
S1_L_T22847,0.50097,7.7936,1
S1_L_T22868,0.4549,7.9688,1
S1_L_T22876,0.5819,8.6114,1
S1_L_T2288,0.48938999999999994,6.5176,1
S1_L_T22913,0.42655,7.1297,1
S1_L_T22914,0.61526,8.8231,1
S1_L_T22924,0.41055,7.9264,1
S1_L_T22945,0.4791,6.4566,1
S1_L_T22973,0.48301000000000005,7.7708,1
S1_L_T22974,0.61892,8.5344,1
S1_L_T2298,0.5216,7.8036,1
S1_L_T22985,0.58015,8.0672,1
S1_L_T22991,0.47406000000000004,8.8327,1
S1_L_T23025,0.60643,7.2353,1
S1_L_T23040,0.58363,8.2203,1
S1_L_T23047,0.57601,7.8887,1
S1_L_T23057,0.50198,6.4497,1
S1_L_T2307,0.59132,9.0544,1
S1_L_T23077,0.47447,6.815,1
S1_L_T23086,0.60918,7.6343,1
S1_L_T23094,0.57162,7.1445,1
S1_L_T23095,0.65682,8.5545,1
S1_L_T23105,0.63854,8.5953,1
S1_L_T23117,0.44303000000000003,7.9615,1
S1_L_T23123,0.53132,7.0642,1
S1_L_T23128,0.44131000000000004,8.9239,1
S1_L_T23131,0.58914,6.9402,1
S1_L_T23139,0.49767,6.8316,1
S1_L_T23152,0.50426,6.3934,1
S1_L_T2317,0.47773999999999994,6.5915,1
S1_L_T23176,0.45855,6.1946,1
S1_L_T23178,0.5552199999999999,7.1564,1
S1_L_T23183,0.56703,8.5021,1
S1_L_T23205,0.65247,10.1619,1
S1_L_T23207,0.56602,8.7053,1
S1_L_T2321,0.43896,9.2897,1
S1_L_T23222,0.39099,10.1499,1
S1_L_T23224,0.66337,7.4967,1
S1_L_T23228,0.56018,7.2455,1
S1_L_T23242,0.76732,8.1291,1
S1_L_T2325,0.40947,6.5732,1
S1_L_T23260,0.55455,7.0089999999999995,1
S1_L_T2329,0.46721,7.4111,1
S1_L_T23295,0.5968600000000001,7.1643,1
S1_L_T2332,0.4628,6.9044,1
S1_L_T23321,0.3558,8.3242,1
S1_L_T23330,0.47198,7.4079,1
S1_L_T2336,0.47246000000000005,8.5012,1
S1_L_T23363,0.47347,6.2672,1
S1_L_T23365,0.61155,7.5727,1
S1_L_T23380,0.58214,7.4261,1
S1_L_T23382,0.43315,9.0784,1
S1_L_T23391,0.5936899999999999,7.4067,1
S1_L_T23405,0.51856,6.886,1
S1_L_T23407,0.55307,7.3211,1
S1_L_T2342,0.50683,6.7049,1
S1_L_T23420,0.42306000000000005,7.8289,1
S1_L_T23421,0.5532199999999999,8.05,1
S1_L_T2343,0.5276,7.7589,1
S1_L_T2344,0.46283,7.1211,1
S1_L_T23452,0.40976,6.5081,1
S1_L_T23468,0.4438,6.3057,1
S1_L_T23469,0.45687,8.7617,1
S1_L_T23473,0.58103,6.8814,1
S1_L_T23479,0.64213,7.8608,1
S1_L_T2348,0.42682,6.7234,1
S1_L_T23490,0.3962,6.9055,1
S1_L_T23509,0.45953999999999995,7.6559,1
S1_L_T23514,0.42028000000000004,8.7834,1
S1_L_T23516,0.54524,9.1002,1
S1_L_T2353,0.49578999999999995,6.975,1
S1_L_T23548,0.40316,6.627000000000001,1
S1_L_T23555,0.52857,6.7923,1
S1_L_T23559,0.50037,8.4094,1
S1_L_T2358,0.5492,6.7977,1
S1_L_T23602,0.47839,6.3195,1
S1_L_T23613,0.58365,8.9121,1
S1_L_T23625,0.5870000000000001,7.5469,1
S1_L_T23638,0.5427,8.565,1
S1_L_T2364,0.5501699999999999,8.8616,1
S1_L_T23646,0.5230199999999999,7.7964,1
S1_L_T23649,0.50968,6.9411,1
S1_L_T23652,0.5799300000000001,7.2148,1
S1_L_T23657,0.61057,7.1466,1
S1_L_T23660,0.61519,8.0192,1
S1_L_T23661,0.47811000000000003,6.3426,1
S1_L_T23665,0.51155,9.9415,1
S1_L_T23675,0.5666,9.9143,1
S1_L_T23716,0.5482199999999999,8.2424,1
S1_L_T23741,0.67515,8.1949,1
S1_L_T23743,0.48854,8.9802,1
S1_L_T23751,0.54971,6.8536,1
S1_L_T2376,0.45569,7.8144,1
S1_L_T23764,0.60093,7.6001,1
S1_L_T23765,0.46733,8.2581,1
S1_L_T23769,0.3422,8.2743,1
S1_L_T2377,0.58715,8.5842,1
S1_L_T23772,0.56652,7.6588,1
S1_L_T23777,0.55914,7.435,1
S1_L_T23790,0.54262,7.0171,1
S1_L_T238,0.5713,7.597,1
S1_L_T23800,0.57327,7.4576,1
S1_L_T23825,0.65457,7.532,1
S1_L_T23828,0.6302,7.6757,1
S1_L_T23830,0.45392,7.9874,1
S1_L_T23841,0.6319100000000001,9.7307,1
S1_L_T23845,0.44695,8.5237,1
S1_L_T23846,0.5946,7.22,1
S1_L_T23855,0.46357,6.4965,1
S1_L_T23856,0.47506000000000004,6.5363,1
S1_L_T23865,0.51535,9.3227,1
S1_L_T23867,0.6152,8.0446,1
S1_L_T23873,0.52578,7.8201,1
S1_L_T23880,0.55278,6.9823,1
S1_L_T23882,0.48995,6.7089,1
S1_L_T23886,0.33116999999999996,6.6947,1
S1_L_T23901,0.48143,7.2362,1
S1_L_T23915,0.53499,6.8932,1
S1_L_T23920,0.40096,6.7908,1
S1_L_T23922,0.55929,6.892,1
S1_L_T23964,0.39248,7.7839,1
S1_L_T23969,0.58699,7.6607,1
S1_L_T2401,0.61045,9.1613,1
S1_L_T24018,0.49078,7.3121,1
S1_L_T24019,0.48786,7.011,1
S1_L_T24042,0.43549,8.6694,1
S1_L_T24044,0.5804600000000001,6.8794,1
S1_L_T24057,0.55714,7.9077,1
S1_L_T24062,0.64359,9.2304,1
S1_L_T24071,0.4222,8.5995,1
S1_L_T24073,0.63364,8.391,1
S1_L_T24088,0.42799,7.6147,1
S1_L_T24097,0.51256,6.7083,1
S1_L_T24123,0.56508,7.3148,1
S1_L_T24128,0.52545,9.6183,1
S1_L_T24139,0.48861000000000004,7.5704,1
S1_L_T24146,0.4436,7.1713,1
S1_L_T24160,0.63047,9.9107,1
S1_L_T24162,0.30778,6.7009,1
S1_L_T24163,0.47747,9.0639,1
S1_L_T24196,0.62568,7.5515,1
S1_L_T24203,0.45471000000000006,6.165,1
S1_L_T2421,0.6045,7.7006,1
S1_L_T24225,0.5918800000000001,7.3704,1
S1_L_T24227,0.5624899999999999,8.4,1
S1_L_T24229,0.5293899999999999,8.7376,1
S1_L_T24233,0.35455,6.8226,1
S1_L_T24236,0.5723699999999999,8.5826,1
S1_L_T2424,0.47645,6.3336,1
S1_L_T24242,0.6759,8.6073,1
S1_L_T24246,0.6301399999999999,8.2096,1
S1_L_T24259,0.53362,7.3214,1
S1_L_T24269,0.29996999999999996,6.3252,1
S1_L_T24270,0.6316,8.6833,1
S1_L_T24285,0.44611999999999996,8.1469,1
S1_L_T24288,0.48291999999999996,6.667000000000001,1
S1_L_T24297,0.58378,8.8883,1
S1_L_T24298,0.59926,8.1481,1
S1_L_T24310,0.71437,8.7876,1
S1_L_T2432,0.53072,9.1068,1
S1_L_T24327,0.42521000000000003,7.6004,1
S1_L_T24353,0.48094,6.555,1
S1_L_T24354,0.3418,7.0052,1
S1_L_T24358,0.53181,6.8621,1
S1_L_T24367,0.48536,7.1895,1
S1_L_T24376,0.50076,8.8084,1
S1_L_T2439,0.51132,8.5973,1
S1_L_T24397,0.51779,9.6342,1
S1_L_T24399,0.5243800000000001,8.7739,1
