True_Degradation_Rate,Predicted_Degradation_Rate
-2.0202,-2.5244749218438134
-2.0399,-2.544759343771141
-1.751,-1.8401851086762353
-1.0162,-1.1045961822882142
-2.3987,-2.443329330844106
-1.139,-1.4670027603644884
-2.6939,-2.5402070152925584
-1.965,-2.062103274761644
-1.7751,-1.8197511883605633
-1.9344,-2.5114098571703014
-2.4197,-3.038392727066909
-1.3847,-1.4037270818714966
-1.3092,-2.0667491224812617
-1.7629,-1.8036904699724632
-1.9356,-1.6887341104470752
-1.7628,-2.0366596172722233
-2.2698,-1.9546941832732505
-1.9831,-2.331338256267636
-1.5034,-1.7489890240883255
-2.1155,-2.0330536066889042
-1.7042,-2.0193720166252587
-2.151,-2.55464548720946
-0.96946,-1.3564364453622755
-1.5802,-1.670997900429563
-1.8091,-1.8594045432787805
-2.3736,-2.413162452145331
-2.7338,-2.4923217117111527
-1.4087,-1.4968371604311914
-1.3119,-1.7618655507597198
-2.1016,-2.3953758073590397
-1.6858,-1.476415714374072
-1.6556,-2.265827573659757
-1.8758,-2.0775809302170765
-1.1599,-1.2066102056886656
-2.1231,-1.7576929598091842
-1.8151,-2.189456603077439
-1.5841,-2.245405549800147
-1.8553,-1.9583832439867461
-2.3548,-1.9547635238427736
-1.2078,-1.9115229582932607
-2.6532,-2.0178086672505255
-1.1752,-1.576778447934208
-1.6163,-1.6851395795434394
-1.7364,-1.8949912420418134
-1.5603,-2.4633836427521816
-1.7611,-1.948630277861692
-1.2782,-1.5817797370966638
-1.8426,-1.6472281343210102
-1.592,-1.8766691827014208
-2.238,-1.9196637562036123
-2.6716,-2.853691833984962
-1.5229,-1.8693381804496312
-1.8106,-1.4444706412404968
-1.2578,-1.6017186367934853
-2.4388,-2.7707476782733
-1.5803,-1.928047804483486
-5.0,-2.940310529091418
-1.9818,-2.068448240946362
-1.7845,-1.9210305547348352
-1.738,-2.572833333366973
-1.7566,-2.2503923051839196
-2.076,-1.8051810465674265
-1.8656,-1.7822762722629344
-0.96194,-1.9297856541472305
-1.8556,-2.398419433109639
-1.2568,-1.125662925980922
-1.4697,-1.6344660713747658
-2.4696,-1.8170941071486375
-1.7295,-1.510914770959635
-1.7762,-1.6059605648720907
-1.2595,-1.1289914039382523
-1.2936,-2.075376175446154
-2.3534,-1.7566639149908783
-1.2022,-1.7397062161172547
-1.2356,-1.1093142858860006
-1.8194,-2.0493263448375276
-1.7554,-1.5943842366168886
-2.2273,-2.213360124232313
-1.3841,-1.5750851813039686
-1.9131,-2.1591875875090603
-2.6702,-2.637649505396042
-1.552,-1.603226623162421
-1.8784,-2.025086540056391
-1.8762,-1.8377489255832176
-1.2809,-2.2905566491576943
-1.4305,-1.3792713791546818
-1.9337,-2.2903780161590026
-1.9481,-2.065912786922591
-1.265,-1.4046800236542119
-1.7612,-2.000552593057142
-1.4048,-1.4323944918946583
-2.5337,-2.52959382819481
-1.4096,-1.6989109159697446
-2.2714,-2.7711642545924913
-1.8747,-1.9758202535389024
-2.3817,-2.15323549030139
-2.2918,-1.9710236178677567
-1.6609,-2.014929464612996
-2.1091,-1.7716918460394862
-1.3173,-1.8775140869152271
-2.1263,-2.0190428608077533
-1.2294,-1.7353358437213828
-2.1799,-2.3014852005832207
-2.6522,-2.4994213331778945
-1.8444,-3.1095613704411162
-1.5468,-1.4143279177514922
-1.5223,-2.298375916381895
-1.9749,-1.9421604448748904
-2.3014,-2.1183751226881844
-1.4871,-1.7766455195225919
-2.3609,-2.2357690269440513
-2.0263,-2.3344146417042575
-1.8655,-2.015103240358253
-1.5594,-1.7481123473600932
-1.9144,-1.767499587047058
-1.6318,-2.0406374928487834
-1.5014,-1.713327652224701
-2.7174,-2.535528493725317
-1.6019,-1.527774979336101
-1.2744,-0.7370561626810574
-2.6989,-2.178049522812956
-2.1094,-2.5470325787229764
-1.0514,-1.0721308716540179
-1.9417,-2.7139441382320584
-2.8143,-2.4646950816353503
-2.1842,-2.293129819464443
-2.0455,-1.9188606120422897
-1.3101,-1.8250324076727866
-1.5801,-1.773740169433683
-2.6432,-2.870769978988278
-1.7248,-1.5775378114036798
-1.8463,-1.7120446581371502
-1.7998,-1.8120281496480146
-2.1249,-2.161713867922975
-1.8487,-1.890774786866184
-1.4812,-1.7278695204988503
-1.4592,-2.2478513914061655
-2.0222,-2.1756034850004484
-1.5406,-1.4549789720562907
-2.9824,-2.5682859063217283
-2.6209,-2.0224325146149678
-1.0211,-1.2079175068487533
-5.0,-3.046447948408461
-2.3534,-2.430515031911135
-1.2561,-1.6847976362901353
-1.7803,-1.9716538516688686
-2.1221,-2.1029459189090427
-2.1005,-2.572951480510564
-2.5642,-2.4173060790798266
-2.6429,-2.5297710392923918
-3.0788,-2.588020855817774
-1.9759,-2.317863013687594
-1.86,-2.084275008983027
-1.7566,-2.223746721182307
-1.863,-1.7113955084910497
-5.0,-3.1443077659142853
-1.5184,-1.671791367538014
-1.8216,-2.0243383982283696
-2.6069,-2.2198058302881822
-1.0587,-1.8268099620783778
-3.175,-2.7929918213691693
-1.9915,-2.0361194847685766
-2.1025,-2.845072715611662
-2.1562,-1.9451033885273659
-1.8385,-1.55342147718331
-1.42,-1.204130307501511
-3.1241,-2.947057869601184
-2.3317,-2.388791233282459
-1.0504,-0.9280714810855719
-2.5588,-2.4966990629697134
-1.643,-1.9008309836175585
-2.2253,-1.9751270702191202
-2.3247,-2.893048835768547
-2.4555,-2.6599101611219838
-2.943,-2.305830501748659
-2.1175,-1.7452606991529556
-2.0495,-2.2804788378388228
-1.8094,-1.2716872819337048
-1.316,-1.2629727104245798
-1.1409,-1.1419532529817367
-1.7186,-1.7529554165402716
-2.3682,-1.3361180829668238
-2.7982,-1.92500709313448
-1.3058,-2.2096600769277734
-1.3192,-1.0583062021899967
-1.5857,-1.318327084325095
-1.369,-1.2917255831461916
-1.5964,-1.467140127654964
-1.6188,-1.8683854542152214
-2.6388,-2.5856950465880226
-1.7234,-2.140625689820684
-1.9743,-1.957280187112755
-3.2019,-2.941849463737565
-1.4542,-1.3243257770009742
-1.637,-2.143153212105625
-1.1198,-0.8756749742556182
-5.0,-3.0186317964362663
-2.206,-2.0780847963566145
-2.0541,-2.375492432278275
-1.1145,-1.9036443125969984
-2.0396,-2.0002757967879186
-1.8841,-1.9093653080564317
-1.6649,-2.0534057277685815
-2.8061,-3.075495308799229
-2.8082,-2.8803425745624325
-5.0,-3.8265350980619033
-2.3545,-2.1825021070874078
-2.8132,-2.610385818394085
-1.7944,-2.0447905269487947
-2.068,-2.081964539532159
-1.5955,-2.4310154131539066
-1.5814,-1.2990564754664202
-1.691,-1.676878999903055
-1.3532,-1.4849264791453194
-1.7642,-2.084802983170127
-2.5503,-1.9750202417568405
-1.9631,-1.889906148476939
-2.1956,-1.901220499427514
-1.3832,-1.589639335579172
-2.3899,-2.4267037672727962
-1.6214,-1.544051801361245
-1.7633,-1.5874358123250558
-1.5406,-0.8171420944400738
-1.5142,-1.5784689767580333
-1.7552,-1.510766154989882
-3.1995,-3.6122643110571477
-1.2691,-1.4422835092896036
-1.4634,-1.4668539141610841
-1.1272,-2.2464014389795737
-2.1574,-1.9445399025579788
-2.7314,-2.678410568173464
-2.1384,-2.652060037519022
-1.2061,-1.3580933889188358
-1.5812,-1.9360905968635558
-2.8658,-3.0191617471482464
-1.4666,-1.252033875922183
-1.9508,-1.4292099808394259
-2.4875,-2.1078908738718587
-1.3255,-1.9137167534985557
-1.5036,-1.8651726491723277
-2.2806,-1.9587862188463152
-1.1467,-0.826575573920592
-2.5588,-2.4477798445666252
-1.418,-2.0474383145955373
-1.4018,-1.2966245237420826
-2.1276,-2.165510624718576
-1.0814,-1.4124046257103922
-2.7243,-2.492986059462366
-1.2715,-1.688306015278871
-3.0218,-2.590499651455641
-2.1673,-2.1270438732116776
-1.68,-1.8260555402987622
-1.6155,-1.3283270850168707
-2.2172,-2.068661516991766
-3.0832,-2.54763750068069
-1.6237,-1.7463066458456045
-1.9103,-1.8053008405704152
-1.4474,-1.7164536264574148
-1.6421,-1.8711818321903175
-1.4205,-1.4662918227985462
-1.5861,-1.6148562569042373
-1.9256,-2.017463289171031
-1.8027,-2.134888085893793
-1.4787,-1.6782123969028369
-1.2217,-1.515241244693293
-2.1596,-2.3540417144867445
-1.3792,-1.9510714438435537
-1.523,-2.407303240086652
-2.058,-2.268795202708101
-1.8499,-2.105741428834213
-2.0229,-2.0460913282582207
-1.2765,-1.4701562491016311
-2.8335,-2.5697484072264594
-1.7454,-2.3061571909236407
-1.8802,-1.5873466942129557
-3.1744,-2.068696520480343
-1.9959,-2.2434154613872352
-1.8457,-0.662657553548222
-1.3298,-1.7378725383859168
-2.1009,-1.7931309978682548
-1.3534,-1.1614890772248967
-2.2135,-2.3431611680461923
-1.7741,-1.5382575124449764
-1.0757,-0.5613531774140215
-2.1674,-2.3793157287932782
-1.2591,-1.2039735614643723
-2.259,-2.640712934588942
-1.3005,-1.605777616111765
-2.1024,-2.023501760484537
-2.3225,-1.884626906840366
-1.5685,-1.4355368288113817
-1.4241,-2.126559648268134
-1.9371,-2.0663116941520947
-2.0661,-1.8704973821260953
-1.072,-1.7617577864954366
-1.2846,-1.452483360910891
-1.9474,-1.923441435640549
-2.249,-2.0332595001708955
-1.1292,-0.5712406034100106
-1.1773,-1.2645331483275735
-1.3024,-1.3399117034901504
-1.509,-1.3082104150166112
-2.5852,-2.2354942750748275
-1.8312,-1.9113936326063303
-2.0316,-2.312849774762661
-1.2887,-1.139592649529437
-1.8806,-2.3750601881625353
-3.1491,-2.8193413641620775
-1.8236,-2.2429111733903673
-1.2275,-1.6317342467246765
-1.9603,-2.6438644501644295
-1.3309,-1.9212616167075107
-1.3334,-1.6083346707672599
-1.2359,-1.3768920383093906
-1.7422,-2.359624562179419
-1.5901,-1.7041468919471328
-2.6384,-2.7468550405005567
-1.4371,-1.8246859374600017
-1.9427,-2.745997957114375
-1.3426,-1.945352932593599
-1.9297,-2.1603026454074064
-2.1388,-2.505615930079231
-2.4233,-2.05617979876233
-2.749,-2.8571283370179312
-2.9738,-2.6217407821852037
-2.1995,-2.037817047070732
-1.7472,-1.6552014872399528
-1.7077,-2.230457698602564
-2.4719,-2.2127608196285005
-1.8744,-2.1852393284108786
-1.8795,-1.7563983908069392
-2.8758,-3.053015118568898
-1.6935,-1.919140612428185
-1.3834,-1.8379836343462894
-1.5821,-2.0674834704828027
-1.6809,-2.4494009434037967
-1.3181,-0.887867263455083
-1.1831,-1.8795398909038108
-1.3833,-1.5195914515205533
-1.8165,-1.526466656866678
-1.8472,-1.9101278457656279
-1.8579,-2.2249016912185193
-1.2409,-1.5226508097719647
-0.79974,-1.6828568698566293
-1.7862,-2.098066528147549
-1.4925,-1.556669266949367
-1.557,-1.549493876115515
-2.6523,-2.2924075994745086
-1.6046,-1.939234720691109
-2.557,-2.3899348593498955
-2.5758,-2.5884514523411917
-2.3691,-2.3189212788707394
-2.0111,-1.9120099743105108
-1.2351,-1.4533496746076366
-2.2398,-2.3910328565462824
-2.978,-2.228194271853657
-1.7435,-1.8615347659584827
-1.2838,-1.9306990604452032
-1.222,-1.9642398955745537
-2.2056,-2.0909893899351086
-2.3109,-2.5913018169579454
-1.3265,-2.233135449506236
-3.1435,-2.8706399775182083
-2.3532,-2.155373000252031
-1.505,-1.5352293141559024
-2.0232,-1.7675617121967935
-1.6975,-1.8360167776871437
-2.4101,-2.6240765163147226
-2.0963,-2.5297463238234736
-1.4911,-1.2634277198157238
-2.1391,-2.4841272412912714
-5.0,-3.5994665689635217
-2.7388,-2.6688188367259538
-1.7712,-2.2298426913168696
-1.387,-2.0104357005439333
-1.4105,-1.0708764071337018
-3.1239,-2.781533785658887
-1.3788,-0.831937098442503
-5.0,-2.5456011846957103
-1.4746,-1.4938821802371391
-1.8986,-2.462766802880122
-1.9681,-2.1943578186141526
-2.5391,-2.441993685952817
-1.7886,-1.7817490488667145
-2.3273,-2.1843365573414233
-2.7033,-2.469903358102624
-2.7026,-2.60155283445885
-2.454,-1.9217295157998704
-2.0485,-2.2679895953311133
-1.2955,-1.4788903228296664
-2.9079,-2.395809042395525
-2.9136,-1.9334498435598302
-2.3375,-2.565626405188119
-1.94,-1.7137268824684733
-5.0,-3.0628686192104144
-3.0243,-2.6130267051427847
-1.7011,-2.016041633817556
-1.8532,-1.9732844533632665
-2.8934,-2.817670054114177
-2.0594,-2.197872712279091
-1.4247,-1.8615267757198382
-2.9495,-2.671360959334198
-1.2215,-1.46572984430947
-1.8242,-2.263291211709028
-1.7549,-1.9121791879968975
-1.9366,-2.0208866479287666
-2.8197,-2.4640619527078145
-2.1428,-1.536378025964073
-1.705,-1.7553316237228211
-1.258,-1.4612560331616147
-2.0491,-2.041567471609682
-2.332,-2.5858084982251093
-2.2602,-2.3327625201906645
-1.4701,-1.9624031812616392
-1.5386,-1.377942624359918
-5.0,-3.1564124539710288
-2.7763,-2.328249053559867
-2.8709,-2.370817436204571
-1.0155,-1.1901189390451468
-1.514,-1.961502441636061
-2.3709,-2.3296797151975492
-1.1487,-1.5252483283052451
-1.4887,-2.2466624218264784
-1.8375,-2.1978548672042857
-2.3783,-2.1672608192798797
-1.0427,-0.7549935335632787
-2.4652,-2.2761625620146284
-1.0863,-1.2194327217576428
-1.55,-1.1869103292097765
-1.2346,-1.6099853114507097
-1.9514,-2.0973233808271288
-1.8627,-2.2551531979203747
-1.9771,-1.6787244441406293
-1.6251,-1.6707205712690187
-1.5603,-1.8203005563400563
-1.1929,-1.1720226828067877
-3.0373,-2.3046898110217633
-2.1333,-2.4467864784010422
-1.2402,-1.5073196963133149
-1.2745,-1.3645675452480535
-2.1251,-2.227198139874145
-1.3542,-1.7448298377740736
-1.9271,-2.219347357189053
-1.5834,-1.2190350829360912
-1.103,-1.8110180816601056
-2.8207,-2.36043887228062
-1.7984,-1.929717724263573
-2.3355,-2.2106449836123154
-1.2483,-1.1741509457617867
-3.1311,-2.4687005119764924
-1.3273,-1.208287886564344
-1.5053,-1.4773943353251229
-1.4577,-1.1471384656703103
-1.27,-1.6504471217641037
-2.6058,-2.583718135733384
-2.3311,-2.3313253407027172
-2.5055,-2.41363469094347
-1.7969,-2.1683464471843394
-1.2546,-2.0005842966353677
-2.0323,-1.9651713714086134
-2.3801,-2.378596364591981
-1.5632,-1.5297891766860925
-1.7624,-2.152169816801915
-1.3183,-1.162692812000539
-2.3629,-2.481372359582403
-1.4167,-1.709618463558436
-1.6519,-1.380471745569941
-1.5615,-1.6493035505766374
-2.1997,-1.9263345734944377
-2.7681,-2.95171442714123
-1.371,-1.6098074128676687
-2.2745,-2.568624397712223
-2.3209,-1.9250106713964135
-2.0719,-1.9120559823247931
-2.7339,-2.6889372817919677
-1.5523,-1.553189479030218
-2.0462,-1.8903322398051292
-3.1635,-1.9621322732099147
-2.3641,-2.257405341081197
-1.8943,-2.053206434603318
-1.7452,-1.773781271513172
-2.0728,-1.5782892211740023
-1.7195,-1.5296597377796273
-1.3259,-1.8123606855147865
-1.7633,-1.455939289298776
-1.1219,-1.3244424666863446
-2.3813,-2.1722515485460905
-1.364,-1.8530574518476919
-2.2168,-1.8340107964409444
-1.4432,-1.9398102779122373
-2.2856,-2.133144700311915
-1.6398,-1.5714457577082004
-5.0,-2.2582184038573434
-1.4549,-1.9983960179832179
-1.9534,-1.8743176297020596
-1.6348,-1.6037372735278375
-1.6719,-1.5447846257380442
-1.2394,-1.0751140901953409
-2.246,-2.369547547348269
-1.4371,-2.0303575451044957
-2.8884,-2.7040729778133317
-2.1712,-1.9947274159869646
-5.0,-3.652939468553069
-2.7229,-2.890178928678165
-0.97743,-1.9292580419764016
-1.7741,-2.3068408048044073
-2.2529,-2.049356797296155
-2.1471,-1.8601511233737227
-1.7422,-1.6427537706352426
-1.4615,-1.6334326709257612
-2.1623,-1.9099171844440186
-2.0064,-1.8625268474206764
-1.687,-1.3036486820914388
-1.1291,-1.2750082334961927
-2.3028,-2.752566465687891
-1.9764,-1.7939900099628783
-1.9364,-1.6705074844909618
-2.1444,-2.1783395787054536
-1.3312,-2.118949437538337
-2.0244,-1.9756935310383688
-2.1131,-2.6055787069392142
-1.8084,-1.6024304265637892
-2.9797,-3.004699024390481
-2.1383,-2.636009303364629
-2.6316,-2.3627881506923143
-2.1444,-2.0857417215423473
-2.2697,-2.521882198397055
-2.0282,-1.8436832160022827
-1.4093,-1.2542177670742536
-1.4255,-1.361264313880933
-1.5037,-2.893183142577812
-1.3561,-1.0964859424775786
-2.1435,-2.1755106504677073
-2.3238,-2.775772598355867
-1.1702,-1.4889511927605399
-2.0015,-1.4449778150639285
-2.0546,-1.9673638091821908
-1.4738,-1.7668007609399898
-1.6075,-1.562207652718344
-1.9376,-2.1967968682844075
-2.1047,-2.012956420980523
-2.2496,-2.568150822445348
-1.7431,-1.5465944843020707
-3.1595,-3.034822479963453
-2.5027,-2.9722309409200225
-1.769,-2.100583687453399
-2.2668,-1.6194814767634742
-2.576,-2.5086376051956316
-3.024,-2.4094469711732174
-1.692,-1.622865427302365
-1.6494,-1.7520405100749419
-2.4301,-1.8589927284610765
-1.7173,-1.8402374146313734
-3.178,-3.618307571437599
-2.4859,-1.9109269104245072
-2.007,-1.909710099604269
-1.7908,-2.0194488349153707
-1.2626,-1.2345367989313851
-1.7104,-1.888058719780004
-2.2158,-2.529900455016173
-1.4445,-1.5408437648331945
-1.7672,-1.7815015724207393
-1.6876,-1.91462194583342
-2.6075,-2.0108117818115083
-2.3816,-1.9740118937323035
-2.6663,-2.204234858502272
-2.4472,-2.3657298550559656
-2.6977,-2.491238913062012
-2.4452,-3.0330671634277047
-1.2442,-1.6219846091844161
-2.1135,-2.126888966452821
-1.6348,-1.800890047383634
-2.4536,-2.2313099527727855
-1.4446,-1.3345395351305895
-1.9864,-1.7949535983931328
-1.3603,-1.1487121072161695
-1.3897,-2.052530071559149
-1.311,-1.0193835878708752
-1.5184,-1.4936539969993472
-1.7776,-1.685580073104527
-2.2009,-1.7836914167979994
-1.71,-2.606899830332903
-2.9962,-3.1552079234368073
-2.6856,-2.088089620703376
-1.6983,-1.6838381670693041
-1.861,-2.6082808220541214
-1.8089,-1.8433391667182333
-1.5542,-1.546733455389127
-2.3479,-2.3560566887615138
-2.3596,-2.556855714162226
-1.5575,-1.4332353615426974
-1.8138,-1.8054780479734673
-1.6808,-1.637218582767344
-1.499,-1.273163580148673
-1.8073,-1.4739242533191754
-1.7521,-2.055738053290349
-1.9414,-1.9381699354162145
-1.5104,-1.8086433508162134
-1.108,-1.5728447488888908
-3.0854,-1.8250070955963311
-1.6332,-2.2104030858491837
-1.425,-1.1122483654290949
-1.4328,-1.6209738964285565
-2.039,-2.2266082737929582
-2.1367,-2.5020996067003645
-2.077,-2.279945597023495
-2.0336,-1.7540697340425355
-1.6233,-1.9453399764846493
-2.0086,-1.7390312709138074
-2.8774,-3.1075182461607995
-2.3499,-2.105886919899509
-1.8667,-1.9886387423429608
-1.7828,-1.5515408694620305
-1.6066,-2.5556448561399483
-1.51,-1.6345204074383954
-1.9924,-1.9097106055465278
-3.0173,-2.471047223139447
-1.8611,-2.679137085651345
-2.1062,-1.749720273480317
-2.234,-1.9692112946728748
-1.7009,-1.7752706357784414
-2.0617,-1.7585598795758917
-1.5623,-1.7803741557280734
-1.614,-1.5620487235466294
-1.1992,-0.9631556823079053
-1.956,-2.001085618658295
-1.8317,-2.3171568701279703
-1.4719,-1.6525325702750802
-1.251,-2.2287296072765868
-2.1129,-1.966704642645557
-2.4419,-2.2605040426099077
-1.9929,-2.57155031976942
-1.6167,-1.5303304503609445
-1.5423,-1.3820279516031502
-2.1827,-2.0571350918627607
-1.8663,-1.9120080915335196
-1.6722,-2.2375698234384975
-1.8008,-1.7907248265000961
-1.9686,-1.9330033194623828
-1.2171,-1.6001431699615791
-2.3559,-2.1496402512172326
-1.2974,-2.5019754359886677
-2.6439,-2.463262071818977
-2.3226,-2.5692716688372914
-1.5316,-1.4741678662934388
-1.1828,-1.047667317396419
-1.5212,-1.647329394662541
-2.3813,-1.9508548052749686
-1.4905,-1.5213595589001714
-2.2741,-1.9027478845075028
-2.8345,-2.747723290763517
-3.0028,-2.894084510462506
-1.6835,-1.48667381271099
-1.1809,-1.1534797218714703
-2.6453,-3.2174746418043805
-3.3801,-3.027705633845454
-1.8311,-1.8272704229533254
-2.0649,-1.7803933878757137
-1.9433,-2.2214865827594696
-2.2623,-2.31011208058044
-2.124,-2.4318757734545944
-2.8052,-2.5000716275442922
-2.2015,-2.2506803200354413
-1.6885,-1.1853944129986855
-1.6345,-1.276413032226908
-2.0583,-2.3255932429090667
-2.1818,-1.7166501239246976
-1.7168,-1.532532667715593
-1.4557,-1.4032381516477712
-2.1897,-2.2832483103608583
-2.3415,-2.198511698879976
-2.4831,-2.397857674535345
-1.161,-1.233103749272933
-2.3273,-2.040583551625003
-1.2892,-1.3931996059057243
-1.3759,-1.6853691677795055
-1.4491,-1.561805407153242
-2.7273,-1.9558767582211647
-5.0,-3.2390975058809017
-2.4696,-2.832244951289592
-1.5174,-1.6253497622362776
-2.1198,-2.102997463007071
-2.1332,-2.061695637688862
-2.562,-2.2114900848559094
-1.7683,-1.519433497826611
-2.3399,-2.622459332776497
-1.2987,-1.9994105208809225
-2.7039,-2.09758099135699
-2.2093,-2.5183697928075093
-2.0521,-2.7295279290957835
-1.3164,-1.8643283149780854
-2.0667,-2.4529338807956838
-1.4875,-2.031105408991058
-1.8399,-2.082717922365219
-1.7893,-2.5082918562743743
-1.788,-1.7598067309285075
-2.4823,-2.306778190478805
-1.8314,-2.207354678614096
-1.5355,-1.42545950274437
-1.9718,-1.7979719803136403
-3.1782,-3.0598683606236965
-2.2429,-3.30163890864488
-2.5584,-2.1028448552376737
-2.5318,-1.958165648859615
-2.2675,-2.5256932262560223
-1.4164,-1.6814032890554893
-1.4753,-1.477127345298487
-1.9298,-1.8459463188248952
-2.8416,-2.3480117581079
-1.4087,-1.6405596104128697
-1.6956,-1.8044616222281329
-1.47,-1.2259380360153904
-1.6033,-1.5783815073090408
-1.8841,-1.8307452539268916
-1.4343,-1.3536052412267776
-2.4551,-2.233546212507893
-1.585,-2.3789893419373764
-1.8543,-2.035367205838393
-1.7977,-1.8697250551982822
-1.1767,-1.6476512800387952
-1.2381,-1.7084878359424844
-2.638,-2.4995188319047976
-2.9595,-2.2948888176726308
-1.9487,-1.965096825864705
-2.1288,-2.1142908384926313
-1.7264,-1.9594959576388835
-1.6398,-1.6109200113064686
-1.4293,-1.38074228285382
-1.1929,-0.661278655923063
-1.2155,-2.0135528208004994
-1.333,-1.6477620721693338
-1.1805,-1.5260356394976289
-2.4707,-2.4728981257091496
-1.5106,-2.269009976613836
-3.0133,-3.0891495308604444
-1.8315,-1.8650441011022907
-1.9551,-2.0206640182402547
-1.4019,-1.4404813221072035
-2.4344,-2.0091273833394054
-1.5798,-1.2288327942265105
-1.1766,-2.1711440861480527
-1.7734,-1.9142677915860702
-1.4553,-2.3850701951684874
-2.4432,-2.6844688055268913
-1.3382,-1.2210842597543994
-1.6689,-1.584891961091333
-2.3355,-2.2307885783103196
-5.0,-3.1370175358929773
-2.2825,-2.4417733015835172
-1.3741,-1.1874338612562019
-2.051,-2.0565074439024404
-1.5284,-1.165379986923069
-2.0984,-1.9842978188832125
-1.4022,-1.419518426383584
-1.3918,-2.160172266577299
-2.9247,-2.674888469385163
-1.2882,-1.888921319750696
-2.1828,-2.042510214716075
-1.1272,-1.9951494840051363
-2.3823,-2.143851176664944
-1.0838,-1.509761792626255
-1.8322,-1.94991993318462
-1.6465,-1.6003934360789251
-1.621,-1.6246228173466555
-1.9633,-1.879211328606755
-2.7918,-3.1747198122430804
-2.0783,-1.9403371934959535
-2.5348,-2.0227316798514776
-1.7023,-1.636919465959066
-0.9924,-1.0980110775213605
-1.9351,-2.1185304231244113
-2.1707,-1.9667821399228396
-1.2547,-1.1938575792146053
-1.8921,-1.4173685021683755
-1.4963,-1.507802722850478
-2.3654,-2.0846029129212114
-2.4327,-2.4142145068542713
-2.4902,-1.831260932369334
-1.421,-2.2426695930162874
-2.407,-2.300496616129036
-2.6346,-2.1719153395704844
-1.4935,-1.6816699968272957
-1.4874,-1.666882891593885
-1.2548,-1.6060144534325413
-5.0,-3.759611246564594
-2.5997,-2.7155099878876205
-1.568,-1.702202691591741
-1.3127,-1.4890865558204207
-5.0,-2.8897120452407297
-1.4028,-1.3547283499106118
-2.4279,-1.9831247409281443
-1.2939,-1.373914056506237
-1.4936,-1.5480643105268999
-1.7712,-1.2481945899748133
-1.3189,-0.7035231389309458
-1.945,-2.6018236282212444
-1.1124,-1.2600475359843335
-1.6541,-1.6723282900838479
-1.7131,-2.2943000732055467
-1.8584,-1.8250875021551516
-2.0132,-1.9675394969583009
-1.4716,-1.6959793934456031
-1.8607,-2.237535329111717
-1.4785,-1.3652520103790522
-2.7633,-3.327629385330903
-1.7972,-2.133851424984503
-1.9585,-1.9921422223863443
-2.5903,-2.1276462358493995
-2.0886,-2.4820462223137882
-1.2852,-1.3954827595815749
-1.955,-2.4645720354610963
-1.941,-1.8040206065193145
-1.239,-1.3476206574871896
-2.3495,-1.5691043869587762
-1.2174,-1.6990104783396365
-1.5427,-2.3002822696823197
-1.5072,-2.0513703869017776
-1.3377,-0.9439455758008792
-1.2745,-1.326976660840331
-1.4936,-0.8657715770430363
-2.1398,-2.2407910940585367
-2.3867,-2.5914645052103342
-2.6742,-2.349884698221263
-1.3495,-1.2689563637486856
-1.9591,-2.159271858462063
-2.133,-1.8810532354369283
-1.457,-1.3331454509345524
-2.2168,-2.490178895339482
-1.1306,-0.7372316247051258
-1.5046,-2.2340185862394826
-2.069,-2.2753688771520846
-2.6179,-2.9549166061549146
-1.1979,-1.469901507431832
-2.4985,-2.349985409009107
-3.0419,-3.0592821492208877
-1.7462,-1.696461091146767
-1.787,-1.8031516642439835
-1.9128,-2.214974600170495
-2.3651,-2.165649280906139
-1.4316,-1.8825973407664676
-1.4708,-1.522946226507425
-1.0792,-1.2994282800425119
-2.6695,-2.3128870137555952
-1.3076,-1.4043300321533327
-2.589,-2.2472926606870414
-1.6386,-2.4168362714674854
-2.3073,-2.060559132044834
-1.1491,-1.567661025545764
-2.3313,-2.290029919316389
-1.3828,-2.2955356020618076
-1.3291,-1.4864293077642508
-2.2559,-1.9434269179051835
-2.284,-2.3382519257051673
-2.4311,-2.120395596787566
-2.1347,-2.112306730144187
-1.3726,-1.046017242752746
-2.4615,-2.1365981717868276
-1.683,-1.6985462116218126
-1.3714,-1.6441496209864512
-1.9776,-2.6488905837259775
-2.5176,-2.5939338197164146
-1.3928,-1.653495782826695
-1.3663,-1.7508548554929417
-1.7745,-1.8292245414611334
-2.6105,-2.2534692216710503
-1.0066,-1.6625452132244676
-1.2191,-1.9277108379119328
-2.3993,-3.333097161904999
-2.0531,-1.8278544313790261
-2.5771,-2.8277035062458005
-2.0609,-2.0424521636098945
-1.7237,-1.6507971091723672
-2.2364,-2.1353165493683712
-1.2923,-1.1146190984038975
-1.2881,-1.0442360660226413
-1.9357,-1.548352146587509
-1.3234,-0.9260848657051624
-2.1429,-2.446489198372817
-1.5324,-1.8197848640879066
-2.854,-2.72539760948093
-2.89,-1.862030080624696
-2.551,-2.697762649709746
-1.848,-1.7011390190412543
-2.2497,-2.451312711869991
-1.6009,-2.579337652682725
-2.0059,-1.749447723598696
-1.7002,-1.458194625540441
-2.5864,-2.2929000075189774
-2.8377,-2.5853265293769736
-2.1359,-1.9804992473864127
-2.2624,-2.2390947540894954
-1.619,-1.7403322035213409
-1.5637,-2.2632267291250865
-1.4127,-1.3752825327146392
-1.5671,-1.8614442219413407
-2.4642,-2.4242527528602524
-1.0911,-1.7602777410725268
-0.82277,-1.1650369438000943
